"Address","lon","lat","nr_5km","dist_1","area_voronoi","eventDate"
"72 Harold St, Macquarie Fields NSW 2564",150.8935194,-33.9850865,17,53.0390196910406,7432320.17344701,"2016-6-1"
"17 Sandwych St, Wentworth NSW 2648",141.9179934,-34.1067114,1,11345.3902555486,NA,"2016-6-1"
"45 Hambledon Road, Quakers Hill NSW 2763",150.8921221,-33.7174794,15,1201.35375021846,11220190.6682825,"2016-6-1"
"418 Liverpool Road, Croydon NSW 2132",151.1150622,-33.8881521,67,71.0891208171642,579480.972659081,"2016-6-1"
"307-309 Bexley Road, Bexley NSW 2207",151.1147736,-33.939867,74,1009.09801406712,2102121.39955951,"2016-6-1"
"2720 Princes Highway, Wandandian NSW 2540",150.5075952,-35.0914458,2,2417.74995781147,744489369.331172,"2016-6-1"
"10 Milperra Road, Revesby NSW 2212",151.0171926,-33.9383715,40,838.500370258246,1259141.19947344,"2016-6-1"
"115-119 Hume Hwy, Lansvale NSW 2166",150.9535967,-33.8967021,56,367.512746379978,2899311.1316545,"2016-6-1"
"16 Mitchell Hwy, Wellington NSW 2820",148.9428388,-32.5409877,3,879.919178662406,737416000.438464,"2016-6-1"
"184-188 Hannell Street, Wickham NSW 2293",151.7580573,-32.913369,28,953.611038073433,11495493.8457564,"2016-6-1"
"335 Pacific Highway, Lake Munmorah NSW 2259",151.5678233,-33.1901926,4,1515.01130993648,NA,"2016-6-1"
"Pacific Hwy, Coolongolook NSW 2423",152.3227334,-32.2156259,2,13897.4456186134,383806597.356515,"2016-6-1"
"60 Hill Road, Lurnea NSW 2170",150.8965695,-33.9316046,42,980.034477063945,2864487.1276679,"2016-6-1"
"3 Railway Ave, Gunnedah NSW 2380",150.2438264,-30.9770675,4,432.64702032403,1855625084.98714,"2016-6-1"
"482 River Street, West Ballina NSW 2478",153.5358678,-28.864035,7,1308.79531955486,42368596.9700598,"2016-6-1"
"44-48 Byron St, Lennox Head NSW 2478",153.5883731,-28.791958,1,6465.61640396504,88213442.8018248,"2016-6-1"
"207 Broken Head Road, Suffolk Park NSW 2481",153.6082473,-28.68797,2,4174.36996062187,66226154.0891319,"2016-6-1"
"1 Coast Road, Hastings Point NSW 2489",153.5728815,-28.3560097,2,1467.00112933415,56895299.6524715,"2016-6-1"
"Lot 201 Appin Road, St Helens Park NSW 2560",150.7984654,-34.1111284,7,1230.03902997995,42571616.1577499,"2016-6-1"
"1112 Peatsridge Rd, Peats Ridge NSW 2250",151.2342298,-33.3162964,1,6510.82380281634,118138645.696171,"2016-6-1"
"202 Princes Hwy, South Nowra NSW 2541",150.604205,-34.9163195,8,137.577648047332,90934903.7301617,"2016-6-1"
"M1 Northbound, Wyong NSW 2259",151.4022296,-33.2556635,9,342.585633284487,54992913.4941587,"2016-6-1"
"3 York Street, Marrar NSW 2652",147.3540931,-34.8251643,1,14098.530402472,515701403.283523,"2016-6-1"
"66-70 Regent Street, Chippendale NSW 2008",151.2017191,-33.8879042,57,664.969363121531,736802.065130949,"2016-6-1"
"7 Billabong St., Walbundrie NSW 2642",146.7215255,-35.6916321,1,18158.9374721675,1345723569.90862,"2016-6-1"
"115-115 Church Street, Gloucester NSW 2422",151.9581428,-32.0101492,4,193.480051443085,14253797.8565295,"2016-6-1"
"16 Breese Parade, Forster NSW 2428",152.5228743,-32.2007494,6,1052.4302847459,NA,"2016-6-1"
"33 Bolong Road, Bomaderry NSW 2541",150.6074529,-34.8560116,11,274.67011990071,27473599.052865,"2016-6-1"
"85 Bathurst Street, Pitt Town NSW 2756",150.8584407,-33.5855912,7,223.361253727441,8419101.94111967,"2016-6-1"
"69 Davies Road, Padstow NSW 2211",151.0387597,-33.9510689,46,303.551792832796,2332231.88667893,"2016-6-1"
"132 CAREY STREET, Toronto NSW 2283",151.5939184,-33.0114112,8,92.2741828137913,2227760.60638046,"2016-6-1"
"Lot23 Illaroo Road, North Nowra NSW 2541",150.582298,-34.855984,11,1616.38248844109,184908773.39779,"2016-6-1"
"2893 Nelson Bay Rd, Salt Ash NSW 2318",151.9335751,-32.7867076,3,498.523672338098,NA,"2016-6-1"
"92 Lakeside Drive, KANAHOOKA NSW 2530",150.8145749,-34.501175,6,1532.29092009936,13515784.6721487,"2016-6-1"
"Pacific Hwy (Park Beach Plaza), Coffs Harbour NSW 2450",153.1129804,-30.297175,10,805.080255734612,15049122.5077367,"2016-6-1"
"100 Chittaway Bay Road, Chittaway NSW 2259",151.4326183,-33.3247802,13,1028.99126545864,13130877.7597661,"2016-6-1"
"41 Sharpe Street, Cooma NSW 2630",149.1307314,-36.2324124,9,96.2356471238335,204658.346729279,"2016-6-1"
"1540 Windsor Road, Vineyard NSW 2765",150.8627732,-33.6499274,8,1353.03930859596,7688333.87795353,"2016-6-1"
"351 Beardy Street, ARMIDALE NSW 2350",151.6467505,-30.5075235,12,611.959649812868,663984.397559643,"2016-6-1"
"Cnr Mitchell Hwy and Wheelers Lane, Dubbo NSW 2830",148.6314256,-32.2559354,14,203.551342470815,147022800.907537,"2016-6-1"
"Caltex 3723 Sturt Hwy, GUMLY GUMLY NSW 2652",147.4424243,-35.1355798,4,75.8475088686236,23024994.2345533,"2016-6-1"
"610 Forest Road, Bexley NSW 2207",151.1182976,-33.9574512,67,601.434225754422,1342781.17467177,"2016-6-1"
"111 James Street, Dunoon NSW 2480",153.3172368,-28.6829352,1,11195.0732749884,215471831.815353,"2016-6-1"
"18n Derby St, WALCHA NSW 2354",151.5939218,-30.9846303,3,236.222920543225,141471157.036721,"2016-6-1"
"5 Young Rd, Cowra NSW 2794",148.6785369,-33.8358509,6,504.596365612483,156661140.625206,"2016-6-1"
"219 Cobra Street, Dubbo NSW 2830",148.62273,-32.2564951,14,105.654296772718,822841.619410515,"2016-6-1"
"Newcastle Rd Cnr William St, East Maitland NSW 2323",151.584175,-32.7498104,8,534.792098772547,2445762.57783937,"2016-6-1"
"360 Park Road, Regents Park NSW 2143",151.0249055,-33.8794032,61,510.795420419895,1968497.21666789,"2016-6-1"
"5 King St, GOOLOOGONG NSW 2805",148.43511,-33.6146562,1,21009.3142937705,903416777.376119,"2016-6-1"
"15 Minmi Road, Wallsend NSW 2287",151.6660993,-32.8909406,16,419.303044756266,3427830.23905921,"2016-6-1"
"1-3, Victoria Street, Kurri Kurri NSW 2327",151.4862496,-32.8239285,8,644.573837578398,3148828.57025998,"2016-6-1"
"LOT 4 Bomen Rd, Cartwrights Hill NSW 2650",147.3894114,-35.0697536,4,4091.91422351518,246027926.922924,"2016-6-1"
"13 Southy Street, Jerilderie NSW 2716",145.7190266,-35.3607297,2,2008.05191899446,356610486.901571,"2016-6-1"
"1 Greenfield Rd, Greenfield Park NSW 2176",150.8901506,-33.8713752,34,923.398775209532,3989034.93400252,"2016-6-1"
"42 Spencer Street, Iluka NSW 2466",153.3497814,-29.4051657,6,3219.45969745797,208885776.348745,"2016-6-1"
"28-30 High St, Greta NSW 2334",151.3931752,-32.6826929,4,893.542882099404,80039882.9094343,"2016-6-1"
"Onyx St Cnr Morilla St, Lightning Ridge NSW 2834",147.973884,-29.4283109,3,139.676617868311,5642821500.07463,"2016-6-1"
"127 North Street, Albury NSW 2640",146.9443125,-36.0711299,15,1762.08535412192,20208073.8765153,"2016-6-1"
"2637 Irrigation Way, Leeton NSW 2705",146.4116767,-34.574208,5,2064.35665204303,432938666.849894,"2016-6-1"
"141 Pacific Drive,, Port Macquarie NSW 2444",152.9294885,-31.4595541,8,2437.49181253875,5514594.59119669,"2016-6-1"
"Hume Highway, Tarcutta NSW 2652",147.7202103,-35.289604,1,23712.0057145098,1432010897.78247,"2016-6-1"
"16322 Newell Highway, Narrandera NSW 2700",146.5403539,-34.7627454,2,2990.66116746268,1590066089.14281,"2016-6-1"
"5 Kanandah Road, Broken Hill NSW 2880",141.4327831,-31.9846156,8,701.535587355516,188616912.586084,"2016-6-1"
"161 Cemetery Road, Corowa NSW 2646",146.3690367,-35.9894286,1,23154.0641090439,NA,"2016-6-1"
"5 Tweed St, Brunswick Heads NSW 2483",153.5487213,-28.5381822,5,431.561605536065,35449372.3101782,"2016-6-1"
"214 Warringah Road, Beacon Hill NSW 2100",151.2549098,-33.7525722,26,511.626491026735,6265833.63917756,"2016-6-1"
"53 Punchbowl Rd, Belfield NSW 2191",151.0824099,-33.9027314,66,766.311085420582,1929596.38380165,"2016-6-1"
"130 Albury Street, Holbrook NSW 2644",147.3163084,-35.7210182,3,929.955009100769,200452679.361236,"2016-6-1"
"44-46 Vance Rd, LEETON NSW 2705",146.3870245,-34.5439469,5,1394.77857813658,572412841.663766,"2016-6-1"
"10173 Newell Highway, Forbes NSW 2871",147.9855278,-33.400993,7,2748.94440822437,2013549147.1069,"2016-6-1"
"2510 Silverdale Road, Wallacia NSW 2745",150.6184097,-33.8748179,3,1968.36687623987,79958586.9392867,"2016-6-1"
"2 Belinda St, Gerringong NSW 2534",150.8171295,-34.7448059,3,998.057248358602,11352469.1285191,"2016-6-1"
"161-163 Pacific Hwy, Ourimbah NSW 2258",151.3689363,-33.3491771,5,96.6039229185498,12714483.3018987,"2016-6-1"
"1 Blende St, Broken Hill NSW 2880",141.4533598,-31.964128,9,864.427785067577,2049448.62304115,"2016-6-1"
"29 Railway Parade, Henty NSW 2658",147.0367348,-35.5189514,3,91.7215150071678,227969173.360956,"2016-6-1"
"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",151.5482363,-33.1862833,5,369.365569631388,NA,"2016-6-1"
"70-74 Summer St, Orange NSW 2800",149.0940725,-33.2831181,15,94.3962964556433,1032290.52081966,"2016-6-1"
"103 Bridge Street, Uralla NSW 2358",151.493464,-30.6454284,3,206.594955893417,660680080.247547,"2016-6-1"
"9 Davies Rd, Padstow NSW 2211",151.0370605,-33.9472553,44,147.956473383785,585701.995127179,"2016-6-1"
"70 Clifford Street, Goulburn NSW 2580",149.7178366,-34.7521016,17,216.688329880733,547341.056996524,"2016-6-1"
"236 Kelly St, Scone NSW 2337",150.8690488,-32.0551077,5,337.23408760348,91814018.5046711,"2016-6-1"
"1-3 Beinda St, Bomaderry NSW 2541",150.6052341,-34.8576804,11,274.67011990071,1743706.92032099,"2016-6-1"
"521 Carrington Road, LONDONDERRY NSW 2753",150.736231,-33.6450867,6,285.408443864369,13413999.4956366,"2016-6-1"
"68 Craigie Ave, Kanwal NSW 2259",151.4823953,-33.2630482,9,1885.60672043484,10341587.5258422,"2016-6-1"
"61 Maitland Road, Sandgate NSW 2304",151.7120357,-32.8731538,22,1053.78525057443,5212159.79287618,"2016-6-1"
"127-129 Marion St, Leichhardt NSW 2040",151.1507412,-33.883907,65,755.219717459653,1972070.24243933,"2016-6-1"
"Second St, Quandialla NSW 2721",147.7931654,-34.0108409,1,36055.9364112821,2596283109.09588,"2016-6-1"
"183 The Horsley Drive, Fairfield NSW 2165",150.9661868,-33.8778303,58,781.941271903791,1480024.92299163,"2016-6-1"
"49-51 Maitland St, Muswellbrook NSW 2333",150.8900116,-32.2721887,9,501.059988420881,21214819.1284686,"2016-6-1"
"482 North Rocks Rd, Carlingford NSW 2118",151.0579015,-33.7650735,22,984.379729848399,3506428.433864,"2016-6-1"
"8/24 Lagonda Drive, Ingleburn NSW 2565",150.8761363,-34.0103374,21,1545.73283175002,32626972.4059815,"2016-6-1"
"2 Princes Hwy Cnr Kings Hwy, Batemans Bay NSW 2536",150.1755973,-35.7219292,6,287.069161628119,28330391.8430896,"2016-6-1"
"61 Hawkins Street, Howlong NSW 2643",146.6281492,-35.9794913,2,246.083018297616,268383396.978126,"2016-6-1"
"395 Gardeners Rd, Rosebery NSW 2018",151.2024385,-33.9224631,55,335.814858991931,532047.489364974,"2016-6-1"
"192-196 Waterloo Rd, Greenacre NSW 2190",151.0573606,-33.9062176,59,716.192811770782,1543041.76082542,"2016-6-1"
"68-89 Ozone Street, Chinderah NSW 2487",153.5571671,-28.2438787,6,1840.19811678926,7216481.46197367,"2016-6-1"
"780 Main Rd, Edgeworth NSW 2285",151.6148797,-32.9239674,11,454.808279898349,54269015.7625108,"2016-6-1"
"2 Cadonia Rd, TUGGERAWONG NSW 2259",151.4804196,-33.2805444,9,65.4390982098344,22047824.595911,"2016-6-1"
"359 Elizabeth Drive, Mount Pritchard NSW 2170",150.8968077,-33.9021037,41,57.8645927534422,1188473.70020416,"2016-6-1"
"70-76 Manning Street (Cnr Wynter St), Taree NSW 2340",152.4583298,-31.9092136,6,661.557727732908,1962773.03488898,"2016-6-1"
"46 Kyogle Road, Bray Park NSW 2484",153.3748842,-28.3409988,7,2747.37228462788,205811639.865846,"2016-6-1"
"215 Kinghorne Street, Nowra NSW 2541",150.6012047,-34.8907243,11,736.836467350915,9256485.26161957,"2016-6-1"
"4623 Olympic Hwy, Young NSW 2594",148.2829322,-34.3376262,6,42.9394182843413,98455270.8396177,"2016-6-1"
"2320 Silverdale Rd, Silverdale NSW 2752",150.6170184,-33.8925257,3,1968.36687623987,193710958.02644,"2016-6-1"
"1190 Burragorang Rd, The Oaks NSW 2570",150.5385871,-34.0749674,2,2994.64568880422,850767087.192881,"2016-6-1"
"11 Yamba Road, Yamba NSW 2464",153.3441321,-29.4350472,6,321.237748736803,37918806.8429639,"2016-6-1"
"203 Market Street, Balranald NSW 2715",143.5535623,-34.6320438,3,1227.96251030233,4173657145.82536,"2016-6-1"
"21 Clunes Road, Clunes NSW 2480",153.425955,-28.7147864,1,10151.8161383927,146252793.776075,"2016-6-1"
"198 Fifteenth Ave, West Hoxton NSW 2171",150.8316028,-33.9215205,17,1591.49933875446,6728129.51978779,"2016-6-1"
"380 Pacific Hwy, Coffs Harbour NSW 2450",153.0892889,-30.3183188,12,2061.05012346364,28270782.5532827,"2016-6-1"
"2656 Waterfall Way, Thora NSW 2454",152.7790936,-30.4253947,1,11534.5387761397,629630458.147811,"2016-6-1"
"75 Gypsum St, Broken Hill NSW 2880",141.4452954,-31.9678036,9,864.427785067577,8298762.25451726,"2016-6-1"
"6532 Kosciuszko Rd, Jindabyne NSW 2627",148.5968946,-36.4099034,4,2073.56591596717,2870930187.83147,"2016-6-1"
"53 Beecher Street, Tinonee NSW 2430",152.4101653,-31.9390053,2,4643.19440636897,100501804.830983,"2016-6-1"
"352 Elizabeth Drive (Corner Meadow Road), Mount Pritchard NSW 2170",150.8963686,-33.9024753,41,57.8645927534422,1765423.94258547,"2016-6-1"
"114 Tongarra Rd, Albion Park NSW 2527",150.7766306,-34.57042,12,1111.86757458611,16595858.604085,"2016-6-1"
"59-63 Victoria Street, Taree NSW 2430",152.4651439,-31.9105591,6,112.188716837266,1164313.57962412,"2016-6-1"
"105 Wollombi Rd, Cessnock NSW 2325",151.3430303,-32.8392618,11,129.607158584271,3028852.517483,"2016-6-1"
"84 Oberon Street, Oberon NSW 2787",149.8604559,-33.7050229,3,571.461294669991,1054795626.39238,"2016-6-1"
"86 Castlereagh Stree, Liverpool NSW 2170",150.9199849,-33.9247164,42,392.5238982978,782369.835355297,"2016-6-1"
"50 Tweed Street, Brunswick Heads NSW 2483",153.5473706,-28.541889,5,431.561605536065,4288599.94645357,"2016-6-1"
"286 Manilla St, MANILLA NSW 2346",150.7162884,-30.7397134,3,1231.31471815836,854422038.001158,"2016-6-1"
"1019 New England Hwy, Nemingha NSW 2340",150.9877691,-31.124224,6,278.592085709305,38577912.6703317,"2016-6-1"
"309 Byron St, Inverell NSW 2360",151.1221439,-29.7658542,9,511.178626529197,672033612.889128,"2016-6-1"
"53 George Street, Singleton NSW 2330",151.1748905,-32.5618882,6,127.59131037431,151656808.061355,"2016-6-1"
"3-7 Hendy Rd, Buronga NSW 2648",142.1813574,-34.1705662,1,15441.4912827468,NA,"2016-6-1"
"56 Victoria Street, Taree NSW 2430",152.4663299,-31.9105734,6,112.188716837266,12625263.5454152,"2016-6-1"
"Cnr Main and Else Streets, Cundletown NSW 2090",152.517281,-31.8982032,1,5010.91250776532,111615147.179362,"2016-6-1"
"85 Muldoon Street, Taree NSW 2430",152.4506035,-31.8974702,6,1079.18049906525,73374134.3552148,"2016-6-1"
"144 Beaconsfield St, Milperra NSW 2214",150.9979187,-33.942129,34,972.151302443285,5483197.60389227,"2016-6-1"
"1 Elm St, Colo Vale NSW 2575",150.4884684,-34.4030868,1,6280.41962076393,299020415.719087,"2016-6-1"
"11 Grantham Street, Boggabri NSW 2382",150.0417826,-30.7109455,1,35270.9181459159,3344928437.00133,"2016-6-1"
"21 Railway Parade, Henty NSW 2658",147.0363265,-35.5181951,3,91.7215150071678,644579826.540827,"2016-6-1"
"23 Old Pacific Highway, Brunswick Heads NSW 2483",153.545739,-28.5535521,5,1302.42618498575,29916515.3080325,"2016-6-1"
"225 Saunders Rd, Oakville NSW 2765",150.8743111,-33.6157019,9,3457.00642882316,17487743.3928066,"2016-6-1"
"196 Riverstone Pde, Riverstone NSW 2765",150.8548444,-33.6645544,7,1695.1967342488,9450350.34303272,"2016-6-1"
"22 Hoddle St, Robertson NSW 2577",150.5893968,-34.5879833,1,16177.8937406589,353547246.219488,"2016-6-1"
"50E Fitzroy Street, Walcha NSW 2354",151.5958757,-30.9859364,3,236.222920543225,3697202382.20467,"2016-6-1"
"3 Cudgery Street, Dorrigo NSW 2453",152.7100932,-30.3402653,1,11534.5387761397,1299272050.52837,"2016-6-1"
"48 William Street, Urana NSW 2645",146.2674895,-35.3295783,1,42194.2044216407,2848818314.07717,"2016-6-1"
"63 York St, Teralba NSW 2284",151.6050072,-32.963442,15,2259.02544266453,28836088.3223693,"2016-6-1"
"187, Oberon Street, Oberon NSW 2787",149.8546777,-33.703228,3,571.461294669991,1124757679.44697,"2016-6-1"
"7 Wooli Street, Yamba NSW 2464",153.359849,-29.435411,6,287.759503342026,NA,"2016-6-1"
"Sturt Highway, Balranald NSW 2715",143.277155,-34.6043824,1,25534.3990276023,5092495702.59146,"2016-6-1"
"3220 Kyogle Rd, Mount Burrell NSW 2484",153.221104,-28.486222,1,11861.0298713558,550363854.866526,"2016-6-1"
"90 Patton Street, Broken Hill NSW 2880",141.4589898,-31.9810318,9,52.9735144437121,603389213.801376,"2016-6-1"
"963 Old Princes Hwy, Engadine NSW 2233",151.0167048,-34.064299,6,1536.55767153612,18077623.0734882,"2016-6-1"
"4352 New England Hwy, Guyra NSW 2365",151.6757298,-30.2060184,3,1291.86811783395,1602437887.71881,"2016-6-1"
"87 Mitchell St., Bourke NSW 2840",145.9446084,-30.0893999,3,677.439404931254,216475867.181752,"2016-6-1"
"3356 Putty Road, Colo Heights NSW 2756",150.709243,-33.3651439,1,20673.3150452631,2343365444.8642,"2016-6-1"
"9 Mulbring Street, Stanford Merthyr NSW 2327",151.4914121,-32.8277732,8,644.573837578398,59720059.8779063,"2016-6-1"
"403 Tarean Street, Karuah NSW 2324",151.9629111,-32.6539685,1,9836.93760060608,229794164.788868,"2016-6-1"
"16 Flinders St, Port Kembla NSW 2505",150.8942571,-34.4700489,20,93.4867625480252,1841838.89532674,"2016-6-1"
"77 Medley St, Gulgong NSW 2852",149.5323259,-32.3667511,5,498.225266837236,556037729.850267,"2016-6-1"
"102 Church Street, Glen Innes NSW 2370",151.736774,-29.7430363,6,135.00266093741,193402621.14562,"2016-6-1"
"108 Canada St, Lake Cargelligo NSW 2672",146.3725186,-33.2930502,3,598.573409113567,7599565763.39173,"2016-6-1"
"2/3728 Bucketts Way, Krambach NSW 2429",152.259104,-32.0518928,1,12142.9816679351,547870029.658179,"2016-6-1"
"307-313 Ocean Beach Road, UMINA BEACH NSW 2257",151.3180525,-33.5114536,6,1063.24631634968,9511128.39093977,"2016-6-1"
"38 Maitland Road, Paterson NSW 2421",151.616328,-32.6049476,1,7932.44509450315,208810719.798604,"2016-6-1"
"Isabella St Cnr Primrose St, Wingham NSW 2429",152.374259,-31.8690079,4,243.098583988051,8307144.14558893,"2016-6-1"
"1-3 Tapio Street, Dareton NSW 2717",142.0402296,-34.0956921,1,11345.3902555486,NA,"2016-6-1"
"1B Butler St, Byron Bay NSW 2481",153.6107986,-28.6417874,4,747.303728681095,21154278.4919739,"2016-6-1"
"Bencubbin Avenue, Coleambally NSW 2707",145.8957656,-34.8018968,2,685.14634331286,1662034028.71968,"2016-6-1"
"13-15 Summerland Way, Kyogle NSW 2474",152.9879322,-28.5855621,2,3928.3829851284,859236195.135139,"2016-6-1"
"2-12 Chinderah Bay Drive, Chinderah NSW 2478",153.5571628,-28.2272739,8,1840.19811678926,NA,"2016-6-1"
"99 Diadem Street, Lismore NSW 2480",153.287106,-28.8118064,20,678.810940753719,1451875.12451571,"2016-6-1"
"44 Dalley Street, Mullumbimby NSW 2482",153.500222,-28.5516878,6,393.42405583464,27898836.502493,"2016-6-1"
"2 Simeoni Drive, Goonellabah NSW 2480",153.3279459,-28.822773,12,1495.4750962198,51293985.156754,"2016-6-1"
"I6 Garnuaille Rd, Bangalow NSW 2479",153.5232159,-28.6825981,2,488.131334233212,57572518.695467,"2016-6-1"
"147 Larmer Ave, Sanctuary Point NSW 2540",150.6329216,-35.0993372,3,1629.39162951035,NA,"2016-6-1"
"154 Belgrave Street, Kempsey NSW 2440",152.8326346,-31.0796278,9,527.522424597587,116718396.729049,"2016-6-1"
"442 Kurmond Road, Freemans Reach NSW 2756",150.7965491,-33.5575193,4,1319.12359930882,15724022.4021508,"2016-6-1"
"102 Commerce Street, Taree NSW 2430",152.4501521,-31.907195,6,805.24023349599,7698892.76203895,"2016-6-1"
"70 Woodburn St, Evans Head NSW 2473",153.4283332,-29.1140934,2,3959.67610904905,243166880.239083,"2016-6-1"
"12 Pacific Hwy, Ourimbah NSW 2258",151.3713531,-33.3629699,6,1461.04369298301,12843048.1706225,"2016-6-1"
"76 The Parade, Tumbarumba NSW 2653",148.0113171,-35.7731138,3,462.433974870928,986611818.141232,"2016-6-1"
"174 Ryan St, South Grafton NSW 2460",152.9287957,-29.7029717,13,612.720186140501,129895338.10615,"2016-6-1"
"34 Bryant street, Narwee NSW 2208",151.0716344,-33.9483657,60,1069.44656409102,2179083.00848395,"2016-6-1"
"Darlington Drive Cnr Leisure Drive, Banora Point West NSW 2486",153.5403478,-28.219676,10,1696.25936400118,9105098.8806895,"2016-6-1"
"531 Princes Highway, Tempe NSW 2216",151.1675351,-33.9202656,61,621.162355562351,1784127.2961005,"2016-6-1"
"1185 Bruxner Highway, Wollongbar NSW 2477",153.4050426,-28.8159805,4,1472.17715021564,46808299.337172,"2016-6-1"
"39 Sydney Road, Raglan NSW 2795",149.6485351,-33.422734,5,2733.51557405045,626794193.795187,"2016-6-1"
"255-257 Stewart Street, Bathurst NSW 2795",149.5692134,-33.4173441,13,136.384844351117,4093354.44510722,"2016-6-1"
"63 Sydney Road, Kelso NSW 2795",149.6076844,-33.4191666,13,166.885492589788,5378671.33539039,"2016-6-1"
"75 Allandale Road, Cessnock NSW 2325",151.3523615,-32.8245231,11,672.27933335293,2485427.38144684,"2016-6-1"
"42-46 King St, WARRAWONG NSW 2502",150.8870524,-34.4837713,13,109.856732999259,1465568.36915612,"2016-6-1"
"261 Anderson Drive, Beresfield NSW 2322",151.645069,-32.7991122,11,715.601693381115,2535512.13271093,"2016-6-1"
"129 Lagoon Street, Goulburn NSW 2580",149.7327433,-34.7460856,17,933.595839858064,3855570.08826923,"2016-6-1"
"55 Pacific Highway, Ulmarra NSW 2462",153.0294061,-29.6311872,2,313.188030775379,52965319.3470596,"2016-6-1"
"31-65 Yamba Road, Yamba NSW 2464",153.3411878,-29.4337219,6,321.237748736803,11970589.7301149,"2016-6-1"
"35 River Street, Woolgoolga NSW 2456",153.1927263,-30.1145577,5,503.505727736132,5742009.43609905,"2016-6-1"
"52 Yass Road Queanbeyan, Queanbeyan NSW 2620",149.2445135,-35.3412651,8,746.923599537145,97867841.1510446,"2016-6-1"
"616-624 Young Street, Albury NSW 2640",146.9255041,-36.0754933,12,373.341937768479,1275737.64455342,"2016-6-1"
"53 Gregory Cres, Lake Albert NSW 2650",147.3821687,-35.1667337,7,2942.8150828864,180725479.472407,"2016-6-1"
"2 Argyle Street, Mullumbimby NSW 2482",153.5039726,-28.5529664,6,393.42405583464,10938649.5073784,"2016-6-1"
"40 Industrial Drive, Mayfield NSW 2304",151.7518543,-32.8974541,28,921.354079879556,3390973.59864426,"2016-6-1"
"2, Ceduna Street, Mount Austin, Wagga Wagga NSW 2650",147.3577362,-35.1379836,21,792.278125131665,2190880.02972974,"2016-6-1"
"188 High Street, Wauchope NSW 2446",152.7223516,-31.4649383,7,347.454034403305,8438277.8178879,"2016-6-1"
"229 High Street, Wauchope NSW 2446",152.7151011,-31.4684663,7,446.355228703838,217808761.603668,"2016-6-1"
"4 High Street, Wauchope NSW 2446",152.7352345,-31.4580862,7,340.964356988852,80126760.4765954,"2016-6-1"
"159 Rouse St, TENTERFIELD NSW 2372",152.0188062,-29.0570385,6,472.333621308086,147783613.165006,"2016-6-1"
"1 Weakleys Dr, THORNTON NSW 2322",151.637755,-32.7929557,10,273.642854096009,1312434.12819052,"2016-6-1"
"108W Fitzroy St, Walcha NSW 2354",151.5875376,-30.9840671,3,613.006347327061,1367959679.49433,"2016-6-1"
"2891 Reg Hailstone Way, Wyangala NSW 2808",148.9543592,-33.9626446,1,28028.5820120864,2265464410.5975,"2016-6-1"
"331 Princes Hwy, Milton NSW 2538",150.4487194,-35.3311518,8,529.2494322946,18367917.1245244,"2016-6-1"
"10 Limestone Drive, Jerrabomberra NSW 2619",149.2004121,-35.3816069,7,2654.11627477348,329582265.938343,"2016-6-1"
"32-36 Princes Highway, MILTON NSW 2538",150.4334994,-35.3135408,4,512.559940667407,685185848.593824,"2016-6-1"
"1600 Princess Hwy, Termeil NSW 2539",150.3389024,-35.4854286,1,11645.5966355924,453121568.17617,"2016-6-1"
"Cnr Bombala & Massie Streets, Cooma NSW 2630",149.1293728,-36.2378437,9,491.260779674136,485532276.209569,"2016-6-1"
"5 Glenwood Drive, Thornton NSW 2232",151.6350365,-32.7899706,11,145.684787282193,13154088.3315928,"2016-6-1"
"7A Sydney Road, Mudgee NSW 2850",149.6001636,-32.6066059,9,534.322958560368,35130823.3198233,"2016-6-1"
"199 Anderson Drive, Beresfield NSW 2322",151.6514073,-32.8027151,10,715.601693381115,6338055.10582048,"2016-6-1"
"98-100 Minjungbal Drive (Pacific Hwy), Tweed Heads NSW 2486",153.5449042,-28.2049117,10,557.302262577229,1841807.04750597,"2016-6-1"
"77 Smith Street, Kempsey NSW 2440",152.8429997,-31.0777413,9,295.593480552641,2392564.62728429,"2016-6-1"
"Cnr Queen & Parliament Streets, Corowa NSW 2646",151.0320518,-33.8500363,49,513.408438050898,1317245.20227706,"2016-6-1"
"464-468 Armidale Road, Nemingha NSW 2340",150.9835866,-31.1236687,6,103.635773450654,2869569.88990688,"2016-6-1"
"6425 Newell Hwy, Gilgandra NSW 2827",148.6531125,-31.7255533,4,1056.32094039932,1585496723.79704,"2016-6-1"
"6-10 MacKay Ave, Griffith NSW 2680",146.063931,-34.290547,8,86.320691821504,82820164.9766238,"2016-6-1"
"61 Warf St, Tweed Heads NSW 2485",153.5427721,-28.1723456,7,113.130911726291,NA,"2016-6-1"
"2-14 Henry Lawson Drive, Terranora NSW 2486",153.5016649,-28.2400299,4,3016.76434974487,23501088.9292331,"2016-6-1"
"102-104 Queen Elizabeth Drive, Coraki NSW 2471",153.2838409,-28.9831587,1,11308.475002364,405921595.99348,"2016-6-1"
"6 Minjungbal Drive, Tweed Heads NSW 2486",153.5440622,-28.1958949,9,236.853718357928,NA,"2016-6-1"
"11541 Newell Highway, Narrabri NSW 2390",149.7573664,-30.3493188,5,538.297993109553,1291384985.34812,"2016-6-1"
"42 Adelong Road, Tumut NSW 2720",148.2129376,-35.2959402,4,890.438123623957,113741454.269989,"2016-6-1"
