"Address","lon","lat","nr_5km","dist_1","area_voronoi","eventDate"
"175 Ourimbah Road, Mosman NSW 2088",151.233291,-33.8209587,15,969.649107781745,4340554.8755542,"2016-6-1"
"169 Willoughby Road, Naremburn NSW 2065",151.2011506,-33.8199551,30,1068.01350992993,2902917.43020391,"2016-6-1"
"155-157 Rockwood Road, Yagoona NSW 2199",151.038516,-33.8931369,64,611.574911551059,2398662.65596424,"2016-6-1"
"21 Boundary Road, Mortdale NSW 2223",151.0735465,-33.9706194,43,955.91891617779,2222160.32698786,"2016-6-1"
"83 Princes Highway, Albion Park Rail NSW 2527",150.7904003,-34.554231,13,96.0846186456985,1307018.87757623,"2016-6-1"
"Northgate Ctr 224 Princess Hway, Fairy Meadow NSW 2519",150.891736,-34.4034237,26,1048.29793874156,2935011.68544245,"2016-6-1"
"339 Princes Highway, Sydenham NSW 2044",151.1728502,-33.9162497,64,440.842747014729,1410470.25818461,"2016-6-1"
"632 Warringah Road, Forestville NSW 2087",151.2143834,-33.7600027,19,222.755956267814,792605.141984448,"2016-6-1"
"851 Richmond Road, Marsden Park NSW 2765",150.8072623,-33.6723498,6,864.607565545312,16232897.9090109,"2016-6-1"
"1233 Victoria Road (Cnr Marsden Rd), West Ryde NSW 2114",151.0709707,-33.8067203,35,494.725684244056,3212052.88085676,"2016-6-1"
"1055 Great Western Highway, Minchinbury NSW 2770",150.8243989,-33.7819863,20,396.740180820555,5397648.18775541,"2016-6-1"
"28 Great Western Highway, Valley Heights NSW 2777",150.5818015,-33.7017728,5,2723.1605380634,19894291.5100735,"2016-6-1"
"Abbott Road, Seven Hills NSW 2147",150.950218,-33.7671636,39,431.752026316019,795425.865393579,"2016-6-1"
"154-156 Prospect Hwy, Seven Hills NSW 2147",150.941509,-33.7690909,39,98.8700337398784,652902.081910163,"2016-6-1"
"104 Lindsay Street, Campbelltown NSW 2560",150.8258332,-34.0655773,21,812.895221597328,2080456.45414591,"2016-6-1"
"120 Rocky Points Rd, Kogarah NSW 2217",151.1368205,-33.9769227,44,813.603490709992,1003592.65785965,"2016-6-1"
"256 Kissing Point Rd, Dundas NSW 2117",151.0532939,-33.7992244,35,585.1933360718,2551841.86200189,"2016-6-1"
"485 Sydney Road, Balgowlah NSW 2093",151.2559432,-33.7954014,19,1564.08147508218,NA,"2016-6-1"
"5 Bullecourt Avenue, Milperra NSW 2214",150.9889779,-33.9375157,37,507.299135633539,1375332.62057996,"2016-6-1"
"422 Pacific Hwy, Artarmon NSW 2064",151.1756867,-33.8111412,34,175.343441106522,439022.72454828,"2016-6-1"
"1234 Princess Highway, Engadine NSW 2233",151.0108517,-34.0772668,5,1218.49127095299,14418183.4762671,"2016-6-1"
"Cnr Hume Hwy & Pine Avenue, Casula NSW 2170",149.0481264,-34.8288721,2,12249.8474371002,619197388.83246,"2016-6-1"
"189 Belmore Road, Riverwood NSW 2210",151.0510526,-33.9556989,45,762.226621025661,2110805.59365326,"2016-6-1"
"76 Glossop Street, St Marys NSW 2760",150.7816733,-33.7602001,22,121.276700815689,2412730.921592,"2016-6-1"
"5243 Snowy Mountains Highway, Adaminaby NSW 2629",148.7701112,-35.9970641,2,680.413742255846,2048200177.46942,"2016-6-1"
"316 Penhurst St, Willoughby NSW 2068",151.1958944,-33.7938147,35,512.210149393522,1217567.95591462,"2016-6-1"
"Henry Lawson Drive, Bankstown NSW 2200",150.983598,-33.9384156,32,507.299135633539,7517504.17813784,"2016-6-1"
"438 Crown St, West Wollongong NSW 2500",150.872928,-34.4250438,24,54.920906695129,290890.665302336,"2016-6-1"
"368 Anzac Parade, Kingsford NSW 2032",151.226795,-33.9196208,50,593.093475898701,632664.183462526,"2016-6-1"
"24-42 King Georges Road, Wiley Park NSW 2195",151.0668013,-33.9194768,70,302.749080634448,350428.892995745,"2016-6-1"
"322 Canterbury Road, Canterbury NSW 2193",151.1130375,-33.9149737,81,224.996926306631,626099.359091341,"2016-6-1"
"582 Old Northern Road, Dural NSW 2158",151.0297917,-33.6951994,10,170.122543829594,2337596.57540751,"2016-6-1"
"47 Nolan Street (Corner Northcliffe Road), Berkeley NSW 2506",150.8394134,-34.4768598,16,725.902411745221,6213815.28004593,"2016-6-1"
"Cnr Barrenjoey & Darley Roads, Mona Vale NSW 2103",151.3230945,-33.6428508,8,978.277829134453,27862738.9539609,"2016-6-1"
"19-21 Windsor Road, Kellyville NSW 2155",150.9589397,-33.7128002,10,193.176040634782,8238246.42288828,"2016-6-1"
"Lanyon Dr Cnr Mccrae St, Queanbeyan NSW 2620",149.2115674,-35.3594983,10,849.820937897964,4124647.07727402,"2016-6-1"
"Lot 1 Cowpasture Rd, Hoxton Park NSW 2171",150.8481754,-33.9253933,20,72.5272957183426,1186645.74994659,"2016-6-1"
"Cnr Milperra & River Rds, Revesby NSW 2212",151.0002109,-33.9322069,40,872.469684727018,2447118.7363064,"2016-6-1"
"1234 Pittwater Road, Narrabeen NSW 2101",151.2982952,-33.7196065,12,683.699652833582,8622055.77178049,"2016-6-1"
"1497 Pittwater Road & Gondola Street, Narrabeen NSW 2101",151.2964925,-33.7079296,10,366.008133230147,3398133.03717303,"2016-6-1"
"41 - 43 Princes Highway, Unanderra NSW 2526",150.8492785,-34.4502963,21,278.053224404866,2498671.3476467,"2016-6-1"
"16 King St, Warners Bay NSW 2282",151.6453117,-32.9755979,25,261.609393240323,NA,"2016-6-1"
"254-256 Shellharbour Rd, Barrack Heights NSW 2528",150.8594128,-34.5594249,11,268.946516595427,1516540.73815885,"2016-6-1"
"185 Bondi Rd, Bondi NSW 2026",151.2647527,-33.8944023,31,434.752412495812,4747232.02313268,"2016-6-1"
"518 Rocky Point Road, Sans Souci NSW 2219",151.1324083,-33.992469,37,1148.52470409818,5088049.84785686,"2016-6-1"
"39 Pangee St, NYNGAN NSW 2825",147.1914997,-31.56101,3,139.467467169045,10288787056.7548,"2016-6-1"
"149 Great Western Hwy, Mays Hill NSW 2145",150.9893848,-33.819343,47,747.101298368788,1466974.4641912,"2016-6-1"
"26 Durham Rd, East Gresford NSW 2311",151.5508087,-32.4276457,1,12798.1015386976,1714492211.71155,"2016-6-1"
"505 Crown St, West Wollongong NSW 2500",150.8725123,-34.4255018,24,63.5719914195072,1887957.44829442,"2016-6-1"
"80-82 Central Ave, OAK FLATS NSW 2529",150.819417,-34.562679,19,935.515337975721,5968010.41699643,"2016-6-1"
"73 Main St, Alstonville NSW 2477",153.4388702,-28.8411584,4,338.621518664776,54034079.2931514,"2016-6-1"
"124 Nymagee Street, Nyngan NSW 2825",147.2001333,-31.5631445,3,714.637339421107,4155866080.84982,"2016-6-1"
"20-22 Babbage Rd, Roseville NSW 2069",151.1945551,-33.7780213,26,959.477718465818,4339662.79225314,"2016-6-1"
"110 Galston Rd., Hornsby Heights NSW 2077",151.0984029,-33.6764939,6,1600.99702968566,26809618.0256259,"2016-6-1"
"16-18 Lake St Cnr Macintosh St, Forster NSW 2428",152.5162479,-32.1830691,6,859.589530930878,NA,"2016-6-1"
"2 Johnson Road, Tuggerah NSW 2259",151.4210777,-33.2943159,15,124.068369257268,1917930.53926766,"2016-6-1"
"277 Newtown Road, Bega NSW 2550",149.8395471,-36.6904532,4,1679.19529840751,118458044.739445,"2016-6-1"
"51 Roberts Road (Cnr Amarina St), Greenacre NSW 2190",151.0659653,-33.9001464,65,506.02444143067,645437.475397244,"2016-6-1"
"136 Appin Road, Appin NSW 2560",150.7898766,-34.1951344,2,674.704509054173,80638284.5386681,"2016-6-1"
"Cnr Thirlmere Way & Remembrance Drive, Tahmoor NSW 2573",150.5740784,-34.2002792,6,1222.56709050355,12176382.8014603,"2016-6-1"
"348 Barrenjoey Road, Newport NSW 2106",151.3201794,-33.6555761,8,207.838313527059,7486082.14948702,"2016-6-1"
"41 Collins St, KIAMA NSW 2533",150.8532894,-34.6680421,2,1668.39665635093,52696137.5436843,"2016-6-1"
"158 Clyde Street (Cnr Redfern St), Granville NSW 2142",151.0125643,-33.8462108,54,140.860111899105,612716.012149937,"2016-6-1"
"742 Forest Road, Peakhurst NSW 2210",151.067992,-33.9575169,53,118.582734959548,477167.0801498,"2016-6-1"
"88 Bega Street, Tathra NSW 2145",149.9806941,-36.7331934,1,13473.4076052076,203883769.822448,"2016-6-1"
"11 Macquarie Street, Windsor NSW 2756",150.8233241,-33.6056601,10,1235.12185190534,7712007.828053,"2016-6-1"
"504 Pittwater road, North Manly NSW 2100",151.2708256,-33.7751939,20,855.706066316392,2010417.05392051,"2016-6-1"
"Kurrajong Road (Carnes Hill Marketplace), Hoxton Park NSW 2171",150.8448556,-33.9359785,22,1213.58164483467,5043906.96438229,"2016-6-1"
"171 Clyde Street, South Granville NSW 2142",151.0129213,-33.8474453,54,140.860111899105,1202349.83429991,"2016-6-1"
"656 Warringah Rd, FORESTVILLE NSW 2087",151.2120231,-33.7596197,21,61.9674988669289,487639.33061409,"2016-6-1"
"1 Avenue of the Americas, Newington NSW 2127",151.0564605,-33.834006,43,833.321842979243,4204685.27441567,"2016-6-1"
"137 Windsor Road, Northmead NSW 2152",150.9970736,-33.7822271,35,603.806657747881,1854175.43717794,"2016-6-1"
"281 New Canterbury Rd, Lewisham NSW 2049",151.1456662,-33.8985445,64,344.148664792919,1187890.59650666,"2016-6-1"
"Mid Western Hwy Cnr Emu St, West Wyalong NSW 2671",147.0832962,-33.8923184,1,11349.9601713822,1974671464.75694,"2016-6-1"
"86 Kenthurst Road, Kenthurst NSW 2156",151.010796,-33.6821972,7,1524.02470237725,9420950.29033011,"2016-6-1"
"126 Windsor Road, Mcgraths Hill NSW 2756",150.8335206,-33.6152339,10,179.210994140064,2993361.24954116,"2016-6-1"
"42 Ambrose Street, Carey Bay NSW 2283",151.6051001,-33.0229767,8,1605.49124700326,NA,"2016-6-1"
"7 Sturt Highway, Darlington Point NSW 2706",145.9925827,-34.5943702,2,2904.80401211967,800029378.61588,"2016-6-1"
"210 Guildford road, Guildford NSW 2161",150.9908562,-33.8551556,67,215.313210558145,748093.107442468,"2016-6-1"
"49 Canterbury Rd, Bankstown NSW 2200",151.0396169,-33.9327814,60,165.474446304499,1052494.17462248,"2016-6-1"
"88 Clovelly Road, Randwick NSW 2031",151.2485378,-33.9087151,43,1274.92524887964,NA,"2016-6-1"
"54 Alice Street, Moree NSW 2400",149.8433324,-29.4716539,6,572.240134978785,6127534.90663505,"2016-6-1"
"1135 Pacific Hwy, Lake Munmorah NSW 2259",151.5521905,-33.1864749,5,369.365569631388,NA,"2016-6-1"
"87-89 Parramatta Rd, CONCORD NSW 2137",151.099381,-33.8678601,49,207.74856487858,597777.242107749,"2016-6-1"
"403 Argyle St, Picton NSW 2571",150.6051262,-34.1880593,4,2242.89314211624,27025509.3023596,"2016-6-1"
"116-118 Railside Ave, Bargo NSW 2574",150.5799718,-34.2929107,4,4235.46849927253,118758356.604847,"2016-6-1"
"394 Fifteenth Ave, Austral NSW 2179",150.8144195,-33.9194171,11,1605.99098543164,15538912.5801306,"2016-6-1"
"137 Kenthurst Rd, Kenthurst NSW 2156",151.0059333,-33.6604518,8,2453.71940337554,76032749.8619437,"2016-6-1"
"lot 8 Woodenbong Road, Bonalbo NSW 2469",152.6289163,-28.7380121,1,17596.6289244514,899723763.578507,"2016-6-1"
"6 Stephens Road, Queanbeyan NSW 2620",149.208709,-35.3465734,10,1457.32628734811,18918381.1892759,"2016-6-1"
"65 Tharwa Road, Queanbeyan NSW 2620",149.2208023,-35.358299,9,849.820937897964,2036700.516743,"2016-6-1"
"2 Blaxcell St, Granville NSW 2142",151.0110136,-33.8362561,54,637.612881894208,1126016.21046665,"2016-6-1"
"2 Minorca Pl Cnr Toormina Rd, Toormina NSW 2452",153.0906504,-30.3524177,6,920.718978117846,12706469.6464179,"2016-6-1"
"The Entrance Rd Cnr Bellevue Rd, Forresters Beach NSW 2260",151.4618696,-33.4091248,6,2751.01659866451,17525090.4289174,"2016-6-1"
"126 Pacific Hwy, SWANSEA NSW 2281",151.6382615,-33.088127,3,3507.9317823586,33339117.9492599,"2016-6-1"
"1563 Wisemanferry Rd, Maroota NSW 2756",150.9748203,-33.472207,2,2444.09371436803,115770244.726231,"2016-6-1"
"30 Bonds Road (Corner Romilly Street), Riverwood NSW 2210",151.0583644,-33.9525217,50,762.226621025661,1665766.31733215,"2016-6-1"
"142 Windsor Road (Corner Mulgrave Road), McGraths Hill NSW 2756",150.834226,-33.616738,10,179.210994140064,9416214.69252104,"2016-6-1"
"4-6 Kosciusko Rd, Jindabyne NSW 2627",148.6196447,-36.4132261,4,595.478660446431,112653431.958406,"2016-6-1"
"403 Canterbury Road, Campsie NSW 2194",151.1087526,-33.9161479,80,417.106738061458,1231874.27233768,"2016-6-1"
"280 Canterbury Road, Canterbury NSW 2193",151.1151866,-33.9140228,84,224.996926306631,1305502.08467366,"2016-6-1"
"709 Cabramatta Road, Bonnyrigg NSW 2177",150.8923798,-33.8930954,41,785.907822182775,1505095.29172969,"2016-6-1"
"275 Bay Street, Brighton-Le-Sands NSW 2216",151.1531144,-33.9599129,45,467.018708688329,1224020.13868502,"2016-6-1"
"208-212 Cabramatta Rd, Cabramatta West NSW 2166",150.9367228,-33.8957248,58,780.869362329204,2463178.62032819,"2016-6-1"
"Lot 12 South Western Freeway (Hume Hwy), Pheasants Nest NSW 2574",150.6394303,-34.2828848,1,5586.28551233828,160308321.347102,"2016-6-1"
"465 Pacific Hwy, Wyoming NSW 2250",151.3500005,-33.4093924,14,39.3702638424217,6000011.70220041,"2016-6-1"
"New England Highway, Moonbi NSW 2353",151.096935,-30.9869823,1,8739.28228304296,456504662.471571,"2016-6-1"
"7452 Newell Hwy, Beckom NSW 2665",146.9584169,-34.3315988,1,6283.4401902053,801568216.568248,"2016-6-1"
"2808 Princes Hwy (cnr Ford St), Moruya NSW 2537",150.08392,-35.9201575,4,831.060858137664,142825467.133018,"2016-6-1"
"127 Victoria Road, Rozelle NSW 2039",151.1676471,-33.8621049,46,90.4825288625927,516191.7361058,"2016-6-1"
"262-272 Victoria Road, Rydalmere NSW 2116",151.0323885,-33.8100763,44,485.068449457676,2146162.30094981,"2016-6-1"
"52 Mitchell Street, Eden NSW 2551",149.8989719,-37.0652594,4,393.07350644228,1129943053.22394,"2016-6-1"
"180 Manning St, KIAMA NSW 2533",150.8482963,-34.6825048,2,1668.39665635093,44645084.9666023,"2016-6-1"
"287 Main Street, Toukley NSW 2263",151.5460157,-33.2650035,4,3520.33598636872,28427210.4278071,"2016-6-1"
"362 Putty Road, Wilberforce NSW 2756",150.8301421,-33.5287176,4,3801.86214452575,135954007.806413,"2016-6-1"
"3030 Remembrance Drive, Bargo NSW 2574",150.5739765,-34.2550541,6,1219.36935038334,57907523.7735047,"2016-6-1"
"82-86 Hamilton Road, Fairfield NSW 2165",150.9499226,-33.8729033,57,372.970075607855,765910.73982507,"2016-6-1"
"1579 Botany Road, Botany NSW 1579",151.2011659,-33.9525277,32,1966.94281124457,5608521.51366493,"2016-6-1"
"77 Bombala Street, Delegate NSW 2633",148.9377404,-37.0445009,1,30447.4653142156,NA,"2016-6-1"
"275 Pacific Highway, Hornsby NSW 2077",151.0995543,-33.690896,14,1271.3219957087,6230043.99963272,"2016-6-1"
"133-139 Pettwater Rd, Manly NSW 2095",151.2848154,-33.7903441,19,315.729569457838,NA,"2016-6-1"
"85-87 John Street, Coonabarabran NSW 2357",149.2771566,-31.2723111,3,174.673085442813,565707078.909209,"2016-6-1"
"149 - 151 Parkes Street, Helensburgh NSW 2508",150.9777831,-34.1923397,1,11537.0952065351,138828853.984919,"2016-6-1"
"846 The Horsley Dr, Smithfield NSW 2164",150.9256232,-33.8514982,39,606.8714532229,4298770.4654274,"2016-6-1"
"68 Goldsmith Street, Goulburn NSW 2580",149.719228,-34.7505216,17,216.688329880733,24103309.570982,"2016-6-1"
"533,Mowbray Rd, Lane Cove NSW 2066",151.1663034,-33.8059938,38,590.322541626515,1213218.60054785,"2016-6-1"
"2-4 Church Street, Port Kembla NSW 2505",150.9032748,-34.4856092,10,133.5629989763,927202.012574911,"2016-6-1"
"181 The Boulevarde, Miranda NSW 2228",151.1096635,-34.0301774,25,389.819781858371,1898115.06195524,"2016-6-1"
"65 Bexley Rd, Campsie NSW 2194",151.1067478,-33.9223709,76,714.722952492643,1531429.00819927,"2016-6-1"
"51 Spofforth St, Cremorne NSW 2090",151.2283196,-33.8343994,15,483.91027753977,6029919.29976392,"2016-6-1"
"505 Campbelltown Road, Denham Court NSW 2565",150.8466162,-33.9826608,24,2008.3333827792,7504990.02894175,"2016-6-1"
"1/169 Annangrove Rd, Annangrove NSW 2156",150.9562552,-33.6710816,7,3922.65768740408,31240323.2972062,"2016-6-1"
"103 Smith ST, Kempsey NSW 2440",152.8444126,-31.0753687,9,126.235985287235,13572865.6948789,"2016-6-1"
"130 Hamilton Road, Fairfield NSW 2165",150.9459033,-33.8726458,53,63.7718140381872,220863.250770211,"2016-6-1"
"1 The Strand, Dee Why NSW 2099",151.2961741,-33.7554944,21,897.064689605335,1853619.18216638,"2016-6-1"
"95 Ballantrae Drive, St Andrews NSW 2566",150.833198,-34.0207225,23,382.805195153242,4177701.81643327,"2016-6-1"
"41 Minmi Rd, WALLSEND NSW 2287",151.661895,-32.8896321,14,419.303044756266,22443979.1067915,"2016-6-1"
"39 Oaks Rd, Thirlmere NSW 2752",150.5608786,-34.2013683,5,1222.56709050355,243369389.236731,"2016-6-1"
"189 South Creek Rd, Cromer NSW 2099",151.2803635,-33.7361527,20,1514.05662428716,10426844.2255482,"2016-6-1"
"607 Canterbury Road, Belmore NSW 2192",151.0959163,-33.9214794,76,925.001693984797,1526418.00686467,"2016-6-1"
"263 Great Western Highway, Blackheath NSW 2785",150.285083,-33.6337476,3,420.635771450772,146255379.967596,"2016-6-1"
"638 New South Head Rd, Rose Bay NSW 2029",151.2677728,-33.8706069,15,107.239451300691,5139486.55298591,"2016-6-1"
"13 Canterbury Road, Canterbury NSW 2193",151.1252332,-33.9078127,74,540.617866733383,1404446.62716782,"2016-6-1"
"795 Luxford Road (Corner Buckwell Drive), Hassall Grove NSW 2761",150.8366605,-33.7353279,14,979.435119378,3798344.25291324,"2016-6-1"
"Lot 6 Luxford Road, Mount Druitt NSW 2770",150.8266994,-33.7646334,22,231.487515627106,2408653.48909235,"2016-6-1"
"461 Hume Hwy, Casula NSW 2170",150.9118174,-33.9408828,33,1178.18088415213,3181864.46730168,"2016-6-1"
"95 Five Islands Road, Cringila NSW 2502",150.8717379,-34.4659188,27,1596.80664374469,5671862.08755767,"2016-6-1"
"45 Yanko Road, West Pymble NSW 2073",151.1285255,-33.7620792,23,1812.83286950023,5779205.24206138,"2016-6-1"
"2 Opal St, Tingha NSW 2369",151.2125894,-29.9552885,1,21459.1702433323,1338015425.12285,"2016-6-1"
"42 Naval Pde, EROWAL BAY NSW 2540",150.6507892,-35.0996033,3,1629.39162951035,NA,"2016-6-1"
"152 Toongabbie Rd, Girraween NSW 2145",150.9390146,-33.7955317,38,837.678296488716,1481038.68303448,"2016-6-1"
"190 Canley Vale Rd, Canley Heights NSW 2166",150.928557,-33.884527,54,416.712391161159,1202130.05808713,"2016-6-1"
"1432 Windsor Rd (cnr Woodlands St), Vineyard NSW 2765",150.8743855,-33.6573099,7,1353.03930859596,12362411.1928796,"2016-6-1"
"52 Great Western Hwy (cnr Albion St), Katoomba NSW 2780",150.3067256,-33.7070842,4,940.281611060397,600759887.595498,"2016-6-1"
"196 The River Road, Revesby NSW 2212",151.0165261,-33.9556495,31,73.9707803806746,7679356.83199263,"2016-6-1"
"47 Lakemba Street, Belmore NSW 2192",151.0856445,-33.9139649,69,968.861140565173,1631711.02267742,"2016-6-1"
"1141 Castlereagh Rd, Castlereagh NSW 2749",150.6771887,-33.6693538,1,5095.27784659746,50703599.2785673,"2016-6-1"
"24 Chatham Rd, Pitt Town NSW 2756",150.8603637,-33.5868016,7,223.361253727441,13611114.4758354,"2016-6-1"
"119 Harbord Rd, Freshwater NSW 2096",151.2794674,-33.7724673,20,855.706066316392,947806.351367235,"2016-6-1"
"729 The Horsley Drive, Smithfield NSW 2164",150.9357342,-33.8522655,46,333.265691866801,577306.969628252,"2016-6-1"
"102 Maloney St, Eastlakes NSW 2018",151.2058089,-33.9309588,54,885.092285322892,2499045.61531949,"2016-6-1"
"369C Bexley Road, Bexley NSW 2207",151.1230203,-33.9458271,67,489.160218520346,704299.80691725,"2016-6-1"
"599 Old South Head Rd, Rose Bay NSW 2029",151.2771385,-33.8692319,12,760.346794166016,32066946.6361067,"2016-6-1"
"405 Hume Highway, Yagoona NSW 2199",151.0291505,-33.9089155,61,1077.40689669174,2083212.88976985,"2016-6-1"
"1/3 Haldon St, Lakemba NSW 2195",151.0763299,-33.9179636,71,799.385816760524,869781.092719451,"2016-6-1"
"136 Woodlark St, Lismore NSW 2480",153.2807559,-28.8080812,20,97.4046682999488,178349.33637026,"2016-6-1"
"6,Doyle Rd, Revesby NSW 2210",151.0186906,-33.9458271,35,838.500370258246,1566371.7754636,"2016-6-1"
"33-35 Wardell Road, Earlwood NSW 2206",151.1335715,-33.9160066,71,567.663538724048,931830.803490385,"2016-6-1"
"114,Boundary Rd, Peakhurst NSW 2210",151.0680491,-33.9633195,47,552.138768187837,1024264.17592889,"2016-6-1"
"160 South Terrace, Bankstown NSW 2200",151.0441662,-33.9186355,67,1515.08638084386,2517665.3537225,"2016-6-1"
"331 Waterloo Road, Greenacre NSW 2190",151.0592662,-33.8959797,62,492.834799858371,767767.017128617,"2016-6-1"
"364-366 Eastern Valley Way, Chatswood East NSW 2067",151.2010511,-33.7865969,31,191.809847560503,3355913.19626349,"2016-6-1"
"836 Forest Road, Peakhurst NSW 2100",151.0607363,-33.9599634,48,723.463788858265,1368489.05912936,"2016-6-1"
"390 Princes Highway, Blakehurst NSW 2221",151.1136347,-33.9902844,44,415.922281702258,3628830.6403476,"2016-6-1"
"36 Henderson Road, Alexandria NSW 2015",151.1972615,-33.8974472,60,475.088794055982,920991.596081078,"2016-6-1"
"97 Hume Highway, Chullora NSW 2190",151.0576809,-33.8917378,67,492.834799858371,2572022.39921644,"2016-6-1"
"314 Princes Highway (Cnr Banksia Street), Banksia NSW 2216",151.1416946,-33.9456696,57,786.466041104303,1550635.75562304,"2016-6-1"
"2 Cary Grove (Cnr Ben Lomond Drive), Minto NSW 2566",150.8367608,-34.0261722,24,298.827836509604,747349.659987628,"2016-6-1"
"136 Hume Highway (cnr Hollywood Drive), Lansvale NSW 2166",150.9582271,-33.8946841,56,122.57696293365,690278.178590298,"2016-6-1"
"475 Cleveland St, Redfern NSW 2016",151.2161559,-33.8921803,52,266.65165951601,1183596.85880011,"2016-6-1"
"Brooks St (Glenquarie Shopping Centre), Macquarie Fields NSW 2564",150.8895204,-33.9892071,18,542.806581594686,4787765.29469184,"2016-6-1"
"48-50 Blaxland Road, Campbelltown NSW 2560",150.8119636,-34.0611191,23,183.553809011963,819387.627984405,"2016-6-1"
"774 Parramatta Road, Lewisham NSW 2049",151.1479693,-33.8903112,70,507.129996764965,479394.432608481,"2016-6-1"
"449 Captain Cook Drive, Woolooware NSW 2230",151.1438187,-34.0386942,11,1270.60521886493,19445079.5705622,"2016-6-1"
"287 Liverpool Road, Burwood NSW 2134",151.0996931,-33.8872373,67,176.781250259607,1163781.71082297,"2016-6-1"
"218 King Georges Road, Roselands NSW 2196",151.073474,-33.9330388,66,65.2937330892293,418439.6120525,"2016-6-1"
"Macarthur Gardens Village U 57 100 Gilchrist Drive, CAMPBELLTOWN NSW 2560",150.794467,-34.077421,17,1040.540269044,10536892.1055298,"2016-6-1"
"12-14 Norfolk Street, Ingleburn NSW 2565",150.8647644,-33.9999663,23,683.472809344146,2796232.98586822,"2016-6-1"
"3 Thomas Rose Drive, Rosemeadow NSW 2560",150.7987053,-34.1000412,13,1230.03902997995,6275324.14243364,"2016-6-1"
"770 Richmond Road, Berkshire Park NSW 2765",150.8011898,-33.6664351,6,247.041789041443,4726125.42993534,"2016-6-1"
"66 Captain Cook Drive, Caringbah NSW 2229",151.123995,-34.0327784,21,801.325897740219,1742280.45049414,"2016-6-1"
"Eaglevale Road (Eaglevale Market Place), Eagle Vale NSW 2558",150.8083924,-34.0349909,22,1926.05512527474,13204655.0069212,"2016-6-1"
"3964 Wallanbah Rd Cnr Pacific Hwy, Nabiac NSW 2312",152.3754346,-32.098592,2,1028.55251446611,92510774.1881455,"2016-6-1"
"24 Railwayst, Lidcombe NSW 2141",151.0456992,-33.8646968,55,228.837441973014,2432350.25130033,"2016-6-1"
"662 Windsor Rd (cnr Meriville Rd), Kellyville NSW 2155",150.9279371,-33.699549,12,2141.36434231088,7667760.37913585,"2016-6-1"
"262 Maitland Rd (Pacific Highway), Islington NSW 2296",151.7455596,-32.9102266,29,124.326181489475,789131.799339592,"2016-6-1"
"1642 The Horsley Dr, Horsley Park NSW 2164",150.8638141,-33.843808,13,964.206877782375,8120396.62950397,"2016-6-1"
"152 Moorefields Road, Kingsgrove NSW 2208",151.0863744,-33.9355015,68,1095.0184639554,1752001.20319694,"2016-6-1"
"338 Princes Highway, Blakehurst NSW 2221",151.1126438,-33.9866267,47,415.922281702258,574995.624621153,"2016-6-1"
"663 Warringah Road, Forestville NSW 2087",151.2114366,-33.7598883,21,61.9674988669289,441169.436630145,"2016-6-1"
"273 Old Hume Highway, Camden NSW 2570",150.6946186,-34.0864134,4,3152.18184457005,69887147.0578584,"2016-6-1"
"592-596 Old Northern Rd, Dural NSW 2158",151.0312614,-33.6942811,10,170.122543829594,5422019.15354806,"2016-6-1"
"27 Queen Street, Campbelltown NSW 2560",150.8193605,-34.0604342,22,398.087798356751,1199025.1764493,"2016-6-1"
"4 Century Circuit, Baulkham Hills NSW 2153",150.9626446,-33.7334649,23,2317.6535963885,7640362.61085308,"2016-6-1"
"1443 Camden Valley Way, Leppington NSW 2171",150.8155811,-33.9664303,8,425.062247270252,2293882.91846502,"2016-6-1"
"197 Windsor Road, Northmead NSW 2152",151.0000877,-33.7774002,34,603.806657747881,3248139.3980884,"2016-6-1"
"126 Great Western Highway, Blaxland NSW 2774",150.6109504,-33.7451049,8,151.62187651131,2567459.76605403,"2016-6-1"
"200-204 Ben Boyd Rd (Cnr Ernest St), Neutral Bay NSW 2089",151.2194339,-33.8291538,21,290.238371800004,1222937.76404542,"2016-6-1"
"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",150.8225386,-34.5707071,19,935.515337975721,17442115.9904606,"2016-6-1"
"1418 Pittwater Rd, Narrabeen NSW 2101",151.2972371,-33.7135062,12,622.379817418548,2368568.10627985,"2016-6-1"
"45 Lane Cove Rd & Myra Ave, Ryde NSW 2112",151.1100007,-33.8072734,29,132.000259410014,1189098.92618102,"2016-6-1"
"65-99 Hume Highway, Canley Vale NSW 2166",150.9606301,-33.8929469,56,294.171166070734,635608.896362476,"2016-6-1"
"378 Pacific Hwy (Cnr Allison Ave), Lane Cove NSW 2066",151.1768514,-33.814049,34,340.080059986705,1388918.11712837,"2016-6-1"
"306-312 Forest Road (Cnr Fredrick St), Bexley NSW 2205",151.1282405,-33.9465485,63,230.115203943392,348506.073120177,"2016-6-1"
"250 Burns Bay Road, Lane Cove NSW 2066",151.1517333,-33.8171127,38,369.207675120136,1720824.46530652,"2016-6-1"
"436-438 The Horsley Dve (Cnr Polding St), Fairfield NSW 2165",150.9536995,-33.8637965,55,627.227025608718,1564608.34484392,"2016-6-1"
"920 Richmond Rd, Marsden Park NSW 2765",150.8429966,-33.715728,13,2251.88671185086,14029161.1953053,"2016-6-1"
"188-190 Pennant Hills Rd, Thornleigh NSW 2120",151.0850239,-33.7250345,19,343.345560340477,1353168.17890191,"2016-6-1"
