"Address","Address_geo","lon","lat"
"49 Canterbury Rd, Bankstown NSW 2200","49 Canterbury Rd, Bankstown NSW 2200 Australia",151.0396169,-33.9327814
"88 Clovelly Road, Randwick NSW 2031","88 Clovelly Road, Randwick NSW 2031 Australia",151.2485378,-33.9087151
"54 Alice Street, Moree NSW 2400","54 Alice Street, Moree NSW 2400 Australia",149.8433324,-29.4716539
"1135 Pacific Hwy, Lake Munmorah NSW 2259","1135 Pacific Hwy, Lake Munmorah NSW 2259 Australia",151.5521905,-33.1864749
"87-89 Parramatta Rd, CONCORD NSW 2137","87-89 Parramatta Rd, CONCORD NSW 2137 Australia",151.099381,-33.8678601
"403 Argyle St, Picton NSW 2571","403 Argyle St, Picton NSW 2571 Australia",150.6051262,-34.1880593
"116-118 Railside Ave, Bargo NSW 2574","116-118 Railside Ave, Bargo NSW 2574 Australia",150.5799718,-34.2929107
"394 Fifteenth Ave, Austral NSW 2179","394 Fifteenth Ave, Austral NSW 2179 Australia",150.8144195,-33.9194171
"137 Kenthurst Rd, Kenthurst NSW 2156","137 Kenthurst Rd, Kenthurst NSW 2156 Australia",151.0059333,-33.6604518
"lot 8 Woodenbong Road, Bonalbo NSW 2469","lot 8 Woodenbong Road, Bonalbo NSW 2469 Australia",152.6289163,-28.7380121
"6 Stephens Road, Queanbeyan NSW 2620","6 Stephens Road, Queanbeyan NSW 2620 Australia",149.208709,-35.3465734
"65 Tharwa Road, Queanbeyan NSW 2620","65 Tharwa Road, Queanbeyan NSW 2620 Australia",149.2208023,-35.358299
"2 Blaxcell St, Granville NSW 2142","2 Blaxcell St, Granville NSW 2142 Australia",151.0110136,-33.8362561
"2 Minorca Pl Cnr Toormina Rd, Toormina NSW 2452","2 Minorca Pl  Toormina NSW 2452 Australia",153.0906504,-30.3524177
"The Entrance Rd Cnr Bellevue Rd, Forresters Beach NSW 2260","The Entrance Rd  Forresters Beach NSW 2260 Australia",151.4618696,-33.4091248
"126 Pacific Hwy, SWANSEA NSW 2281","126 Pacific Hwy, SWANSEA NSW 2281 Australia",151.6382615,-33.088127
"1563 Wisemanferry Rd, Maroota NSW 2756","1563 Wisemanferry Rd, Maroota NSW 2756 Australia",150.9748203,-33.472207
"30 Bonds Road (Corner Romilly Street), Riverwood NSW 2210","30 Bonds Road , Riverwood NSW 2210 Australia",151.0583644,-33.9525217
"142 Windsor Road (Corner Mulgrave Road), McGraths Hill NSW 2756","142 Windsor Road , McGraths Hill NSW 2756 Australia",150.834226,-33.616738
"4-6 Kosciusko Rd, Jindabyne NSW 2627","4-6 Kosciusko Rd, Jindabyne NSW 2627 Australia",148.6196447,-36.4132261
"403 Canterbury Road, Campsie NSW 2194","403 Canterbury Road, Campsie NSW 2194 Australia",151.1087526,-33.9161479
"280 Canterbury Road, Canterbury NSW 2193","280 Canterbury Road, Canterbury NSW 2193 Australia",151.1151866,-33.9140228
"709 Cabramatta Road, Bonnyrigg NSW 2177","709 Cabramatta Road, Bonnyrigg NSW 2177 Australia",150.8923798,-33.8930954
"275 Bay Street, Brighton-Le-Sands NSW 2216","275 Bay Street, Brighton-Le-Sands NSW 2216 Australia",151.1531144,-33.9599129
"208-212 Cabramatta Rd, Cabramatta West NSW 2166","208-212 Cabramatta Rd, Cabramatta West NSW 2166 Australia",150.9367228,-33.8957248
"Lot 12 South Western Freeway (Hume Hwy), Pheasants Nest NSW 2574","Lot 12 South Western Freeway , Pheasants Nest NSW 2574 Australia",150.6394303,-34.2828848
"465 Pacific Hwy, Wyoming NSW 2250","465 Pacific Hwy, Wyoming NSW 2250 Australia",151.3500005,-33.4093924
"New England Highway, Moonbi NSW 2353","New England Highway, Moonbi NSW 2353 Australia",151.096935,-30.9869823
"7452 Newell Hwy, Beckom NSW 2665","7452 Newell Hwy, Beckom NSW 2665 Australia",146.9584169,-34.3315988
"2808 Princes Hwy (cnr Ford St), Moruya NSW 2537","2808 Princes Hwy , Moruya NSW 2537 Australia",150.08392,-35.9201575
"127 Victoria Road, Rozelle NSW 2039","127 Victoria Road, Rozelle NSW 2039 Australia",151.1676471,-33.8621049
"262-272 Victoria Road, Rydalmere NSW 2116","262-272 Victoria Road, Rydalmere NSW 2116 Australia",151.0323885,-33.8100763
"52 Mitchell Street, Eden NSW 2551","52 Mitchell Street, Eden NSW 2551 Australia",149.8989719,-37.0652594
"180 Manning St, KIAMA NSW 2533","180 Manning St, KIAMA NSW 2533 Australia",150.8482963,-34.6825048
"287 Main Street, Toukley NSW 2263","287 Main Street, Toukley NSW 2263 Australia",151.5460157,-33.2650035
"362 Putty Road, Wilberforce NSW 2756","362 Putty Road, Wilberforce NSW 2756 Australia",150.8301421,-33.5287176
"3030 Remembrance Drive, Bargo NSW 2574","3030 Remembrance Drive, Bargo NSW 2574 Australia",150.5739765,-34.2550541
"82-86 Hamilton Road, Fairfield NSW 2165","82-86 Hamilton Road, Fairfield NSW 2165 Australia",150.9499226,-33.8729033
"1579 Botany Road, Botany NSW 1579","1579 Botany Road, Botany NSW 1579 Australia",151.2011659,-33.9525277
"77 Bombala Street, Delegate NSW 2633","77 Bombala Street, Delegate NSW 2633 Australia",148.9377404,-37.0445009
"275 Pacific Highway, Hornsby NSW 2077","275 Pacific Highway, Hornsby NSW 2077 Australia",151.0995543,-33.690896
"133-139 Pettwater Rd, Manly NSW 2095","133-139 Pettwater Rd, Manly NSW 2095 Australia",151.2848154,-33.7903441
"85-87 John Street, Coonabarabran NSW 2357","85-87 John Street, Coonabarabran NSW 2357 Australia",149.2771566,-31.2723111
"149 - 151 Parkes Street, Helensburgh NSW 2508","149 - 151 Parkes Street, Helensburgh NSW 2508 Australia",150.9777831,-34.1923397
"846 The Horsley Dr, Smithfield NSW 2164","846 The Horsley Dr, Smithfield NSW 2164 Australia",150.9256232,-33.8514982
"68 Goldsmith Street, Goulburn NSW 2580","68 Goldsmith Street, Goulburn NSW 2580 Australia",149.719228,-34.7505216
"533,Mowbray Rd, Lane Cove NSW 2066","533,Mowbray Rd, Lane Cove NSW 2066 Australia",151.1663034,-33.8059938
"2-4 Church Street, Port Kembla NSW 2505","2-4 Church Street, Port Kembla NSW 2505 Australia",150.9032748,-34.4856092
"181 The Boulevarde, Miranda NSW 2228","181 The Boulevarde, Miranda NSW 2228 Australia",151.1096635,-34.0301774
"65 Bexley Rd, Campsie NSW 2194","65 Bexley Rd, Campsie NSW 2194 Australia",151.1067478,-33.9223709
"51 Spofforth St, Cremorne NSW 2090","51 Spofforth St, Cremorne NSW 2090 Australia",151.2283196,-33.8343994
"505 Campbelltown Road, Denham Court NSW 2565","505 Campbelltown Road, Denham Court NSW 2565 Australia",150.8466162,-33.9826608
"1/169 Annangrove Rd, Annangrove NSW 2156","1/169 Annangrove Rd, Annangrove NSW 2156 Australia",150.9562552,-33.6710816
"103 Smith ST, Kempsey NSW 2440","103 Smith ST, Kempsey NSW 2440 Australia",152.8444126,-31.0753687
"130 Hamilton Road, Fairfield NSW 2165","130 Hamilton Road, Fairfield NSW 2165 Australia",150.9459033,-33.8726458
"1 The Strand, Dee Why NSW 2099","1 The Strand, Dee Why NSW 2099 Australia",151.2961741,-33.7554944
"95 Ballantrae Drive, St Andrews NSW 2566","95 Ballantrae Drive, St Andrews NSW 2566 Australia",150.833198,-34.0207225
"41 Minmi Rd, WALLSEND NSW 2287","41 Minmi Rd, WALLSEND NSW 2287 Australia",151.661895,-32.8896321
"39 Oaks Rd, Thirlmere NSW 2752","39 Oaks Rd, Thirlmere NSW 2752 Australia",150.5608786,-34.2013683
"189 South Creek Rd, Cromer NSW 2099","189 South Creek Rd, Cromer NSW 2099 Australia",151.2803635,-33.7361527
"607 Canterbury Road, Belmore NSW 2192","607 Canterbury Road, Belmore NSW 2192 Australia",151.0959163,-33.9214794
"263 Great Western Highway, Blackheath NSW 2785","263 Great Western Highway, Blackheath NSW 2785 Australia",150.285083,-33.6337476
"638 New South Head Rd, Rose Bay NSW 2029","638 New South Head Rd, Rose Bay NSW 2029 Australia",151.2677728,-33.8706069
"13 Canterbury Road, Canterbury NSW 2193","13 Canterbury Road, Canterbury NSW 2193 Australia",151.1252332,-33.9078127
"795 Luxford Road (Corner Buckwell Drive), Hassall Grove NSW 2761","795 Luxford Road , Hassall Grove NSW 2761 Australia",150.8366605,-33.7353279
"Lot 6 Luxford Road, Mount Druitt NSW 2770","Lot 6 Luxford Road, Mount Druitt NSW 2770 Australia",150.8266994,-33.7646334
"461 Hume Hwy, Casula NSW 2170","461 Hume Hwy, Casula NSW 2170 Australia",150.9118174,-33.9408828
"95 Five Islands Road, Cringila NSW 2502","95 Five Islands Road, Cringila NSW 2502 Australia",150.8717379,-34.4659188
"45 Yanko Road, West Pymble NSW 2073","45 Yanko Road, West Pymble NSW 2073 Australia",151.1285255,-33.7620792
"2 Opal St, Tingha NSW 2369","2 Opal St, Tingha NSW 2369 Australia",151.2125894,-29.9552885
"42 Naval Pde, EROWAL BAY NSW 2540","42 Naval Pde, EROWAL BAY NSW 2540 Australia",150.6507892,-35.0996033
"152 Toongabbie Rd, Girraween NSW 2145","152 Toongabbie Rd, Girraween NSW 2145 Australia",150.9390146,-33.7955317
"190 Canley Vale Rd, Canley Heights NSW 2166","190 Canley Vale Rd, Canley Heights NSW 2166 Australia",150.928557,-33.884527
"1432 Windsor Rd (cnr Woodlands St), Vineyard NSW 2765","1432 Windsor Rd , Vineyard NSW 2765 Australia",150.8743855,-33.6573099
"52 Great Western Hwy (cnr Albion St), Katoomba NSW 2780","52 Great Western Hwy , Katoomba NSW 2780 Australia",150.3067256,-33.7070842
"196 The River Road, Revesby NSW 2212","196 The River Road, Revesby NSW 2212 Australia",151.0165261,-33.9556495
"47 Lakemba Street, Belmore NSW 2192","47 Lakemba Street, Belmore NSW 2192 Australia",151.0856445,-33.9139649
"1141 Castlereagh Rd, Castlereagh NSW 2749","1141 Castlereagh Rd, Castlereagh NSW 2749 Australia",150.6771887,-33.6693538
"24 Chatham Rd, Pitt Town NSW 2756","24 Chatham Rd, Pitt Town NSW 2756 Australia",150.8603637,-33.5868016
"119 Harbord Rd, Freshwater NSW 2096","119 Harbord Rd, Freshwater NSW 2096 Australia",151.2794674,-33.7724673
"729 The Horsley Drive, Smithfield NSW 2164","729 The Horsley Drive, Smithfield NSW 2164 Australia",150.9357342,-33.8522655
"102 Maloney St, Eastlakes NSW 2018","102 Maloney St, Eastlakes NSW 2018 Australia",151.2058089,-33.9309588
"369C Bexley Road, Bexley NSW 2207","369C Bexley Road, Bexley NSW 2207 Australia",151.1230203,-33.9458271
"599 Old South Head Rd, Rose Bay NSW 2029","599 Old South Head Rd, Rose Bay NSW 2029 Australia",151.2771385,-33.8692319
"405 Hume Highway, Yagoona NSW 2199","405 Hume Highway, Yagoona NSW 2199 Australia",151.0291505,-33.9089155
"1/3 Haldon St, Lakemba NSW 2195","1/3 Haldon St, Lakemba NSW 2195 Australia",151.0763299,-33.9179636
"136 Woodlark St, Lismore NSW 2480","136 Woodlark St, Lismore NSW 2480 Australia",153.2807559,-28.8080812
"6,Doyle Rd, Revesby NSW 2210","6,Doyle Rd, Revesby NSW 2210 Australia",151.0186906,-33.9458271
"33-35 Wardell Road, Earlwood NSW 2206","33-35 Wardell Road, Earlwood NSW 2206 Australia",151.1335715,-33.9160066
"114,Boundary Rd, Peakhurst NSW 2210","114,Boundary Rd, Peakhurst NSW 2210 Australia",151.0680491,-33.9633195
"160 South Terrace, Bankstown NSW 2200","160 South Terrace, Bankstown NSW 2200 Australia",151.0441662,-33.9186355
"331 Waterloo Road, Greenacre NSW 2190","331 Waterloo Road, Greenacre NSW 2190 Australia",151.0592662,-33.8959797
"364-366 Eastern Valley Way, Chatswood East NSW 2067","364-366 Eastern Valley Way, Chatswood East NSW 2067 Australia",151.2010511,-33.7865969
"836 Forest Road, Peakhurst NSW 2100","836 Forest Road, Peakhurst NSW 2100 Australia",151.0607363,-33.9599634
"390 Princes Highway, Blakehurst NSW 2221","390 Princes Highway, Blakehurst NSW 2221 Australia",151.1136347,-33.9902844
"36 Henderson Road, Alexandria NSW 2015","36 Henderson Road, Alexandria NSW 2015 Australia",151.1972615,-33.8974472
"97 Hume Highway, Chullora NSW 2190","97 Hume Highway, Chullora NSW 2190 Australia",151.0576809,-33.8917378
"314 Princes Highway (Cnr Banksia Street), Banksia NSW 2216","314 Princes Highway , Banksia NSW 2216 Australia",151.1416946,-33.9456696
"2 Cary Grove (Cnr Ben Lomond Drive), Minto NSW 2566","2 Cary Grove , Minto NSW 2566 Australia",150.8367608,-34.0261722
"136 Hume Highway (cnr Hollywood Drive), Lansvale NSW 2166","136 Hume Highway , Lansvale NSW 2166 Australia",150.9582271,-33.8946841
"475 Cleveland St, Redfern NSW 2016","475 Cleveland St, Redfern NSW 2016 Australia",151.2161559,-33.8921803
"Brooks St (Glenquarie Shopping Centre), Macquarie Fields NSW 2564","Brooks St , Macquarie Fields NSW 2564 Australia",150.8895204,-33.9892071
"48-50 Blaxland Road, Campbelltown NSW 2560","48-50 Blaxland Road, Campbelltown NSW 2560 Australia",150.8119636,-34.0611191
"774 Parramatta Road, Lewisham NSW 2049","774 Parramatta Road, Lewisham NSW 2049 Australia",151.1479693,-33.8903112
"449 Captain Cook Drive, Woolooware NSW 2230","449 Captain Cook Drive, Woolooware NSW 2230 Australia",151.1438187,-34.0386942
"287 Liverpool Road, Burwood NSW 2134","287 Liverpool Road, Burwood NSW 2134 Australia",151.0996931,-33.8872373
"218 King Georges Road, Roselands NSW 2196","218 King Georges Road, Roselands NSW 2196 Australia",151.073474,-33.9330388
"Macarthur Gardens Village U 57 100 Gilchrist Drive, CAMPBELLTOWN NSW 2560","Macarthur Gardens Village U 57 100 Gilchrist Drive, CAMPBELLTOWN NSW 2560 Australia",150.794467,-34.077421
"12-14 Norfolk Street, Ingleburn NSW 2565","12-14 Norfolk Street, Ingleburn NSW 2565 Australia",150.8647644,-33.9999663
"3 Thomas Rose Drive, Rosemeadow NSW 2560","3 Thomas Rose Drive, Rosemeadow NSW 2560 Australia",150.7987053,-34.1000412
"770 Richmond Road, Berkshire Park NSW 2765","770 Richmond Road, Berkshire Park NSW 2765 Australia",150.8011898,-33.6664351
"66 Captain Cook Drive, Caringbah NSW 2229","66 Captain Cook Drive, Caringbah NSW 2229 Australia",151.123995,-34.0327784
"Eaglevale Road (Eaglevale Market Place), Eagle Vale NSW 2558","Eaglevale Road , Eagle Vale NSW 2558 Australia",150.8083924,-34.0349909
"3964 Wallanbah Rd Cnr Pacific Hwy, Nabiac NSW 2312","3964 Wallanbah Rd  Nabiac NSW 2312 Australia",152.3754346,-32.098592
"24 Railwayst, Lidcombe NSW 2141","24 Railwayst, Lidcombe NSW 2141 Australia",151.0456992,-33.8646968
"662 Windsor Rd (cnr Meriville Rd), Kellyville NSW 2155","662 Windsor Rd , Kellyville NSW 2155 Australia",150.9279371,-33.699549
"262 Maitland Rd (Pacific Highway), Islington NSW 2296","262 Maitland Rd , Islington NSW 2296 Australia",151.7455596,-32.9102266
"1642 The Horsley Dr, Horsley Park NSW 2164","1642 The Horsley Dr, Horsley Park NSW 2164 Australia",150.8638141,-33.843808
"152 Moorefields Road, Kingsgrove NSW 2208","152 Moorefields Road, Kingsgrove NSW 2208 Australia",151.0863744,-33.9355015
"338 Princes Highway, Blakehurst NSW 2221","338 Princes Highway, Blakehurst NSW 2221 Australia",151.1126438,-33.9866267
"663 Warringah Road, Forestville NSW 2087","663 Warringah Road, Forestville NSW 2087 Australia",151.2114366,-33.7598883
"273 Old Hume Highway, Camden NSW 2570","273 Old Hume Highway, Camden NSW 2570 Australia",150.6946186,-34.0864134
"592-596 Old Northern Rd, Dural NSW 2158","592-596 Old Northern Rd, Dural NSW 2158 Australia",151.0312614,-33.6942811
"27 Queen Street, Campbelltown NSW 2560","27 Queen Street, Campbelltown NSW 2560 Australia",150.8193605,-34.0604342
"4 Century Circuit, Baulkham Hills NSW 2153","4 Century Circuit, Baulkham Hills NSW 2153 Australia",150.9626446,-33.7334649
"1443 Camden Valley Way, Leppington NSW 2171","1443 Camden Valley Way, Leppington NSW 2171 Australia",150.8155811,-33.9664303
"197 Windsor Road, Northmead NSW 2152","197 Windsor Road, Northmead NSW 2152 Australia",151.0000877,-33.7774002
"126 Great Western Highway, Blaxland NSW 2774","126 Great Western Highway, Blaxland NSW 2774 Australia",150.6109504,-33.7451049
"200-204 Ben Boyd Rd (Cnr Ernest St), Neutral Bay NSW 2089","200-204 Ben Boyd Rd , Neutral Bay NSW 2089 Australia",151.2194339,-33.8291538
"Lot 2 Lake Entrance Road, Oak Flats NSW 2529","Lot 2 Lake Entrance Road, Oak Flats NSW 2529 Australia",150.8225386,-34.5707071
"1418 Pittwater Rd, Narrabeen NSW 2101","1418 Pittwater Rd, Narrabeen NSW 2101 Australia",151.2972371,-33.7135062
"45 Lane Cove Rd & Myra Ave, Ryde NSW 2112","45 Lane Cove Rd & Myra Ave, Ryde NSW 2112 Australia",151.1100007,-33.8072734
"65-99 Hume Highway, Canley Vale NSW 2166","65-99 Hume Highway, Canley Vale NSW 2166 Australia",150.9606301,-33.8929469
"378 Pacific Hwy (Cnr Allison Ave), Lane Cove NSW 2066","378 Pacific Hwy , Lane Cove NSW 2066 Australia",151.1768514,-33.814049
"306-312 Forest Road (Cnr Fredrick St), Bexley NSW 2205","306-312 Forest Road , Bexley NSW 2205 Australia",151.1282405,-33.9465485
"250 Burns Bay Road, Lane Cove NSW 2066","250 Burns Bay Road, Lane Cove NSW 2066 Australia",151.1517333,-33.8171127
"436-438 The Horsley Dve (Cnr Polding St), Fairfield NSW 2165","436-438 The Horsley Dve , Fairfield NSW 2165 Australia",150.9536995,-33.8637965
"920 Richmond Rd, Marsden Park NSW 2765","920 Richmond Rd, Marsden Park NSW 2765 Australia",150.8429966,-33.715728
"188-190 Pennant Hills Rd, Thornleigh NSW 2120","188-190 Pennant Hills Rd, Thornleigh NSW 2120 Australia",151.0850239,-33.7250345
"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225","26-28 Georges River Rd , Oyster Bay NSW 2225 Australia",151.0871717,-34.0015426
"198 Harbord Rd (Cnr Winbourne Rd), Brookvale NSW 2100","198 Harbord Rd , Brookvale NSW 2100 Australia",151.2794631,-33.7633387
"297-299 Bunnerong Road, Pagewood NSW 2035","297-299 Bunnerong Road, Pagewood NSW 2035 Australia",151.228436,-33.9407211
"1 Macquarie Place Haywards Bay, Yallah NSW 2530","1 Macquarie Place Haywards Bay, Yallah NSW 2530 Australia",150.7856005,-34.5412481
"484 Sunnyholt Road, Parklea NSW 2768","484 Sunnyholt Road, Parklea NSW 2768 Australia",150.9218113,-33.7292969
"179-181 Mona Vale Rd, St Ives NSW 2075","179-181 Mona Vale Rd, St Ives NSW 2075 Australia",151.1575445,-33.731211
"2 Avalon Pde (Cnr Barrenjoey Rd), Avalon Beach NSW 2107","2 Avalon Pde , Avalon Beach NSW 2107 Australia",151.3303132,-33.6364215
"274-276 Grand Parade (Cnr Ramsgate Rd), Ramsgate NSW 2217","274-276 Grand Parade , Ramsgate NSW 2217 Australia",151.1472801,-33.9853676
"955 Pacific Highway (Cnr Yallambee Rd), Berowra NSW 2081","955 Pacific Highway , Berowra NSW 2081 Australia",151.1476108,-33.6281779
"279-287 Princes Highway, Bulli NSW 2516","279-287 Princes Highway, Bulli NSW 2516 Australia",150.9120882,-34.3365111
"26-30 King Street, Warrawong NSW 2502","26-30 King Street, Warrawong NSW 2502 Australia",150.8869322,-34.482786
"19 Davies Road, Padstow NSW 2211","19 Davies Road, Padstow NSW 2211 Australia",151.0376922,-33.9484809
"959-961 Anzac Pde, Maroubra NSW 2035","959-961 Anzac Pde, Maroubra NSW 2035 Australia",151.2407728,-33.9499291
"295 Woodville Rd, Guildford NSW 2161","295 Woodville Rd, Guildford NSW 2161 Australia",150.9969202,-33.8507323
"218 John St (Cnr Cumberland Hwy), Cabramatta NSW 2166","218 John St , Cabramatta NSW 2166 Australia",150.92207,-33.8934002
"88-90 Great Western Highway, Colyton NSW 2760","88-90 Great Western Highway, Colyton NSW 2760 Australia",150.7953305,-33.7754732
"18 Parramatta Road, Lidcombe NSW 2141","18 Parramatta Road, Lidcombe NSW 2141 Australia",151.0592478,-33.853927
"124-126 Johnston Street, Annandale NSW 2038","124-126 Johnston Street, Annandale NSW 2038 Australia",151.1706799,-33.8808348
"213-253 Parramatta Rd & Walker St, Five Dock NSW 2046","213-253 Parramatta Rd & Walker St, Five Dock NSW 2046 Australia",151.1147333,-33.8699789
"9 Albert Rd, Strathfield NSW 2135","9 Albert Rd, Strathfield NSW 2135 Australia",151.0924193,-33.8706519
"396-404 Forest Road, Hurstville NSW 2220","396-404 Forest Road, Hurstville NSW 2220 Australia",151.0990431,-33.9648828
"884-888 Hume Hwy (Cnr Strickland St), Bass Hill NSW 2197","884-888 Hume Hwy , Bass Hill NSW 2197 Australia",150.9974773,-33.8995507
"1032-1036 Victoria Rd, West Ryde NSW 2114","1032-1036 Victoria Rd, West Ryde NSW 2114 Australia",151.0852027,-33.8074717
"112 Rookwood (Cnr Brunker) Rds, Yagoona NSW 2199","112 Rookwood  Rds, Yagoona NSW 2199 Australia",151.0370842,-33.8985197
"311 Great Western Highway, Lawson NSW 2783","311 Great Western Highway, Lawson NSW 2783 Australia",150.4260376,-33.7219274
"194-206 Pacific Hwy, Hornsby NSW 2077","194-206 Pacific Hwy, Hornsby NSW 2077 Australia",151.0991475,-33.7071996
"1355 Princess Hwy (Cnr Oliver Rd), Heathcote NSW 2233","1355 Princess Hwy , Heathcote NSW 2233 Australia",151.0070655,-34.0877903
"867-869 South Dowling Street, Waterloo NSW 2017","867-869 South Dowling Street, Waterloo NSW 2017 Australia",151.2143868,-33.9018561
"199-203 Kissing Point Rd (Cnr Kirby St), Dundas NSW 2117","199-203 Kissing Point Rd , Dundas NSW 2117 Australia",151.0470064,-33.7986945
"338-340 Hume Highway, Liverpool NSW 2170","338-340 Hume Highway, Liverpool NSW 2170 Australia",150.9176754,-33.9314498
"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759","247 Banks Drive , St Clair NSW 2759 Australia",150.7715784,-33.7882833
"387-427 Wattle (Cnr Kelly St), Ultimo NSW 2007","387-427 Wattle , Ultimo NSW 2007 Australia",151.1967537,-33.8814237
"562-572 Botany Rd, Alexandria NSW 2015","562-572 Botany Rd, Alexandria NSW 2015 Australia",151.200079,-33.9157746
"877-879 Pacific Hwy, Chatswood NSW 2067","877-879 Pacific Hwy, Chatswood NSW 2067 Australia",151.1804716,-33.7917168
"74 Roberts Road, Greenacre NSW 2190","74 Roberts Road, Greenacre NSW 2190 Australia",151.0664131,-33.8923237
"470 Princes Hwy (Cnr The Boulevarde), Gymea NSW 2232","470 Princes Hwy , Gymea NSW 2232 Australia",151.0831807,-34.0278268
"100 Briens Road, Northmead NSW 2152","100 Briens Road, Northmead NSW 2152 Australia",150.9895831,-33.795989
"4 Ryde Rd, Hunters Hill NSW 2110","4 Ryde Rd, Hunters Hill NSW 2110 Australia",151.1416883,-33.831792
"Merrylands Road & Braeside St, Greystanes NSW 2145","Merrylands Road & Braeside St, Greystanes NSW 2145 Australia",150.9663485,-33.8315303
"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228","99 Parraweena Rd , Miranda NSW 2228 Australia",151.1200922,-34.0262979
"275 Lane Cove Rd, North Ryde NSW 2113","275 Lane Cove Rd, North Ryde NSW 2113 Australia",151.1171154,-33.7955339
"39- 51 Victoria Rd, Drummoyne NSW 2047","39- 51 Victoria Rd, Drummoyne NSW 2047 Australia",151.1589382,-33.8560441
"293 Camden Valley Hwy (Cnr Grahams Hill Rd), Narellan NSW 2567","293 Camden Valley Hwy , Narellan NSW 2567 Australia",150.7326882,-34.0411702
"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766","611 Great Western Hwy , Eastern Creek NSW 2766 Australia",150.8707665,-33.7930643
"37 Elizabeth St (Cnr Victoria St), Wetherill Park NSW 2164","37 Elizabeth St , Wetherill Park NSW 2164 Australia",150.8995603,-33.8458699
"120-138 Birrell Street, Bondi Junction NSW 2022","120-138 Birrell Street, Bondi Junction NSW 2022 Australia",151.248617,-33.8955829
"244 Hawkesbury Valley Way, Clarendon NSW 2756","244 Hawkesbury Valley Way, Clarendon NSW 2756 Australia",150.7890621,-33.6085177
"102-108 Taren Point Road, Taren Point NSW 2229","102-108 Taren Point Road, Taren Point NSW 2229 Australia",151.1219985,-34.0202308
"Cowpasture Rd & Green Valley, Green Valley NSW 2168","Cowpasture Rd & Green Valley, Green Valley NSW 2168 Australia",150.8588,-33.8919066
"650-652 Hoxton Park Rd, Hoxton Park NSW 2171","650-652 Hoxton Park Rd, Hoxton Park NSW 2171 Australia",150.8489548,-33.9253198
"308-310 Parramatta Road, Stanmore NSW 2048","308-310 Parramatta Road, Stanmore NSW 2048 Australia",151.1643351,-33.8884242
"252 Princes Highway, Albion Park NSW 2527","252 Princes Highway, Albion Park NSW 2527 Australia",150.8022336,-34.5676634
"1389 Camden Valley Way, Leppington NSW 2179","1389 Camden Valley Way, Leppington NSW 2179 Australia",150.8128577,-33.9707082
"132-136 Sunnyholt Road, Blacktown NSW 2148","132-136 Sunnyholt Road, Blacktown NSW 2148 Australia",150.9146184,-33.7538806
"54 Alison Road, Randwick NSW 2031","54 Alison Road, Randwick NSW 2031 Australia",151.2341611,-33.9080734
"115 Heathcote Rd, Wattle Grove NSW 2173","115 Heathcote Rd, Wattle Grove NSW 2173 Australia",150.9472453,-33.9466181
"1181 The Horsley Drive, Wetherill Park NSW 2164","1181 The Horsley Drive, Wetherill Park NSW 2164 Australia",150.9010633,-33.8496416
"665-671 Warringah Rd (Cnr Cook St), Forestville NSW 2087","665-671 Warringah Rd , Forestville NSW 2087 Australia",151.2186119,-33.7603227
"241 Waterworth Drive, Mount Annan NSW 2567","241 Waterworth Drive, Mount Annan NSW 2567 Australia",150.7602696,-34.0494309
"746-752 Richmond Road, Berkshire Park NSW 2765","746-752 Richmond Road, Berkshire Park NSW 2765 Australia",150.7997035,-33.6645868
"61-63 Cowper Wharf Rd (Cnr Dowling St), Woolloomooloo NSW 2011","61-63 Cowper Wharf Rd , Woolloomooloo NSW 2011 Australia",151.2213098,-33.8696027
"130 Cormorant Rd (Po Box 222), Kooragang NSW 2304","130 Cormorant Rd , Kooragang NSW 2304 Australia",151.7634837,-32.8825364
"73 Pembroke Rd (Cnr Durham St), Minto NSW 2566","73 Pembroke Rd , Minto NSW 2566 Australia",150.8502626,-34.0230315
"386 Pennant Hills Rd, Pennant Hills NSW 2120","386 Pennant Hills Rd, Pennant Hills NSW 2120 Australia",151.0680594,-33.7392914
"137-141 Kingsgrove Road, Kingsgrove NSW 2208","137-141 Kingsgrove Road, Kingsgrove NSW 2208 Australia",151.0990859,-33.9327847
"227 Military Rd, Cremorne NSW 2090","227 Military Rd, Cremorne NSW 2090 Australia",151.226498,-33.8303101
"832 Bringelly Road, Rossmore NSW 2557","832 Bringelly Road, Rossmore NSW 2557 Australia",150.7701315,-33.9454067
"21 Ryde Rd, Pymble NSW 2073","21 Ryde Rd, Pymble NSW 2073 Australia",151.1439048,-33.7519745
"294 Princess Hwy, Carss Park NSW 2221","294 Princess Hwy, Carss Park NSW 2221 Australia",151.11782,-33.9820023
"678 The Horsley Drv (Cnr Cumberland Hwy), Smithfield NSW 2164","678 The Horsley Drv , Smithfield NSW 2164 Australia",150.9400217,-33.8537341
"38-46 Victoria Rd, Drummoyne NSW 2047","38-46 Victoria Rd, Drummoyne NSW 2047 Australia",151.1593072,-33.8557588
"269-275 Princes Highway, Corrimal NSW 2518","269-275 Princes Highway, Corrimal NSW 2518 Australia",150.8963512,-34.3751906
