"Address","Address_geo","lon","lat"
"48-50 Hanwood Road, Hanwood NSW 2680","48-50 Hanwood Road, Hanwood NSW 2680 Australia",146.0408509,-34.3314465
"35-37 Williwa St, PORTLAND NSW 2847","35-37 Williwa St, PORTLAND NSW 2847 Australia",149.9800464,-33.3531737
"37 Johnston Street, Casino NSW 2470","37 Johnston Street, Casino NSW 2470 Australia",153.0489517,-28.8590989
"524 Great Western Hwy, St Marys NSW 2760","524 Great Western Hwy, St Marys NSW 2760 Australia",150.766136,-33.7703269
"84-86 Maitland Road, Muswellbrook NSW 2333","84-86 Maitland Road, Muswellbrook NSW 2333 Australia",150.8980933,-32.2779325
"69-71 Pacific Highway, Gosford West NSW 2250","69-71 Pacific Highway, Gosford West NSW 2250 Australia",151.321474,-33.427301
"111 Bridge Street, Uralla NSW 2358","111 Bridge Street, Uralla NSW 2358 Australia",151.492601,-30.647136
"390 Avoca Drive (Gosford), Green Point NSW 2251","390 Avoca Drive , Green Point NSW 2251 Australia",151.3637443,-33.4626301
"28 - 30 Avoca Drive, Kincumber NSW 2251","28 - 30 Avoca Drive, Kincumber NSW 2251 Australia",151.3803652,-33.4677571
"176 Otho St, Inverell NSW 2360","176 Otho St, Inverell NSW 2360 Australia",151.1155833,-29.7783325
"48 Illawarra St, PORT KEMBLA NSW 2505","48 Illawarra St, PORT KEMBLA NSW 2505 Australia",150.9017531,-34.4866832
"208 Newcanterbury Rd, Petersham NSW 2049","208 Newcanterbury Rd, Petersham NSW 2049 Australia",151.1489459,-33.8970793
"84-90 George Street, Marulan NSW 2579","84-90 George Street, Marulan NSW 2579 Australia",150.0085929,-34.7084057
"855 Macquarie Drive, Valentine NSW 2280","855 Macquarie Drive, Valentine NSW 2280 Australia",151.6426794,-33.0080659
"72 Harold St, Macquarie Fields NSW 2564","72 Harold St, Macquarie Fields NSW 2564 Australia",150.8935194,-33.9850865
"17 Sandwych St, Wentworth NSW 2648","17 Sandwych St, Wentworth NSW 2648 Australia",141.9179934,-34.1067114
"45 Hambledon Road, Quakers Hill NSW 2763","45 Hambledon Road, Quakers Hill NSW 2763 Australia",150.8921221,-33.7174794
"418 Liverpool Road, Croydon NSW 2132","418 Liverpool Road, Croydon NSW 2132 Australia",151.1150622,-33.8881521
"307-309 Bexley Road, Bexley NSW 2207","307-309 Bexley Road, Bexley NSW 2207 Australia",151.1147736,-33.939867
"2720 Princes Highway, Wandandian NSW 2540","2720 Princes Highway, Wandandian NSW 2540 Australia",150.5075952,-35.0914458
"10 Milperra Road, Revesby NSW 2212","10 Milperra Road, Revesby NSW 2212 Australia",151.0171926,-33.9383715
"115-119 Hume Hwy, Lansvale NSW 2166","115-119 Hume Hwy, Lansvale NSW 2166 Australia",150.9535967,-33.8967021
"16 Mitchell Hwy, Wellington NSW 2820","16 Mitchell Hwy, Wellington NSW 2820 Australia",148.9428388,-32.5409877
"184-188 Hannell Street, Wickham NSW 2293","184-188 Hannell Street, Wickham NSW 2293 Australia",151.7580573,-32.913369
"335 Pacific Highway, Lake Munmorah NSW 2259","335 Pacific Highway, Lake Munmorah NSW 2259 Australia",151.5678233,-33.1901926
"Pacific Hwy, Coolongolook NSW 2423","Pacific Hwy, Coolongolook NSW 2423 Australia",152.3227334,-32.2156259
"60 Hill Road, Lurnea NSW 2170","60 Hill Road, Lurnea NSW 2170 Australia",150.8965695,-33.9316046
"3 Railway Ave, Gunnedah NSW 2380","3 Railway Ave, Gunnedah NSW 2380 Australia",150.2438264,-30.9770675
"482 River Street, West Ballina NSW 2478","482 River Street, West Ballina NSW 2478 Australia",153.5358678,-28.864035
"44-48 Byron St, Lennox Head NSW 2478","44-48 Byron St, Lennox Head NSW 2478 Australia",153.5883731,-28.791958
"207 Broken Head Road, Suffolk Park NSW 2481","207 Broken Head Road, Suffolk Park NSW 2481 Australia",153.6082473,-28.68797
"1 Coast Road, Hastings Point NSW 2489","1 Coast Road, Hastings Point NSW 2489 Australia",153.5728815,-28.3560097
"Lot 201 Appin Road, St Helens Park NSW 2560","Lot 201 Appin Road, St Helens Park NSW 2560 Australia",150.7984654,-34.1111284
"1112 Peatsridge Rd, Peats Ridge NSW 2250","1112 Peatsridge Rd, Peats Ridge NSW 2250 Australia",151.2342298,-33.3162964
"202 Princes Hwy, South Nowra NSW 2541","202 Princes Hwy, South Nowra NSW 2541 Australia",150.604205,-34.9163195
"M1 Northbound, Wyong NSW 2259","M1 Northbound, Wyong NSW 2259 Australia",151.4022296,-33.2556635
"3 York Street, Marrar NSW 2652","3 York Street, Marrar NSW 2652 Australia",147.3540931,-34.8251643
"66-70 Regent Street, Chippendale NSW 2008","66-70 Regent Street, Chippendale NSW 2008 Australia",151.2017191,-33.8879042
"7 Billabong St., Walbundrie NSW 2642","7 Billabong St., Walbundrie NSW 2642 Australia",146.7215255,-35.6916321
"115-115 Church Street, Gloucester NSW 2422","115-115 Church Street, Gloucester NSW 2422 Australia",151.9581428,-32.0101492
"16 Breese Parade, Forster NSW 2428","16 Breese Parade, Forster NSW 2428 Australia",152.5228743,-32.2007494
"33 Bolong Road, Bomaderry NSW 2541","33 Bolong Road, Bomaderry NSW 2541 Australia",150.6074529,-34.8560116
"85 Bathurst Street, Pitt Town NSW 2756","85 Bathurst Street, Pitt Town NSW 2756 Australia",150.8584407,-33.5855912
"69 Davies Road, Padstow NSW 2211","69 Davies Road, Padstow NSW 2211 Australia",151.0387597,-33.9510689
"132 CAREY STREET, Toronto NSW 2283","132 CAREY STREET, Toronto NSW 2283 Australia",151.5939184,-33.0114112
"Lot23 Illaroo Road, North Nowra NSW 2541","Lot23 Illaroo Road, North Nowra NSW 2541 Australia",150.582298,-34.855984
"2893 Nelson Bay Rd, Salt Ash NSW 2318","2893 Nelson Bay Rd, Salt Ash NSW 2318 Australia",151.9335751,-32.7867076
"92 Lakeside Drive, KANAHOOKA NSW 2530","92 Lakeside Drive, KANAHOOKA NSW 2530 Australia",150.8145749,-34.501175
"Pacific Hwy (Park Beach Plaza), Coffs Harbour NSW 2450","Pacific Hwy , Coffs Harbour NSW 2450 Australia",153.1129804,-30.297175
"100 Chittaway Bay Road, Chittaway NSW 2259","100 Chittaway Bay Road, Chittaway NSW 2259 Australia",151.4326183,-33.3247802
"41 Sharpe Street, Cooma NSW 2630","41 Sharpe Street, Cooma NSW 2630 Australia",149.1307314,-36.2324124
"1540 Windsor Road, Vineyard NSW 2765","1540 Windsor Road, Vineyard NSW 2765 Australia",150.8627732,-33.6499274
"351 Beardy Street, ARMIDALE NSW 2350","351 Beardy Street, ARMIDALE NSW 2350 Australia",151.6467505,-30.5075235
"Cnr Mitchell Hwy and Wheelers Lane, Dubbo NSW 2830","Cnr Mitchell Hwy and Wheelers Lane, Dubbo NSW 2830 Australia",148.6314256,-32.2559354
"Caltex 3723 Sturt Hwy, GUMLY GUMLY NSW 2652","Caltex 3723 Sturt Hwy, GUMLY GUMLY NSW 2652 Australia",147.4424243,-35.1355798
"610 Forest Road, Bexley NSW 2207","610 Forest Road, Bexley NSW 2207 Australia",151.1182976,-33.9574512
"111 James Street, Dunoon NSW 2480","111 James Street, Dunoon NSW 2480 Australia",153.3172368,-28.6829352
"18n Derby St, WALCHA NSW 2354","18n Derby St, WALCHA NSW 2354 Australia",151.5939218,-30.9846303
"5 Young Rd, Cowra NSW 2794","5 Young Rd, Cowra NSW 2794 Australia",148.6785369,-33.8358509
"219 Cobra Street, Dubbo NSW 2830","219 Cobra Street, Dubbo NSW 2830 Australia",148.62273,-32.2564951
"Newcastle Rd Cnr William St, East Maitland NSW 2323","Newcastle Rd  East Maitland NSW 2323 Australia",151.584175,-32.7498104
"360 Park Road, Regents Park NSW 2143","360 Park Road, Regents Park NSW 2143 Australia",151.0249055,-33.8794032
"5 King St, GOOLOOGONG NSW 2805","5 King St, GOOLOOGONG NSW 2805 Australia",148.43511,-33.6146562
"15 Minmi Road, Wallsend NSW 2287","15 Minmi Road, Wallsend NSW 2287 Australia",151.6660993,-32.8909406
"1-3, Victoria Street, Kurri Kurri NSW 2327","1-3, Victoria Street, Kurri Kurri NSW 2327 Australia",151.4862496,-32.8239285
"LOT 4 Bomen Rd, Cartwrights Hill NSW 2650","LOT 4 Bomen Rd, Cartwrights Hill NSW 2650 Australia",147.3894114,-35.0697536
"13 Southy Street, Jerilderie NSW 2716","13 Southy Street, Jerilderie NSW 2716 Australia",145.7190266,-35.3607297
"1 Greenfield Rd, Greenfield Park NSW 2176","1 Greenfield Rd, Greenfield Park NSW 2176 Australia",150.8901506,-33.8713752
"42 Spencer Street, Iluka NSW 2466","42 Spencer Street, Iluka NSW 2466 Australia",153.3497814,-29.4051657
"28-30 High St, Greta NSW 2334","28-30 High St, Greta NSW 2334 Australia",151.3931752,-32.6826929
"Onyx St Cnr Morilla St, Lightning Ridge NSW 2834","Onyx St  Lightning Ridge NSW 2834 Australia",147.973884,-29.4283109
"127 North Street, Albury NSW 2640","127 North Street, Albury NSW 2640 Australia",146.9443125,-36.0711299
"2637 Irrigation Way, Leeton NSW 2705","2637 Irrigation Way, Leeton NSW 2705 Australia",146.4116767,-34.574208
"141 Pacific Drive,, Port Macquarie NSW 2444","141 Pacific Drive,, Port Macquarie NSW 2444 Australia",152.9294885,-31.4595541
"Hume Highway, Tarcutta NSW 2652","Hume Highway, Tarcutta NSW 2652 Australia",147.7202103,-35.289604
"16322 Newell Highway, Narrandera NSW 2700","16322 Newell Highway, Narrandera NSW 2700 Australia",146.5403539,-34.7627454
"5 Kanandah Road, Broken Hill NSW 2880","5 Kanandah Road, Broken Hill NSW 2880 Australia",141.4327831,-31.9846156
"161 Cemetery Road, Corowa NSW 2646","161 Cemetery Road, Corowa NSW 2646 Australia",146.3690367,-35.9894286
"5 Tweed St, Brunswick Heads NSW 2483","5 Tweed St, Brunswick Heads NSW 2483 Australia",153.5487213,-28.5381822
"214 Warringah Road, Beacon Hill NSW 2100","214 Warringah Road, Beacon Hill NSW 2100 Australia",151.2549098,-33.7525722
"53 Punchbowl Rd, Belfield NSW 2191","53 Punchbowl Rd, Belfield NSW 2191 Australia",151.0824099,-33.9027314
"130 Albury Street, Holbrook NSW 2644","130 Albury Street, Holbrook NSW 2644 Australia",147.3163084,-35.7210182
"44-46 Vance Rd, LEETON NSW 2705","44-46 Vance Rd, LEETON NSW 2705 Australia",146.3870245,-34.5439469
"10173 Newell Highway, Forbes NSW 2871","10173 Newell Highway, Forbes NSW 2871 Australia",147.9855278,-33.400993
"2510 Silverdale Road, Wallacia NSW 2745","2510 Silverdale Road, Wallacia NSW 2745 Australia",150.6184097,-33.8748179
"2 Belinda St, Gerringong NSW 2534","2 Belinda St, Gerringong NSW 2534 Australia",150.8171295,-34.7448059
"161-163 Pacific Hwy, Ourimbah NSW 2258","161-163 Pacific Hwy, Ourimbah NSW 2258 Australia",151.3689363,-33.3491771
"1 Blende St, Broken Hill NSW 2880","1 Blende St, Broken Hill NSW 2880 Australia",141.4533598,-31.964128
"29 Railway Parade, Henty NSW 2658","29 Railway Parade, Henty NSW 2658 Australia",147.0367348,-35.5189514
"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259","260 Pacific Hwy , Doyalson North NSW 2259 Australia",151.5482363,-33.1862833
"70-74 Summer St, Orange NSW 2800","70-74 Summer St, Orange NSW 2800 Australia",149.0940725,-33.2831181
"103 Bridge Street, Uralla NSW 2358","103 Bridge Street, Uralla NSW 2358 Australia",151.493464,-30.6454284
"9 Davies Rd, Padstow NSW 2211","9 Davies Rd, Padstow NSW 2211 Australia",151.0370605,-33.9472553
"70 Clifford Street, Goulburn NSW 2580","70 Clifford Street, Goulburn NSW 2580 Australia",149.7178366,-34.7521016
"236 Kelly St, Scone NSW 2337","236 Kelly St, Scone NSW 2337 Australia",150.8690488,-32.0551077
"1-3 Beinda St, Bomaderry NSW 2541","1-3 Beinda St, Bomaderry NSW 2541 Australia",150.6052341,-34.8576804
"521 Carrington Road, LONDONDERRY NSW 2753","521 Carrington Road, LONDONDERRY NSW 2753 Australia",150.736231,-33.6450867
"68 Craigie Ave, Kanwal NSW 2259","68 Craigie Ave, Kanwal NSW 2259 Australia",151.4823953,-33.2630482
"61 Maitland Road, Sandgate NSW 2304","61 Maitland Road, Sandgate NSW 2304 Australia",151.7120357,-32.8731538
"127-129 Marion St, Leichhardt NSW 2040","127-129 Marion St, Leichhardt NSW 2040 Australia",151.1507412,-33.883907
"Second St, Quandialla NSW 2721","Second St, Quandialla NSW 2721 Australia",147.7931654,-34.0108409
"183 The Horsley Drive, Fairfield NSW 2165","183 The Horsley Drive, Fairfield NSW 2165 Australia",150.9661868,-33.8778303
"49-51 Maitland St, Muswellbrook NSW 2333","49-51 Maitland St, Muswellbrook NSW 2333 Australia",150.8900116,-32.2721887
"482 North Rocks Rd, Carlingford NSW 2118","482 North Rocks Rd, Carlingford NSW 2118 Australia",151.0579015,-33.7650735
"8/24 Lagonda Drive, Ingleburn NSW 2565","8/24 Lagonda Drive, Ingleburn NSW 2565 Australia",150.8761363,-34.0103374
"2 Princes Hwy Cnr Kings Hwy, Batemans Bay NSW 2536","2 Princes Hwy  Batemans Bay NSW 2536 Australia",150.1755973,-35.7219292
"61 Hawkins Street, Howlong NSW 2643","61 Hawkins Street, Howlong NSW 2643 Australia",146.6281492,-35.9794913
"395 Gardeners Rd, Rosebery NSW 2018","395 Gardeners Rd, Rosebery NSW 2018 Australia",151.2024385,-33.9224631
"192-196 Waterloo Rd, Greenacre NSW 2190","192-196 Waterloo Rd, Greenacre NSW 2190 Australia",151.0573606,-33.9062176
"68-89 Ozone Street, Chinderah NSW 2487","68-89 Ozone Street, Chinderah NSW 2487 Australia",153.5571671,-28.2438787
"780 Main Rd, Edgeworth NSW 2285","780 Main Rd, Edgeworth NSW 2285 Australia",151.6148797,-32.9239674
"2 Cadonia Rd, TUGGERAWONG NSW 2259","2 Cadonia Rd, TUGGERAWONG NSW 2259 Australia",151.4804196,-33.2805444
"359 Elizabeth Drive, Mount Pritchard NSW 2170","359 Elizabeth Drive, Mount Pritchard NSW 2170 Australia",150.8968077,-33.9021037
"70-76 Manning Street (Cnr Wynter St), Taree NSW 2340","70-76 Manning Street , Taree NSW 2340 Australia",152.4583298,-31.9092136
"46 Kyogle Road, Bray Park NSW 2484","46 Kyogle Road, Bray Park NSW 2484 Australia",153.3748842,-28.3409988
"215 Kinghorne Street, Nowra NSW 2541","215 Kinghorne Street, Nowra NSW 2541 Australia",150.6012047,-34.8907243
"4623 Olympic Hwy, Young NSW 2594","4623 Olympic Hwy, Young NSW 2594 Australia",148.2829322,-34.3376262
"2320 Silverdale Rd, Silverdale NSW 2752","2320 Silverdale Rd, Silverdale NSW 2752 Australia",150.6170184,-33.8925257
"1190 Burragorang Rd, The Oaks NSW 2570","1190 Burragorang Rd, The Oaks NSW 2570 Australia",150.5385871,-34.0749674
"11 Yamba Road, Yamba NSW 2464","11 Yamba Road, Yamba NSW 2464 Australia",153.3441321,-29.4350472
"203 Market Street, Balranald NSW 2715","203 Market Street, Balranald NSW 2715 Australia",143.5535623,-34.6320438
"21 Clunes Road, Clunes NSW 2480","21 Clunes Road, Clunes NSW 2480 Australia",153.425955,-28.7147864
"198 Fifteenth Ave, West Hoxton NSW 2171","198 Fifteenth Ave, West Hoxton NSW 2171 Australia",150.8316028,-33.9215205
"380 Pacific Hwy, Coffs Harbour NSW 2450","380 Pacific Hwy, Coffs Harbour NSW 2450 Australia",153.0892889,-30.3183188
"2656 Waterfall Way, Thora NSW 2454","2656 Waterfall Way, Thora NSW 2454 Australia",152.7790936,-30.4253947
"75 Gypsum St, Broken Hill NSW 2880","75 Gypsum St, Broken Hill NSW 2880 Australia",141.4452954,-31.9678036
"6532 Kosciuszko Rd, Jindabyne NSW 2627","6532 Kosciuszko Rd, Jindabyne NSW 2627 Australia",148.5968946,-36.4099034
"53 Beecher Street, Tinonee NSW 2430","53 Beecher Street, Tinonee NSW 2430 Australia",152.4101653,-31.9390053
"352 Elizabeth Drive (Corner Meadow Road), Mount Pritchard NSW 2170","352 Elizabeth Drive , Mount Pritchard NSW 2170 Australia",150.8963686,-33.9024753
"114 Tongarra Rd, Albion Park NSW 2527","114 Tongarra Rd, Albion Park NSW 2527 Australia",150.7766306,-34.57042
"59-63 Victoria Street, Taree NSW 2430","59-63 Victoria Street, Taree NSW 2430 Australia",152.4651439,-31.9105591
"105 Wollombi Rd, Cessnock NSW 2325","105 Wollombi Rd, Cessnock NSW 2325 Australia",151.3430303,-32.8392618
"84 Oberon Street, Oberon NSW 2787","84 Oberon Street, Oberon NSW 2787 Australia",149.8604559,-33.7050229
"86 Castlereagh Stree, Liverpool NSW 2170","86 Castlereagh Stree, Liverpool NSW 2170 Australia",150.9199849,-33.9247164
"50 Tweed Street, Brunswick Heads NSW 2483","50 Tweed Street, Brunswick Heads NSW 2483 Australia",153.5473706,-28.541889
"286 Manilla St, MANILLA NSW 2346","286 Manilla St, MANILLA NSW 2346 Australia",150.7162884,-30.7397134
"1019 New England Hwy, Nemingha NSW 2340","1019 New England Hwy, Nemingha NSW 2340 Australia",150.9877691,-31.124224
"309 Byron St, Inverell NSW 2360","309 Byron St, Inverell NSW 2360 Australia",151.1221439,-29.7658542
"53 George Street, Singleton NSW 2330","53 George Street, Singleton NSW 2330 Australia",151.1748905,-32.5618882
"3-7 Hendy Rd, Buronga NSW 2648","3-7 Hendy Rd, Buronga NSW 2648 Australia",142.1813574,-34.1705662
"56 Victoria Street, Taree NSW 2430","56 Victoria Street, Taree NSW 2430 Australia",152.4663299,-31.9105734
"Cnr Main and Else Streets, Cundletown NSW 2090","Cnr Main and Else Streets, Cundletown NSW 2090 Australia",152.517281,-31.8982032
"85 Muldoon Street, Taree NSW 2430","85 Muldoon Street, Taree NSW 2430 Australia",152.4506035,-31.8974702
"144 Beaconsfield St, Milperra NSW 2214","144 Beaconsfield St, Milperra NSW 2214 Australia",150.9979187,-33.942129
"1 Elm St, Colo Vale NSW 2575","1 Elm St, Colo Vale NSW 2575 Australia",150.4884684,-34.4030868
"11 Grantham Street, Boggabri NSW 2382","11 Grantham Street, Boggabri NSW 2382 Australia",150.0417826,-30.7109455
"21 Railway Parade, Henty NSW 2658","21 Railway Parade, Henty NSW 2658 Australia",147.0363265,-35.5181951
"23 Old Pacific Highway, Brunswick Heads NSW 2483","23 Old Pacific Highway, Brunswick Heads NSW 2483 Australia",153.545739,-28.5535521
"225 Saunders Rd, Oakville NSW 2765","225 Saunders Rd, Oakville NSW 2765 Australia",150.8743111,-33.6157019
"196 Riverstone Pde, Riverstone NSW 2765","196 Riverstone Pde, Riverstone NSW 2765 Australia",150.8548444,-33.6645544
"22 Hoddle St, Robertson NSW 2577","22 Hoddle St, Robertson NSW 2577 Australia",150.5893968,-34.5879833
"50E Fitzroy Street, Walcha NSW 2354","50E Fitzroy Street, Walcha NSW 2354 Australia",151.5958757,-30.9859364
"3 Cudgery Street, Dorrigo NSW 2453","3 Cudgery Street, Dorrigo NSW 2453 Australia",152.7100932,-30.3402653
"48 William Street, Urana NSW 2645","48 William Street, Urana NSW 2645 Australia",146.2674895,-35.3295783
"63 York St, Teralba NSW 2284","63 York St, Teralba NSW 2284 Australia",151.6050072,-32.963442
"187, Oberon Street, Oberon NSW 2787","187, Oberon Street, Oberon NSW 2787 Australia",149.8546777,-33.703228
"7 Wooli Street, Yamba NSW 2464","7 Wooli Street, Yamba NSW 2464 Australia",153.359849,-29.435411
"Sturt Highway, Balranald NSW 2715","Sturt Highway, Balranald NSW 2715 Australia",143.277155,-34.6043824
"3220 Kyogle Rd, Mount Burrell NSW 2484","3220 Kyogle Rd, Mount Burrell NSW 2484 Australia",153.221104,-28.486222
"90 Patton Street, Broken Hill NSW 2880","90 Patton Street, Broken Hill NSW 2880 Australia",141.4589898,-31.9810318
"963 Old Princes Hwy, Engadine NSW 2233","963 Old Princes Hwy, Engadine NSW 2233 Australia",151.0167048,-34.064299
"4352 New England Hwy, Guyra NSW 2365","4352 New England Hwy, Guyra NSW 2365 Australia",151.6757298,-30.2060184
"87 Mitchell St., Bourke NSW 2840","87 Mitchell St., Bourke NSW 2840 Australia",145.9446084,-30.0893999
"3356 Putty Road, Colo Heights NSW 2756","3356 Putty Road, Colo Heights NSW 2756 Australia",150.709243,-33.3651439
"9 Mulbring Street, Stanford Merthyr NSW 2327","9 Mulbring Street, Stanford Merthyr NSW 2327 Australia",151.4914121,-32.8277732
"403 Tarean Street, Karuah NSW 2324","403 Tarean Street, Karuah NSW 2324 Australia",151.9629111,-32.6539685
"16 Flinders St, Port Kembla NSW 2505","16 Flinders St, Port Kembla NSW 2505 Australia",150.8942571,-34.4700489
"77 Medley St, Gulgong NSW 2852","77 Medley St, Gulgong NSW 2852 Australia",149.5323259,-32.3667511
"102 Church Street, Glen Innes NSW 2370","102 Church Street, Glen Innes NSW 2370 Australia",151.736774,-29.7430363
"108 Canada St, Lake Cargelligo NSW 2672","108 Canada St, Lake Cargelligo NSW 2672 Australia",146.3725186,-33.2930502
"2/3728 Bucketts Way, Krambach NSW 2429","2/3728 Bucketts Way, Krambach NSW 2429 Australia",152.259104,-32.0518928
"307-313 Ocean Beach Road, UMINA BEACH NSW 2257","307-313 Ocean Beach Road, UMINA BEACH NSW 2257 Australia",151.3180525,-33.5114536
"38 Maitland Road, Paterson NSW 2421","38 Maitland Road, Paterson NSW 2421 Australia",151.616328,-32.6049476
"Isabella St Cnr Primrose St, Wingham NSW 2429","Isabella St  Wingham NSW 2429 Australia",152.374259,-31.8690079
"1-3 Tapio Street, Dareton NSW 2717","1-3 Tapio Street, Dareton NSW 2717 Australia",142.0402296,-34.0956921
"1B Butler St, Byron Bay NSW 2481","1B Butler St, Byron Bay NSW 2481 Australia",153.6107986,-28.6417874
"Bencubbin Avenue, Coleambally NSW 2707","Bencubbin Avenue, Coleambally NSW 2707 Australia",145.8957656,-34.8018968
"13-15 Summerland Way, Kyogle NSW 2474","13-15 Summerland Way, Kyogle NSW 2474 Australia",152.9879322,-28.5855621
"2-12 Chinderah Bay Drive, Chinderah NSW 2478","2-12 Chinderah Bay Drive, Chinderah NSW 2478 Australia",153.5571628,-28.2272739
"99 Diadem Street, Lismore NSW 2480","99 Diadem Street, Lismore NSW 2480 Australia",153.287106,-28.8118064
"44 Dalley Street, Mullumbimby NSW 2482","44 Dalley Street, Mullumbimby NSW 2482 Australia",153.500222,-28.5516878
"2 Simeoni Drive, Goonellabah NSW 2480","2 Simeoni Drive, Goonellabah NSW 2480 Australia",153.3279459,-28.822773
"I6 Garnuaille Rd, Bangalow NSW 2479","I6 Garnuaille Rd, Bangalow NSW 2479 Australia",153.5232159,-28.6825981
"147 Larmer Ave, Sanctuary Point NSW 2540","147 Larmer Ave, Sanctuary Point NSW 2540 Australia",150.6329216,-35.0993372
"154 Belgrave Street, Kempsey NSW 2440","154 Belgrave Street, Kempsey NSW 2440 Australia",152.8326346,-31.0796278
"442 Kurmond Road, Freemans Reach NSW 2756","442 Kurmond Road, Freemans Reach NSW 2756 Australia",150.7965491,-33.5575193
"102 Commerce Street, Taree NSW 2430","102 Commerce Street, Taree NSW 2430 Australia",152.4501521,-31.907195
"70 Woodburn St, Evans Head NSW 2473","70 Woodburn St, Evans Head NSW 2473 Australia",153.4283332,-29.1140934
"12 Pacific Hwy, Ourimbah NSW 2258","12 Pacific Hwy, Ourimbah NSW 2258 Australia",151.3713531,-33.3629699
"76 The Parade, Tumbarumba NSW 2653","76 The Parade, Tumbarumba NSW 2653 Australia",148.0113171,-35.7731138
"174 Ryan St, South Grafton NSW 2460","174 Ryan St, South Grafton NSW 2460 Australia",152.9287957,-29.7029717
"34 Bryant street, Narwee NSW 2208","34 Bryant street, Narwee NSW 2208 Australia",151.0716344,-33.9483657
"Darlington Drive Cnr Leisure Drive, Banora Point West NSW 2486","Darlington Drive  Banora Point West NSW 2486 Australia",153.5403478,-28.219676
"531 Princes Highway, Tempe NSW 2216","531 Princes Highway, Tempe NSW 2216 Australia",151.1675351,-33.9202656
"1185 Bruxner Highway, Wollongbar NSW 2477","1185 Bruxner Highway, Wollongbar NSW 2477 Australia",153.4050426,-28.8159805
"39 Sydney Road, Raglan NSW 2795","39 Sydney Road, Raglan NSW 2795 Australia",149.6485351,-33.422734
"255-257 Stewart Street, Bathurst NSW 2795","255-257 Stewart Street, Bathurst NSW 2795 Australia",149.5692134,-33.4173441
"63 Sydney Road, Kelso NSW 2795","63 Sydney Road, Kelso NSW 2795 Australia",149.6076844,-33.4191666
"75 Allandale Road, Cessnock NSW 2325","75 Allandale Road, Cessnock NSW 2325 Australia",151.3523615,-32.8245231
"42-46 King St, WARRAWONG NSW 2502","42-46 King St, WARRAWONG NSW 2502 Australia",150.8870524,-34.4837713
"261 Anderson Drive, Beresfield NSW 2322","261 Anderson Drive, Beresfield NSW 2322 Australia",151.645069,-32.7991122
"129 Lagoon Street, Goulburn NSW 2580","129 Lagoon Street, Goulburn NSW 2580 Australia",149.7327433,-34.7460856
"55 Pacific Highway, Ulmarra NSW 2462","55 Pacific Highway, Ulmarra NSW 2462 Australia",153.0294061,-29.6311872
"31-65 Yamba Road, Yamba NSW 2464","31-65 Yamba Road, Yamba NSW 2464 Australia",153.3411878,-29.4337219
"35 River Street, Woolgoolga NSW 2456","35 River Street, Woolgoolga NSW 2456 Australia",153.1927263,-30.1145577
"52 Yass Road Queanbeyan, Queanbeyan NSW 2620","52 Yass Road Queanbeyan, Queanbeyan NSW 2620 Australia",149.2445135,-35.3412651
"616-624 Young Street, Albury NSW 2640","616-624 Young Street, Albury NSW 2640 Australia",146.9255041,-36.0754933
"53 Gregory Cres, Lake Albert NSW 2650","53 Gregory Cres, Lake Albert NSW 2650 Australia",147.3821687,-35.1667337
"2 Argyle Street, Mullumbimby NSW 2482","2 Argyle Street, Mullumbimby NSW 2482 Australia",153.5039726,-28.5529664
"40 Industrial Drive, Mayfield NSW 2304","40 Industrial Drive, Mayfield NSW 2304 Australia",151.7518543,-32.8974541
"2, Ceduna Street, Mount Austin, Wagga Wagga NSW 2650","2, Ceduna Street, Mount Austin, Wagga Wagga NSW 2650 Australia",147.3577362,-35.1379836
"188 High Street, Wauchope NSW 2446","188 High Street, Wauchope NSW 2446 Australia",152.7223516,-31.4649383
"229 High Street, Wauchope NSW 2446","229 High Street, Wauchope NSW 2446 Australia",152.7151011,-31.4684663
"4 High Street, Wauchope NSW 2446","4 High Street, Wauchope NSW 2446 Australia",152.7352345,-31.4580862
"159 Rouse St, TENTERFIELD NSW 2372","159 Rouse St, TENTERFIELD NSW 2372 Australia",152.0188062,-29.0570385
"1 Weakleys Dr, THORNTON NSW 2322","1 Weakleys Dr, THORNTON NSW 2322 Australia",151.637755,-32.7929557
"108W Fitzroy St, Walcha NSW 2354","108W Fitzroy St, Walcha NSW 2354 Australia",151.5875376,-30.9840671
"2891 Reg Hailstone Way, Wyangala NSW 2808","2891 Reg Hailstone Way, Wyangala NSW 2808 Australia",148.9543592,-33.9626446
"331 Princes Hwy, Milton NSW 2538","331 Princes Hwy, Milton NSW 2538 Australia",150.4487194,-35.3311518
"10 Limestone Drive, Jerrabomberra NSW 2619","10 Limestone Drive, Jerrabomberra NSW 2619 Australia",149.2004121,-35.3816069
"32-36 Princes Highway, MILTON NSW 2538","32-36 Princes Highway, MILTON NSW 2538 Australia",150.4334994,-35.3135408
"1600 Princess Hwy, Termeil NSW 2539","1600 Princess Hwy, Termeil NSW 2539 Australia",150.3389024,-35.4854286
"Cnr Bombala & Massie Streets, Cooma NSW 2630","Cnr Bombala & Massie Streets, Cooma NSW 2630 Australia",149.1293728,-36.2378437
"5 Glenwood Drive, Thornton NSW 2232","5 Glenwood Drive, Thornton NSW 2232 Australia",151.6350365,-32.7899706
