"Address","lat","lon","remoteness","dist_to_coast"
"Lot 1A, Campbelltown, Glenfield NSW 2167",-33.962531,150.8814049,0,0.2433105
"756 Pittwater Rd (Cnr West St), Brookvale NSW 2100",-33.7616389,151.2762736,0,0.02
"244 Hawkesbury Valley Way, Clarendon NSW 2756",-33.6085177,150.7890621,0.08,0.4709565
"1 Macquarie Place Haywards Bay, Yallah NSW 2530",-34.5412481,150.7856005,0.1383931,0.09
"1-3 East Parade, Sutherland NSW 2232",-34.0301306,151.0575,0,0.0728011
"930 King Georges Rd, Blakehurst NSW 2221",-33.9810848,151.1084759,0,0.02828427
"191-195 Lyons Rd, Drummoyne NSW 2047",-33.8569905,151.1460365,0,0.1004988
"22 Stanmore Road (Corner Fotheringham Street), Enmore NSW 2042",-33.8992721,151.1698906,0,0.06
"Pacific Hwy, Coolongolook NSW 2423",-32.2156259,152.3227334,3.2025576,0.1868154
"M4 Motorway Westbound, Eastern Creek NSW 2766",-33.8023821,150.8811129,0.10600473,0.3088689
"116 Regent Street, Redfern NSW 2016",-33.8936314,151.1995945,0,0.06
"69 Princes Hwy (cnr Gladstone St), Kogarah NSW 2217",-33.9632309,151.1371615,0,0.02
"11 Gateway Boulevard, Morisset NSW 2264",-33.1165627,151.4711726,0.3393367,0.1486607
"69  Richmond Road, Blacktown NSW 2148",-33.7638661,150.9024452,0,0.3140064
"275-279 Comur Street, Yass NSW 2582",-34.8483942,148.9163097,1.2,1.547676
"79 Lee Street, Wellington NSW 2820",-32.5487368,148.940825,2.63,2.525173
"2-4 Mavkay Ave, Griffith NSW 2680",-34.2908768,146.0630818,3.27,3.725507
"Eaglevale Road (Eaglevale Market Place), Eagle Vale NSW 2558",-34.0349909,150.8083924,0,0.2687006
"40 Princes Hwy, UNANDERRA NSW 2526",-34.4519307,150.8469844,0.14250155,0.06
"36-40 Lagoon Street, BEGA NSW 2550",-36.6684818,149.8291529,3.97,0.1627882
"101 Blaxcell St, GRANVILLE NSW 2142",-33.8426262,151.0106548,0,0.1780449
"Lot 3 Great Western Highway (Cnr John Hines Ave), Minchinbury NSW 2770",-33.782983,150.8296732,0,0.3712142
"27 Woodville Rd, Granville NSW 2142",-33.8309899,151.0040802,0,0.1920937
"26-30 King Street, Warrawong NSW 2502",-34.482786,150.8869322,0.11,0.01414214
"Lanyon Dr Cnr Mccrae St, Queanbeyan NSW 2620",-35.3594983,149.2115674,0,1.044031
"1/39 Melbourne St, East Maitland NSW 2323",-32.7450248,151.5834724,0.05,0.2523886
"30 Henry Street, Penrith NSW 2750",-33.7541623,150.7045931,0,0.488774
"1-3 Church St, PORT KEMBLA NSW 2505",-34.4845684,150.9040058,NA,0.01
"49 Burroway Street, Narromine NSW 2821",-32.2354186,148.2454569,3.06,3.290745
"3 Bells Line Of Road, North Richmond NSW 2754",-33.5836684,150.7229832,0.14651166,0.5300943
"Smithfield Rd Cnr Elizabeth Dr, Bonnyrigg NSW 2177",-33.8876829,150.8818606,0,0.2683282
"348 Barrenjoey Road, Newport NSW 2106",-33.6555761,151.3201794,0,0
"35 River Street, Woolgoolga NSW 2456",-30.1145577,153.1927263,2.02,0.01
"5 King St, GOOLOOGONG NSW 2805",-33.6146562,148.43511,4.106454,2.586523
"90 Davidson Street, Deniliquin NSW 2710",-35.5265324,144.9752733,2.25,2.320345
"197 Windsor Road, Northmead NSW 2152",-33.7774002,151.0000877,0,0.2343075
"200 Main Road, Cardiff NSW 2285",-32.9410246,151.6684364,0,0.0728011
"275-277 Princes Highway, Corrimal NSW 2518",-34.3755104,150.8960047,0.11,0.02
"1 Jocob Drive, Sussex Inlet NSW 2540",-35.158325,150.5840417,1.3920374,0.02236068
"45 Georges River Road, Croydon Park NSW 2133",-33.8943808,151.1114344,0,0.07211103
"39-53 Princes Highway, Cobargo NSW 2550",-36.3876532,149.8882553,3.81,0.1802776
"595 Ocean Dr, NORTH HAVEN NSW 2443",-31.6404964,152.8154951,1.646786,0.01414214
"96 Hoxton Park Rd, Lurnea NSW 2170",-33.9276361,150.9060396,0,0.234094
"51 Smiths Rd, Somersby NSW 2250",-33.3570975,151.2890646,0.6689061,0.1726268
"73 Main St, Alstonville NSW 2477",-28.8411584,153.4388702,0.76154196,0.1272792
"47-57 Princess Highway, ALBION PARK RAIL NSW 2527",-34.5535137,150.7898135,0.169026,0.09
"322 Canterbury Road, Canterbury NSW 2193",-33.9149737,151.1130375,0,0.05656854
"Godfrey Hill Road, Rainbow Flat NSW 2430",-32.0021547,152.4717063,2.2979126,0.0728011
"48 Denman Street (entrance via Ken Tubman Drive), Maitland NSW 2320",-32.731521,151.551569,0.05,0.2830194
"793-797 Pittwater Rd, Dee Why NSW 2099",-33.7456837,151.2920603,0,0.01
"2-12 Chinderah Bay Drive, Chinderah NSW 2478",-28.2272739,153.5571628,0,0.01
"14 Thomas St, Wallsend NSW 2287",-32.9066816,151.6690916,0,0.09219544
"157 Narellan Rd (Cnr Smeaton Grange Rd), Mount Annan NSW 2567",-34.0467975,150.7602302,0.05461763,0.29
"505 Crown St, West Wollongong NSW 2500",-34.4255018,150.8725123,0.11,0.03
"1285-1289 Canterbury Rd Cnr Duncan, Punchbowl NSW 2196",-33.9314597,151.0596341,0,0.09899495
"522 Smithfield Road, Prairiewood NSW 2176",-33.8722342,150.9000775,0,0.2555386
"136 Pacific Highway, Coffs Harbour NSW 2450",-30.2917912,153.118597,1.89,0.02828427
"156 Pacific Highway, Watanobbi NSW 2259",-33.2743601,151.429255,0.1,0.09848858
"5 Casino Rd, JUNCTION HILL NSW 2460",-29.6450818,152.9268645,1.93,0.3785498
"242 Lawrence Hargrave Drive, Thirroul NSW 2515",-34.3143518,150.9247782,0.11,0
"317A Pacific Hwy, Highfields NSW 2289",-32.9565326,151.7057541,0,0.03162277
"126 Pacific Hwy, SWANSEA NSW 2281",-33.088127,151.6382615,NA,0.02236068
"1766 Horsley Drive, Horsley Park NSW 2175",-33.8420055,150.8536228,0.18055193,0.3138471
"165 Cowper Street, Hillston NSW 2675",-33.4906009,145.537779,6.13,4.391184
"142 Windsor Road (Corner Mulgrave Road), McGraths Hill NSW 2756",-33.616738,150.834226,0.08,0.4219005
"41 Sharpe Street, Cooma NSW 2630",-36.2324124,149.1307314,1.34,0.9436631
"41-43 Epping Rd Cnr Wicks Rd, North Ryde NSW 2113",-33.7913919,151.1312369,0,0.1315295
"Corner Hoxton Park & Websters Roads, Lurnea NSW 2170",-33.9270472,150.8569347,0,0.2816026
"236 Lemon Tree Passage, Tanilba Bay NSW 2319",-32.7355443,152.0041063,NA,0.02236068
"Northgate Ctr  224 Princess Hway, Fairy Meadow NSW 2519",-34.4034237,150.891736,0.11,0.01
"24 Lagonda Dr, INGLEBURN NSW 2565",-34.0103374,150.8761363,0,0.2360085
"90 Cowper St (Cnr Clinton St), Goulburn NSW 2580",-34.7560307,149.7111361,0.59,0.9323089
"736 Princes Highway & President Avenue, Kogarah NSW 2217",-33.9641162,151.1375866,0,0.02
"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",-33.7930643,150.8707665,0.06887557,0.3224903
"Cnr Parramatta & Shaftsbury Rds, Burwood NSW 2134",-33.8175275,150.9992393,0,0.2126029
"Kyeamba Street, Mangoplah NSW 2652",-35.3772731,147.2544302,2.791065,2.610077
"3 Salt Ash Ave, Salt Ash NSW 2318",-32.7885361,151.9030444,0.46292016,0.04
"Barrier Highway, Cobar NSW 2835",-31.496806,145.8270441,9.364898,5.811179
"24 Barrenjoey Road (Corner Darley Street East), Mona Vale NSW 2103",-33.6768509,151.3082461,NA,0.01
"88 Queen Street, Berry NSW 2535",-34.775649,150.6962071,0.59,0.07615773
"28 Great Western Highway, Valley Heights NSW 2777",-33.7017728,150.5818015,0,0.6177378
"412-416 Maitland Road & Frith Street, Mayfield West NSW 2304",-32.8930263,151.7301889,0,0.05385165
"60 Johnson Street, Forbes NSW 2871",-33.3756228,148.0035269,2.61,3.067572
"18 Single Street, Werris Creek NSW 2341",-31.3444291,150.6476869,2.25,1.880904
"729 The Horsley Drive, Smithfield NSW 2164",-33.8522655,150.9357342,0,0.2416609
"68 Craigie Ave, Kanwal NSW 2259",-33.2630482,151.4823953,0.1,0.05830952
"52 Yass Road Queanbeyan, Queanbeyan NSW 2620",-35.3412651,149.2445135,0.090119384,1.01951
"65 Tharwa Road, Queanbeyan NSW 2620",-35.358299,149.2208023,0,1.03465
"370 Griffith Rd, Lavington NSW 2641",-36.0482339,146.9374751,0.67,2.087774
"15891 Barrier Highway, COBAR NSW 2835",-31.496806,145.8270441,9.364898,5.811179
"5019 Oxley Hwy, Long Flat NSW 2446",-31.4367402,152.4924478,3.8605237,0.3733631
"363 Mona Vale Rd, St Ives North NSW 2075",-33.71687,151.1734779,0,0.12
"516 Punchbowl Rd, LAKEMBA NSW 2195",-33.9112209,151.073278,0,0.08944272
"228 Edgar Street, Condell Park NSW 2200",-33.9224335,151.0125837,0,0.1360147
"67 Shepherds Dr Cnr Macquarie Dr, Cherrybrook NSW 2126",-33.7209745,151.044013,0,0.2376973
"47 Plain St, Tamworth NSW 2340",-31.0859498,150.9152752,1.67,1.881622
"334-336 PARRAMATTA Road, Homebush NSW 2140",-33.8581667,151.0681389,0,0.1345362
"140 Flushcombe Road, Blacktown NSW 2148",-33.7775285,150.9078124,0,0.3080584
"393 Hillsborough Road (Corner Macquarie Road), Warners Bay NSW 2282",-32.9659076,151.6543842,0,0.07211103
"13 Castlereagh Street, Gilgandra NSW 2827",-31.7171228,148.6583027,3.65,3.191003
"403 Tarean Street, Karuah NSW 2324",-32.6539685,151.9629111,0.75,0.02236068
"95 Five Islands Road, Cringila NSW 2502",-34.4659188,150.8717379,0.11,0.03
"17 Forsyth Street, Wagga Wagga NSW 2650",-35.1142006,147.3740649,1.03,2.826889
"2 Princes Hwy Cnr Kings Hwy, Batemans Bay NSW 2536",-35.7219292,150.1755973,1.67,0.02
"263 Great Western Highway, Blackheath NSW 2785",-33.6337476,150.285083,0.42982587,0.917878
"255 -257 Old Northern Road, Castle Hill NSW 2154",-33.734803,151.0035815,0,0.2662705
"1032-1036 Victoria Rd, West Ryde NSW 2114",-33.8074717,151.0852027,0,0.1655294
"100 Chittaway Bay Road, Chittaway NSW 2259",-33.3247802,151.4326183,0.1,0.07071067
"98 Victoria Street, West Dubbo NSW 2830",-32.2416809,148.5854542,2.1435363,2.978473
"414-416 Princes Hwy, Sylvania Heights NSW 2224",-34.0236599,151.0894101,0,0.04123105
"66 Parker Street (Cnr Copeland St), Penrith NSW 2747",-33.7549137,150.7126403,0,0.4802083
"87-91 Roberts Rd Cnr Moondo St, Greenacre NSW 2190",-33.9046147,151.0648619,0,0.1029563
"58 Bunnaby St, TARALGA NSW 2580",-34.4057619,149.8189224,2.3126025,1.029563
"101 Wallgrove Rd, EASTERN CREEK NSW 2766",-33.80671,150.8518593,0.09652102,0.3354102
"238 Pacific Highway, Lindfield NSW 2070",-33.7788867,151.1690654,0,0.1077033
"116 Victoria Rd, Gladesville NSW 2111",-33.8356425,151.1278707,0,0.1236932
"153 Coreen Ave Cnr Castlereagh Rd, Penrith NSW 2750",-33.7428922,150.6926654,0.01966878,0.5024938
"449 Captain Cook Drive, Woolooware NSW 2230",-34.0386942,151.1438187,0,0.01414214
"30-34 Princes Highway, Fairy Meadow NSW 2519",-34.3892431,150.8941063,0.11,0.01414214
"New England Highway, Moonbi NSW 2353",-30.9869823,151.096935,2.5566137,1.783536
"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",-33.1862833,151.5482363,0.18367486,0.05
"131 Fernleigh Road, Wagga Wagga NSW 2650",-35.1299777,147.341985,1.03,2.825615
"57 Ocean Beach Road, Woy Woy NSW 2256",-33.4940456,151.3201131,NA,0.03
"310 St Johns Road, Bradbury NSW 2560",-34.0893784,150.8079415,0,0.2334523
"5243 Snowy Mountains Highway, Adaminaby NSW 2629",-35.9970641,148.7701112,2.8331957,1.350592
"37 Ross St, Goulburn NSW 2580",-34.7313656,149.7434432,0.59,0.9200543
"152 Toongabbie Rd, Girraween NSW 2145",-33.7955317,150.9390146,0,0.2720294
"26 Skinner Street, South Grafton NSW 2460",-29.7018756,152.9350015,1.9832932,0.3605551
"1109 Argyle Street, Wilton NSW 2571",-34.2405533,150.6990269,0.7210028,0.2404163
"4 Wollombi St, Broke NSW 2330",-32.7505764,151.1036092,1.49,0.6313478
"55 Kinghorne St (Cnr Worrigee St), Nowra NSW 2541",-34.8764482,150.6026697,0.49,0.14
"96 Solitary Islands, Sapphire Beach NSW 2450",-30.2393479,153.1474623,1.8511667,0
"1 Orlando Street, Coffs Harbour NSW 2450",-30.3022302,153.1380463,1.89,0.01
"68 Bathurst Rd, ORANGE NSW 2800",-33.2907387,149.1094598,1.17,2.086336
"64-68 Sydney Rd, Kelso NSW 2795",-33.4184418,149.606112,0.79,1.597623
"138-146 Princes Highway, Corrimal NSW 2518",-34.369918,150.8977366,0.11,0.02236068
"35-37 Williwa St, Portland NSW 2847",-33.3531737,149.9800464,1.1769177,1.287245
"Cnr Silverwater Road & Derby Street, SILVERWATER NSW 2128",-33.8354897,151.0472677,0,0.1627882
"1/1 Craft Close, Toormina NSW 2452",-30.3416444,153.0920772,2.01,0.01414214
"73 Pembroke Rd (Cnr Durham St), Minto NSW 2566",-34.0230315,150.8502626,0,0.2408319
"955 Pacific Highway (Cnr Yallambee Rd), Berowra NSW 2081",-33.6281779,151.1476108,0,0.1208305
"1 Horace St, OBERON NSW 2787",-33.6984149,149.8591893,1.3957772,1.236649
"6518 Mid Western Hwy, Lyndhurst NSW 2797",-33.6715863,149.039147,2.6256323,1.99542
"Wordoo St Cnr Forrester St, St Marys NSW 2760",-33.7529885,150.7752213,0.03396978,0.4294182
"56-60 Bathurst Road, Orange NSW 2800",-33.2897828,149.1086318,1.17,2.091244
"23 Hooke Street, Dungog NSW 2420",-32.3992318,151.7572943,1.297609,0.354683
"32 Joseph St, LIDCOMBE NSW 2141",-33.8648656,151.0432344,0,0.1421267
"27-29 Amy Steet, Regents Park NSW 2143",-33.8837053,151.0268751,0,0.1476482
"39 Vernon Street, Woollahra NSW 2025",-33.889913,151.2474703,0,0.03162277
"273 River Street, Ballina NSW 2478",-28.8681449,153.5552142,0.72,0.02236068
"66 Tallow Street, Moulamein NSW 2733",-35.0892711,144.0347543,5.6531043,2.8956
"336 Victoria Street, Deniliquin NSW 2710",-35.5237387,144.9807532,2.25,2.320539
"2 Cadonia Rd, TUGGERAWONG NSW 2259",-33.2805444,151.4804196,0.1,0.04242641
"287 Liverpool Road, Burwood NSW 2134",-33.8872373,151.0996931,0,0.09219544
"13 Sloane St, GOULBURN NSW 2580",-34.7703438,149.7104652,0.59,0.9208691
"56 A Sydney Road, Mudgee NSW 2850",-32.61138,149.6026819,2.199011,1.903943
"46 Albert Street, Freshwater NSW 2096",-33.7773132,151.2869189,0,0.01
"273 Old Hume Highway, Camden NSW 2570",-34.0864134,150.6946186,0,0.3201562
"Castlereagh Rd Cnr Lugard St, Penrith NSW 2750",-33.7405119,150.692474,0.01966878,0.5024938
"170 Fitzmaurice St, Wagga Wagga NSW 2650",-35.1028826,147.3679066,1.03,2.839243
"21 Clunes Road, Clunes NSW 2480",-28.7147864,153.425955,1.1894075,0.1772005
"109 Hoskins St, Temora NSW 2666",-34.4434356,147.5322899,2.56,2.947626
"143 Concord Rd, North Strathfield NSW 2137",-33.8594235,151.0927651,0,0.116619
"31 Obley St, CUMNOCK NSW 2867",-32.928583,148.7544845,3.237689,2.577014
"1600 Princess Hwy, Termeil NSW 2539",-35.4854286,150.3389024,2.1914644,0.06
"2 Kew Road, Laurieton NSW 2443",-31.6479219,152.7963128,1.6,0.02828427
"339 Princes Highway, Sydenham NSW 2044",-33.9162497,151.1728502,0,0.04123105
"316 Harbour Drive, Coffs Harbour NSW 2450",-30.3058084,153.1321928,1.89,0.01
"134 John Street, Lidcombe NSW 2141",-33.8548225,151.0466477,0,0.1486607
"33 Spring St, Crookwell NSW 2583",-34.4572487,149.4707807,1.49,1.305986
"32 Moss Vale Road, Kangaroo Valley NSW 2577",-34.7300668,150.5217725,1.0711236,0.2469818
"253 Princes Hwy, Albion Park Rail NSW 2527",-34.5676154,150.8033533,0.11,0.07
"150-152 Pacific Hwy, Tuggerah NSW 2259",-33.2992758,151.4205961,0.1,0.08944272
"229 Wentworth Avenue, Pendle Hill NSW 2145",-33.8002502,150.9559549,0,0.25
"2/3728 Bucketts Way, Krambach NSW 2429",-32.0518928,152.259104,3.2142448,0.2596151
"8/24 Lagonda Drive, Ingleburn NSW 2565",-34.0103374,150.8761363,0,0.2360085
"178-184 Victoria Road (Corner Moodie Street), Rozelle NSW 2039",-33.8630048,151.1680926,0,0.09
"32-36 Princes Highway, MILTON NSW 2538",-35.3135408,150.4334994,1.3547442,0.04
"85 Beach St, HARRINGTON NSW 2427",-31.8716554,152.6825027,2.087214,0
"442 Kurmond Road, Freemans Reach NSW 2756",-33.5575193,150.7965491,0.38568377,0.4601087
"188 High Street, Wauchope NSW 2446",-31.4649383,152.7223516,1.79,0.1526434
"5351 Way, WHIPORIE NSW 2469",-29.2824403,152.9900021,4.2764096,0.35
"229, Bourke Street, Tolland, Wagga Wagga NSW 2650",-35.142805,147.3513105,1.03,2.803605
"274-276 Grand Parade (Cnr Ramsgate Rd), Ramsgate NSW 2217",-33.9853676,151.1472801,0,0
"24-26 Hyde Street, Bellingen NSW 2454",-30.4528459,152.8993503,2.67,0.1414213
"141 Pacific Drive,, Port Macquarie NSW 2444",-31.4595541,152.9294885,1.62,0.01
"68 Bathurst Road, Orange NSW 2800",-33.2907387,149.1094598,1.17,2.086336
"80 Heathcote Road, Moorebank NSW 2170",-33.935939,150.935817,0,0.2024846
"119 Bourke St Cnr Erskine St, Dubbo NSW 2830",-32.2433855,148.6092238,2.1,2.960557
"95-97 Ramsay St, HABERFIELD NSW 2045",-33.8816658,151.1401601,0,0.07071067
"580-586 Parramatta Road, Croydon NSW 2132",-33.8744317,151.1264216,0,0.08544003
"63 Marsden Street, Boorowa NSW 2586",-34.4414078,148.7162589,1.9902529,1.950205
"25 Louee Street, Rylstone NSW 2849",-32.7954611,149.971152,2.6523643,1.493754
"449 Victoria St, WETHERILL PARK NSW 2164",-33.8448868,150.8921992,0,0.2801785
"240 Maitland Rd, Islington NSW 2296",-32.9113364,151.7457473,0,0.03162277
"101 Hector Street, Sefton NSW 2162",-33.8841262,151.0070502,0,0.1655294
"238 Cumberland Rd, Auburn NSW 2144",-33.8641186,151.023111,0,0.1581139
"21 Queen Street, Barraba NSW 2347",-30.386242,150.6088731,3.93,2.401416
"23-25 Maitland Rd, Newcastle NSW 2300",-32.9027746,151.7442909,0,0.04123105
"137 Hardinge St, Deniliquin NSW 2710",-35.5326966,144.9519941,2.25,2.310086
"919 Victoria Road (Corner Hermitage Road), West Ryde NSW 2114",-33.8091796,151.093208,0,0.1615549
"262-272 Victoria Road, Rydalmere NSW 2116",-33.8100763,151.0323885,0,0.1843909
"151 Hammond Ave, Wagga Wagga NSW 2650",-35.1223167,147.3963774,1.0422091,2.811868
"4613 Mitchell Hwy, LUCKNOW NSW 2800",-33.3466289,149.1621032,1.6411952,2.009602
"2 Ceduna Street, MOUNT AUSTIN NSW 2650",-35.1379836,147.3577362,1.03,2.813201
"160-162 Jerilderie St, BERRIGAN NSW 2712",-35.6643908,145.8164423,2.88,2.350915
"108 Sirus Drive, Lakewood NSW 2443",-31.6348818,152.7558005,1.7505342,0.06403124
"58 Stennett, Ingleburn NSW 2565",-34.0043239,150.8415016,0.028728597,0.2624881
"96 Centre St, Casino NSW 2470",-28.8654807,153.0451922,0.9,0.4386342
"5 Young  Rd, Cowra NSW 2794",-33.8358509,148.6785369,1.88,2.299239
"224 Old Hume Highway, Mittagong NSW 2575",-34.447383,150.4323235,0.58,0.4472136
"651 Princes Highway, Rockdale NSW 2216",-33.9591628,151.1377014,0,0.02
"88-90 Great Western Highway, Colyton NSW 2760",-33.7754732,150.7953305,0,0.4022437
"379 Enmore Road, Marrickville NSW 2204",-33.9044479,151.167972,0,0.05
"144 Sunnyholt Road, Blacktown NSW 2148",-33.7534134,150.9151649,0,0.31241
"516 Punchbowl Rd Cnr Wangee Rd, Lakemba NSW 2195",-33.9112209,151.073278,0,0.08944272
"41 Lithgow Street (Cnr Mort Street), Lithgow NSW 2790",-33.4831889,150.1533219,0.66,1.100591
"38 John St, The Oaks NSW 2570",-34.0801266,150.5704336,0.37668243,0.4188078
"44-46 Vance Rd, LEETON NSW 2705",-34.5439469,146.3870245,2.6974223,3.604511
"119 Towradgi Road, Towradgi NSW 2518",-34.3842912,150.9035258,0.11,0.01
"1/155 Prospect Highway, Seven Hills NSW 2147",-33.7692902,150.9425493,0,0.283196
"18 Parramatta Road, Lidcombe NSW 2141",-33.853927,151.0592478,0,0.1414213
"Corunna St, Burren Junction NSW 2386",-30.1020954,148.9710458,9.230708,3.950304
"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",-33.9579238,151.1575677,0,0
"14 Fishing Point Rd, Rathmines NSW 2283",-33.044042,151.5928091,NA,0.06324555
"53 Durham St, Bathurst NSW 2795",-33.4168435,149.5848871,0.79,1.614187
"136 Woodlark St, Lismore NSW 2480",-28.8080812,153.2807559,0.56,0.2640076
"400 Lane Cove Road, North Ryde NSW 2113",-33.7850497,151.1284429,0,0.1431782
"2910 Pacific Highway, Mullaway NSW 2456",-30.076633,153.1884682,2.13,0.02
"77 Sandgate Rd, Birmingham Gardens NSW 2287",-32.8957038,151.6817869,0,0.08485281
"275 Lane Cove Rd, North Ryde NSW 2113",-33.7955339,151.1171154,0,0.1513275
"585 Hume Hwy, Yagoona NSW 2199",-33.9061028,151.0140595,0,0.1486607
"286 Manilla St, MANILLA NSW 2346",-30.7397134,150.7162884,2.8039322,2.238325
"128 Barker Street, Randwick NSW 2031",-33.9208814,151.2356084,0,0.03
"47 Medley Street, Gulgong NSW 2852",-32.3610453,149.532681,2.56,2.097236
"100 Princes Hwy Cnr Browns Rd, South Nowra NSW 2541",-34.9051689,150.6029515,0.49,0.1360147
"Northside Liberty 78 Terania Street, North Lismore NSW 2480",-28.802992,153.275354,0.56,0.2720294
"50-54 Riverside Drive, Nambucca Heads NSW 2448",-30.652195,152.9914966,2.5928507,0.01
"30-40 Alfred Rd, Chipping Norton NSW 2170",-33.924531,150.9648376,0,0.1788854
"8451 Pacific Highway, Urunga NSW 2455",-30.4862177,153.0087032,2.592529,0.03
"220 Main Street, West Wyalong NSW 2671",-33.9226022,147.2015017,4.21,3.484853
"1-3 Penrhyn Rd, BANKSMEADOW NSW 2019",-33.9644296,151.2169409,0,0.01
"190 Canley Vale Rd, Canley Heights NSW 2166",-33.884527,150.928557,0,0.2332381
"134 MacQueen St, ABERDEEN NSW 2336",-32.1683953,150.8917964,1.62,1.152562
"51 Spofforth St, Cremorne NSW 2090",-33.8343994,151.2283196,0,0.04123105
"126 Windsor Road, Mcgraths Hill NSW 2756",-33.6152339,150.8335206,0.08,0.4219005
"85 Main St, YOUNG NSW 2594",-34.3138282,148.2953041,1.99,2.360085
"187, Oberon Street, Oberon NSW 2787",-33.703228,149.8546777,1.4348985,1.231665
"121 Victoria Rd Cnr Wellington St, Rozelle NSW 2039",-33.8625658,151.1684539,0,0.09
"125 Dora Street, Morisset NSW 2264",-33.1116066,151.4815843,0.31,0.1421267
"80-84 Campbell Street, Moruya NSW 2537",-35.9120161,150.0823744,2.01,0.07
"Menai Rd Cnr Carter Rd, Menai NSW 2234",-34.0179087,151.0152707,0,0.11
"390 Princes Highway, Blakehurst NSW 2221",-33.9902844,151.1136347,0,0.01414214
"111 Terania Street, North Lismore NSW 2480",-28.8016302,153.2695714,0.56,0.2801785
"9-11 Pinnacles Place, Broken Hill NSW 2880",-31.9855338,141.4254387,3.208071,3.560927
"9 Trangie Road, ""Mitchell Highway"", Narromine NSW 2821",-32.1551419,148.1410412,4.261901,3.414703
"22-26 Pearl Street, Kingscliff NSW 2487",-28.2562385,153.5747183,0,0.01
"423 Frome St, Moree NSW 2400",-29.4822351,149.8463881,4.23,3.34009
"122 High St (Cnr West St), Greta NSW 2334",-32.6762511,151.3874526,0.54,0.4545327
"29 Lord St, PORT MACQUARIE NSW 2444",-31.4332543,152.9170021,NA,0.01
"38 Maitland Road, Paterson NSW 2421",-32.6049476,151.616328,0.56414425,0.3301515
"186-188 Wallaga Lake Rd, WALLAGA LAKE NSW 2546",-36.3708907,150.0697451,3.7893364,0.01
"1670 Coolamon Scenic Rd, Mullumbimby NSW 2482",-28.5603468,153.4945131,0.72,0.06082762
"69 Mort Avenue, Dalmeny NSW 2546",-36.1646222,150.1257454,2.96,0.01
"162 - 166 Pioneer Road, Towradgi NSW 2518",-34.3841162,150.9064844,0.11,0.01
"111-121 Falcon St, Crows Nest NSW 2065",-33.8286801,151.2060304,0,0.06
"76-82 Persley Street, Orange NSW 2800",-33.2902525,149.1027211,1.17,2.086336
"2 Lowe Street, Queanbeyan NSW 2620",-35.3509771,149.2297636,0,1.03465
"79 Union Rd, Albury North NSW 2640",-36.0549231,146.948833,0.67,2.074656
"96-98 Kennedy Dr Cnr Barrett St, Tweed Heads West NSW 2485",-28.1871503,153.5230014,0,0.03162277
"Cnr Katherine and Horse Park Road, Amaroo ACT 2914",-35.169575,149.1387621,0.082939334,1.194194
"18-20 Zara Street, Goolgowi NSW 2652",-33.9804321,145.7114587,5.56,3.93802
"80 Main Road, Cliftleigh NSW 2321",-32.7916071,151.5190718,0.19390745,0.2780288
"182 Green Valley Rd, Green Valley NSW 2168",-33.9023921,150.8682763,0,0.2785678
"477 Pacific Highway, Artarmon NSW 2064",-33.8105211,151.1774287,0,0.09
"114-118 Bathurst St, Condobolin NSW 2877",-33.0886783,147.1469619,4.98,3.975085
"217 Wentworth Avenue (Corner Bungaree Road), Pendle Hill NSW 2145",-33.8018388,150.9578445,0,0.25
"352-360 Clarinda St Cnr Bushman St, Parkes NSW 2870",-33.133229,148.1737191,2.56,2.992474
"30 Links Ave, EAST BALLINA NSW 2478",-28.8500975,153.5829316,0.84639233,0.01
"450 Quakers Hill Pkw, Quakers Hill NSW 2763",-33.729993,150.9023622,0,0.3397057
"8 - 10 Crystal Street, Petersham NSW 2049",-33.8887037,151.1584302,0,0.07
"14- Bernera Road, Prestons NSW 2170",-33.9359104,150.8703243,0,0.2596151
"116-118 Railside Ave, BARGO NSW 2574",-34.2929107,150.5799718,0.66,0.3448188
"2 Blaxcell St, Granville NSW 2142",-33.8362561,151.0110136,0,0.1843909
"57 Central Coast Hwy, WEST GOSFORD NSW 2250",-33.4268541,151.3288174,0.1,0.09999999
"88 Victoria Rd (Cnr Buller St), Parramatta NSW 2150",-33.8087395,151.0153888,0,0.2051828
"1 Gregory Hills Drive, Gledswood Hills NSW 2557",-34.0199265,150.7630278,0.19173256,0.311127
"100 Briens Road, Northmead NSW 2152",-33.795989,150.9895831,0,0.2334523
"192-196 Waterloo Rd, Greenacre NSW 2190",-33.9062176,151.0573606,0,0.1118034
"37 Woodhouse Dr Cnr Wickfield St, Ambarvale NSW 2560",-34.0844365,150.8019511,0,0.2334523
"63 Maitland Street, Bingara NSW 2404",-29.8709479,150.5729301,4.3,2.532114
"1 St Georges Road, St Georges Basin NSW 2540",-35.0898484,150.5906667,0.92076755,0.08544003
"165 Parramatta Rd, Haberfield NSW 2045",-33.8836487,151.1345345,0,0.0728011
"73 Meninya St, Moama NSW 2731",-36.1081561,144.7528658,1.3549356,1.747341
"15 Clarencetown Road, Dungog NSW 2420",-32.4107657,151.7511257,1.19,0.3397057
"58 Clarence Street, Woolgoolga NSW 2456",-30.1103711,153.1907003,2.02,0.01
