"Address","lat","lon","remoteness","dist_to_coast"
"77 Smith Street, Kempsey NSW 2440",-31.0777413,152.8429997,2.237895,0.1565247
"45 Rookwood road, Yagoona South NSW 2199",-33.9018769,151.0371784,0,0.13
"63-69 Maud St (Cnr Miller St), Mayfield NSW 2304",-32.893631,151.7221415,0,0.05830952
"60 Glenn Street, Belrose NSW 2085",-33.7400708,151.2091309,0,0.09219544
"Oxley Hwy (Uncle Clarrie'S Service Station), Warren NSW 2824",-31.7081065,147.8301665,4.88,3.893071
"369 Pacific Highway, Heatherbrae NSW 2324",-32.7911326,151.7249819,0.14,0.1131371
"139 ? 145 maitland St., Muswellbrook NSW 2533",-32.2820197,150.901486,1.35,1.072986
"418 Liverpool Road, Croydon NSW 2132",-33.8881521,151.1150622,0,0.08062258
"28 Sawtell Rd, TOORMINA NSW 2452",-30.3522207,153.1002242,1.9821894,0
"313 Bobbin Head Road, North Turramurra NSW 2074",-33.7089957,151.1481349,0,0.150333
"3030 Remembrance Driveway, BARGO NSW AUSTRALIA 2574",-34.2550541,150.5739765,0.67,0.3551056
"Pacific Highway, Clybucca NSW 2440",-30.9673913,152.8586653,3.5648375,0.1824829
"75 Allandale Road, Cessnock NSW 2325",-32.8245231,151.3523615,0.42710975,0.3841875
"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225",-34.0015426,151.0871717,0,0.04
"22 East Street, Murrumbateman NSW 2582",-34.9698948,149.0297711,0.70450586,1.389748
"199 Great Western Highway, Katoomba NSW 2780",-33.7070468,150.3168687,0.15,0.8527602
"16 Ballina Rd, Lismore NSW 2480",-28.8134477,153.2758987,0.56,0.2662705
"271A Victoria Road, Drummoyne NSW 2047",-33.8472151,151.1515132,NA,0.11
"534 Guildford Road West (Corner Fowler Road), Guildford West NSW 2161",-33.8514558,150.9722054,0,0.2059126
"115 Mann Street, Nambucca Heads NSW 2448",-30.6394311,152.9886673,2.676293,0.02828427
"7-9 Newbridge Road, Chipping Norton NSW 2170",-33.9283919,150.9772006,0,0.17
"360 Old Maitland Rd Cnr Pacific Hwy, Hexham NSW 2322",-32.8279215,151.6847627,0.18492849,0.1252996
"1595 Mulgoa Rd, Wallacia NSW 2745",-33.864172,150.6405792,0.32952696,0.5
"Lot 201 Appin Road, St Helens Park NSW 2560",-34.1111284,150.7984654,0,0.222036
"741 George St, Windsor South NSW 2756",-33.6387055,150.7839799,0.09533718,0.4738143
"48-50 Aiken Road, West Pennant Hills NSW 2125",-33.7541509,151.0406154,0,0.2280351
"115 Sackville St, FAIRFIELD NSW 2165",-33.8727231,150.9452203,0,0.222036
"2 Brunker Rd, Broadmeadow NSW 2292",-32.9250947,151.7365484,0,0.02828427
"5 Boulder Bay Road, Fingal Bay NSW 2315",-32.7491686,152.169295,0.6370191,0.01414214
"35 Alison Road, Wyong NSW 2259",-33.2833934,151.4211007,0.1,0.09433981
"4352 New England Hwy, GUYRA NSW 2365",-30.2060184,151.6757298,3.271598,1.384955
"79 Queen St, Berry NSW 2535",-34.7750535,150.6951468,0.6850843,0.07615773
"N2 Woollamia Rd, Huskisson NSW 2540",-35.0312141,150.6650255,1.0816749,0.01
"646 Richmond Rd, Glendenning NSW 2761",-33.7375186,150.8531879,0.046488818,0.3720215
"504 Pittwater road, North Manly NSW 2100",-33.7751939,151.2708256,0,0.02
"2 Commercial Rd, Kingsgrove NSW 2208",-33.9396406,151.1005236,0,0.05385165
"9 Mulbring Street, Stanford Merthyr NSW 2327",-32.8277732,151.4914121,0.17,0.2778489
"115 Bellambi Lane, BELLAMBI NSW 2518",-34.3613652,150.8995063,0.11,0.02236068
"2 Southqueen Pl, KARABAR NSW 2620",-35.3713989,149.2327381,0,1.01843
"429 Moama Street, Hay NSW 2711",-34.520003,144.8382307,5.49,3.320964
"181 The River Rd Cnr Uranus Rd, Revesby NSW 2212",-33.9558461,151.0172908,0,0.1208305
"9 Ironbark St, Temora NSW 2666",-34.4475638,147.5528713,2.56,2.92959
"Lot 1548 Roberts Rd, Eastern Creek NSW 2766",-33.8161441,150.8374591,0.08180066,0.3466987
"736-742 Main Road, Edgeworth NSW 2285",-32.9245658,151.6196902,0,0.1264911
"928 Hume Hwy, BASS HILL NSW 2197",-33.8979336,150.994432,0,0.1702939
"293 West Botany Street (Corner Bestic Street), Rockdale NSW 2216",-33.9499614,151.1484667,0,0.01414214
"155-157 Rockwood Road, Yagoona NSW 2199",-33.8931369,151.038516,0,0.1341641
"34 -38 Bellata Street, Gurley NSW 2398",-29.7340255,149.7988494,6.6077156,3.32277
"369 North Rocks Rd, North Rocks NSW 2151",-33.7691602,151.032012,0,0.224722
"917-923 Old Northern Rd, Dural NSW 2158",-33.6831208,151.0287492,0.10560918,0.254951
"745 Main Road, Edgeworth NSW 2285",-32.9236072,151.6212363,0,0.117047
"228 Comur St, Yass NSW 2582",-34.8445805,148.9138907,1.2,1.547676
"108W Fitzroy St, Walcha NSW 2354",-30.9840671,151.5875376,2.85,1.387083
"375 Cressy St, Deniliquin NSW 2710",-35.527325,144.9620059,2.25,2.320194
"4 High Street, Wauchope NSW 2446",-31.4580862,152.7352345,1.79,0.15
"351 Beardy Street, ARMIDALE NSW 2350",-30.5075235,151.6467505,2.13,1.354843
"31-65 Yamba Road, Yamba NSW 2464",-29.4337219,153.3411878,1.86,0.02
"600 Liverpool Rd, Strathfield South NSW 2136",-33.8881101,151.074597,0,0.1063015
"28 - 30 Avoca Drive, Kincumber NSW 2251",-33.4677571,151.3803652,0.1,0.05
"3030 Remembrance Drive, Bargo NSW 2574",-34.2550541,150.5739765,0.67,0.3551056
"379 Albury St, HARDEN NSW 2587",-34.5477135,148.3458044,1.94,2.188927
"65 Kenyons Road, Merrylands West NSW 2160",-33.8367807,150.968495,0,0.224722
"1 Greenfield Rd, Greenfield Park NSW 2176",-33.8713752,150.8901506,0,0.2641969
"99 Tweed Coast Rd, Hastings Point NSW 2489",-28.3692437,153.5725599,0.37831715,0
"196 The River Road, Revesby NSW 2212",-33.9556495,151.0165261,0,0.1208305
"465 Pacific Hwy, WYOMING NSW 2250",-33.4093924,151.3500005,0.1,0.1019804
"45 Bant St, SOUTH BATHURST NSW 2795",-33.4310099,149.5783047,0.79,1.61149
"131 Anzac Parade & Todman Avenue, Kensington NSW 2033",-33.9102707,151.2229186,0,0.04
"48 Illawarra St, PORT KEMBLA NSW 2505",-34.4866832,150.9017531,NA,0.01
"30 Bridge St, Epping NSW 2121",-33.7747403,151.0797567,0,0.1941649
"236 Morrison Road, Putney NSW 2112",-33.8238745,151.1084045,0,0.1392839
"147 Cary St, Toronto NSW 2283",-33.0128966,151.5927672,0,0.07810249
"Cnr. Mudgee & Wallerawang Roads, Lidsdale NSW 2790",-32.591499,149.585683,2.2099888,1.931269
"84 Miller Street, Gilgandra NSW 2827",-31.7089516,148.671571,3.65,3.180566
"9-13 Gunnedah Rd, Tamworth West NSW 2340",-31.0953096,150.9077821,1.7805514,1.885338
"225 Saunders Rd, Oakville NSW 2765",-33.6157019,150.8743111,0.2862342,0.3820994
"2-24 Rawson Pl, HAYMARKET NSW 2000",-33.8811891,151.2056351,NA,0.06708204
"20 Lachlan Street, Condobolin NSW 2877",-33.090408,147.1480786,4.98,3.972002
"10 Limestone Drive, Jerrabomberra NSW 2619",-35.3816069,149.2004121,0,1.043552
"13-15 Village Road, Saratoga NSW 2251",-33.4753558,151.3532147,NA,0.05830952
"Oberon Street, Eugowra NSW 2806",-33.4316946,148.3765577,3.37,2.697573
"87-89 Parramatta Rd, Concord NSW 2137",-33.8678601,151.099381,0,0.1081665
"571 Argyle St (Cnr Yarrawa Rd), Moss Vale NSW 2577",-34.5532143,150.3651509,0.67,0.4716991
"Cnr Pennant Hills Rd & Parkes St, Thornleigh NSW 2120",-33.7767267,151.0527333,0,0.2059126
"217-219 Seven Hills Road, Baulkham Hills NSW 2153",-33.7555124,150.963514,0,0.2758623
"LOT 4 Bomen Rd, Cartwrights Hill NSW 2650",-35.0697536,147.3894114,1.1176432,2.872368
"2 Belinda St, Gerringong NSW 2534",-34.7448059,150.8171295,0.60269105,0.02
"63 Pacific Hwy, Urunga NSW 2455",-30.5019647,153.0122735,2.47,0.01414214
"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",-33.4355688,151.3850682,0.1,0.05385165
"162A Spit Road (Corner Mitchell Road), Mosman NSW 2088",-33.8174658,151.2434109,NA,0.02
"179 Prince St, Grafton NSW 2460",-29.6860298,152.937171,1.93,0.3622154
"450 Creek Ridge Road, GLOSSODIA NSW 2756",-33.5457372,150.7946123,0.4719626,0.4604346
"12-16 Sydney St, Muswellbrook NSW 2333",-32.2678114,150.887956,1.35,1.101136
"39 Sydney Road, Raglan NSW 2795",-33.422734,149.6485351,0.755038,1.558717
"Cnr Bombala & Massie Streets, Cooma NSW 2630",-36.2378437,149.1293728,1.34,0.9535198
"52 Charles St, Coonabarabran NSW 2357",-31.2717112,149.2788526,4.51,2.978003
"66-68 Cessnock Road, Neath NSW 2326",-32.826152,151.4141312,0.32171026,0.3394113
"118 New England Hwy, Rutherford NSW 2320",-32.7209674,151.5394094,0.05804501,0.3052867
"155-165 Chanter St, Berrigan NSW 2712",-35.6557616,145.8015557,2.9403453,2.35648
"1190 Old Windsor Rd Near Miami St (, Parklea NSW 2768",-33.7234674,150.9386529,0.0054563843,0.3182766
"93 Pacific Highway, Charlestown NSW 2290",-32.9662958,151.6957414,0,0.04
"24-28 Crabbes Creek, Crabbes Creek NSW 2483",-28.4557806,153.4960491,0.7741944,0.06
"752 Pacific Highway, Boambee NSW 2450",-30.3442382,153.0692633,2.02,0.04123105
"15 Murray Dwyer Court, Mayfield West NSW 2304",-32.8850782,151.7268158,0.0040110135,0.06708204
"275 Bay Street, Brighton-Le-Sands NSW 2216",-33.9599129,151.1531144,0,0
"57 Central Coast Hig, West Gosford NSW 2250",-33.4268541,151.3288174,0.1,0.09999999
"83 Mustang Dr, Rutherford NSW 2320",-32.7048727,151.4983689,0.3185916,0.3498571
"47 -49 Tobruk Street, Ashmont NSW 2659",-35.1251682,147.329907,1.03,2.831342
"154 Belgrave Street, Kempsey NSW 2440",-31.0796278,152.8326346,2.23,0.1655294
"23 Old Pacific Highway, Brunswick Heads NSW 2483",-28.5535521,153.545739,0.69,0.01
"309 Victoria Rd, Rydalmere NSW 2116",-33.8119597,151.0371167,0,0.1843909
"609 Argyle Street, Moss Vale NSW 2577",-34.5540941,150.3609797,0.67,0.4716991
"132 Old Bathurst Road, Emu Plains NSW 2750",-33.7429741,150.6559515,0,0.537122
"134-138 New England Hwy, Rutherford NSW 2320",-32.7201409,151.5378568,0.05804501,0.3052867
"8 Ogilvie St, DENMAN NSW 2328",-32.3897538,150.6887533,1.76,1.18461
"477 Banna Avenue, Griffith NSW 2680",-34.286843,146.0395872,3.27,3.72607
"83 Camp Street, Grenfell NSW 2810",-33.8958347,148.1651361,2.86,2.701129
"53 Punchbowl Rd, Belfield NSW 2191",-33.9027314,151.0824099,0,0.08602325
"216 Tweed Valley Way, Murwillumbah NSW 2484",-28.3272046,153.4081537,0.22,0.17
"47 Church St (Cnr Mortimer St), Mudgee NSW 2850",-32.5933941,149.5884432,2.1470497,1.931269
"Dean St Cnr Creek St, Albury NSW 2640",-36.0806519,146.9149201,0.67,2.059126
"1 Blade Close, Berkeley Vale NSW 2261",-33.3305371,151.4239515,0.1,0.07211103
"281 Hawkesbury Rd, Winmalee NSW 2777",-33.6823561,150.5997763,0,0.6191123
"202 Bourke St, Glen Innes NSW 2370",-29.7390974,151.7375946,2.66,1.490503
"64 High Street, Wauchope NSW 2446",-31.457565,152.731699,1.79,0.15
"307-311 Barrenjoey Road  (Corner Seaview Avenue), Newport NSW 2106",-33.6564017,151.3181679,0,0.01
"41 Collins St, KIAMA NSW 2533",-34.6680421,150.8532894,0.29,0
"172 Hector St, CHESTER HILL NSW 2162",-33.8889333,151.0054332,0,0.1655294
"262 Maitland Rd (Pacific Highway), Islington NSW 2296",-32.9102266,151.7455596,0,0.03162277
"400 Parramatta Road, Burwood NSW 2134",-33.8686616,151.1014103,0,0.1029563
"1 Blende St, Broken Hill NSW 2880",-31.964128,141.4533598,3.23,3.595622
"Lot 1 Cowpasture Rd, Hoxton Park NSW 2171",-33.9253933,150.8481754,0.02247917,0.2912044
"53 Gregory Cres, Lake Albert NSW 2650",-35.1667337,147.3821687,1.03,2.776058
"82-86 Hamilton Road, Fairfield NSW 2165",-33.8729033,150.9499226,0,0.222036
"85 Bathurst Street, Pitt Town NSW 2756",-33.5855912,150.8584407,0.31037945,0.400125
"34-38 Peisley Street, Orange NSW 2800",-33.2952907,149.1017798,1.17,2.086336
"41 Minmi Rd, WALLSEND NSW 2287",-32.8896321,151.661895,0,0.1063015
"144 Parramatta Rd, GRANVILLE NSW 2142",-33.830508,151.011088,0,0.1843909
"104 George Gibson Dr, Coopernook NSW 2426",-31.8255143,152.6127061,1.9968293,0.08485281
"1563 Wisemanferry Rd, Maroota NSW 2756",-33.472207,150.9748203,1.9381841,0.2941088
"255-257 Stewart Street, Bathurst NSW 2795",-33.4173441,149.5692134,0.79,1.630828
"50 Moulamein Rd, Barham NSW 2732",-35.6201119,144.1318044,3.1180282,2.34983
"Cnr The Horsley Dr & Mcilwraith St, Wetherill Park NSW 2164",-33.852561,150.8903699,0,0.2745906
"188-190 Pennant Hills Rd, Thornleigh NSW 2120",-33.7250345,151.0850239,0,0.2012461
"2 Gidley St, Molong NSW 2866",-33.0902639,148.8695806,2.0159552,2.39416
"272 Princes Highway, Bomaderry NSW 2541",-34.8405552,150.5951316,0.47051477,0.1513275
"153 Princes Highway, Ulladulla NSW 2539",-35.3628828,150.4727191,1.35,0
"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759",-33.7882833,150.7715784,0,0.4134005
"65  Greenbah Road, Moree NSW 2400",-29.4614208,149.8230252,4.23,3.365145
"1403 Princes Hwy, Heathcote NSW 2233",-34.0905951,151.0037378,0.020148417,0.09433981
"795 Luxford Road (Corner Buckwell Drive), Hassall Grove NSW 2761",-33.7353279,150.8366605,0.06331455,0.3883297
"101 Mooney St, Telegraph Point NSW 2441",-31.3406978,152.7926649,2.921959,0.13
"1 Forbes Street, Cargo NSW 2800",-33.4236639,148.8072309,2.47,2.299239
"33351 Newell Highway, Boggabilla NSW 2409",-28.6068856,150.3546882,3.5470672,3.005678
"155 Pennant Hills Rd, Normanhurst NSW 2076",-33.7245245,151.0900699,0,0.1923538
"113 Parry Street, Newcastle West NSW 2302",-32.9255093,151.755791,0,0.02
"14 Abbott Street, Gunnedah NSW 2380",-30.9803961,150.2549653,2.5555394,2.411327
"760 Kingswat, Gymea NSW 2227",-34.0328976,151.085142,0,0.04472136
"93 Princes Hwy, Bodalla NSW 2545",-36.0885671,150.0504989,3.0021172,0.07615773
"34 Wharf St (Cnr Frances St), Tweed Heads NSW 2485",-28.1732793,153.5432378,NA,0.01
"164 Warrimoo Avenue, St Ives Chase NSW 2075",-33.710941,151.1599269,0,0.14
"Briscoe Street, Tibooburra NSW 2880",-29.4292031,142.0106803,16.36009,5.238024
"16 Marine Parade, Stuarts point NSW 2441",-30.8209487,152.9936341,3.33,0.01
"515 Young Street, Albury NSW 2640",-36.0807288,146.9233124,0.67,2.055067
"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",-34.5707071,150.8225386,0.11,0.05
"2-4 Banyette Street (Cnr Station St), Bowral NSW 2576",-34.4811256,150.4154727,0.6,0.4617358
"Weakleys Dr Cnr Balook Dr, Beresfield North NSW 2322",-32.8027696,151.6340839,0.05,0.1788854
"1642 The Horsley Dr, Horsley Park NSW 2164",-33.843808,150.8638141,0.16312785,0.3052867
"13 Southy Street, Jerilderie NSW 2716",-35.3607297,145.7190266,4.0972385,2.599769
"31 Yenda Place, Yenda NSW 2680",-34.2503832,146.1965241,3.274187,3.804694
"47 Nolan Street (Corner Northcliffe Road), Berkeley NSW 2506",-34.4768598,150.8394134,0.11,0.05830952
"Onyx St Cnr Morilla St, Lightning Ridge NSW 2834",-29.4283109,147.973884,9.074118,5.153882
"32 Princes Hwy, Arncliffe NSW 2205",-33.9345892,151.1521516,0,0.02
"Corner Shellharbour & Wattle Roads, Shellharbour NSW 2529",-34.578892,150.8687693,NA,0.01
"185 Pitt Street (Cnr O'Neil St), Merrylands NSW 2160",-33.8340497,150.9917832,0,0.2
"111 Bridge Street, Uralla NSW 2358",-30.647136,151.492601,2.31,1.491207
"42- 50 Sydney Street, Muswellbrook NSW 2333",-32.2686268,150.8867393,1.4119883,1.101136
"155 The Entrance Rd, Erina NSW 2250",-33.4382424,151.3793547,0.1,0.06324555
"602-606 Great Western Hwy, Pendle Hill NSW 2145",-33.8083237,150.942036,0,0.2580698
"82-86 Anson St, Bourke NSW 2840",-30.0950068,145.9414399,10.44,6.343264
"Goobarabah Ave Cnr Gorokan Drive, Lake Haven NSW 2263",-33.2439954,151.5081561,0.1,0.06
"1004 Botany Rd., Mascot NSW 2020",-33.9327122,151.1936435,0,0.02
"Princes Hwy Cnr Deering St, Ulladulla NSW 2539",-35.3580202,150.4741047,1.35,0.01
"709 Cabramatta Road, Bonnyrigg NSW 2177",-33.8930954,150.8923798,0,0.254951
"190 Peel Street, Tamworth NSW 2340",-31.0852325,150.9251793,1.67,1.872966
"76-78 Shirley Street, Byron Bay NSW 2481",-28.6400101,153.6034257,NA,0.02
"118 Coxs Road, North Ryde NSW 2113",-33.8014883,151.1303335,0,0.130384
"199 Anderson Drive, Beresfield NSW 2322",-32.8027151,151.6514073,0.05,0.1612452
"102 Hooke St, Dungog NSW 2420",-32.3981953,151.7485137,1.3618706,0.3612478
"26 Inverell Street, Delungra NSW 2403",-29.6528615,150.8271044,4.22,2.357223
"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",-33.9221846,147.2006745,4.21,3.484853
"1 Morilla Street, LIGHTNING RIDGE NSW 2834",-29.4292557,147.9748365,9.07397,5.153882
"Corner Quondola Street & Bullara Street, Pambula NSW 2549",-36.9304569,149.8735881,4.47,0.03
"431 The Entrance Rd, Long Jetty NSW 2261",-33.3601584,151.4827508,NA,0.01
"625 Pittwater Road, Dee Why NSW 2099",-33.7557896,151.282715,0,0.01414214
"143 Kildare Road, Blacktown NSW 2148",-33.768417,150.8915565,0,0.3220248
"11 Kirribilli Avenue, Coomba Park NSW 2428",-32.2364687,152.4741013,2.9438193,0.06324555
"281 New Canterbury Rd, Lewisham NSW 2049",-33.8985445,151.1456662,0,0.06082762
"71 Minjungbal Dr, Tweed Heads South NSW 2486",-28.1946654,153.542089,0,0.02236068
"42 Sharp Street, Cooma NSW 2630",-36.2327012,149.1317408,1.34,0.9436631
"198 Hill End Road, Doonside NSW 2767",-33.7472166,150.8722438,0,0.35
"6,Doyle Rd, Revesby NSW 2210",-33.9458271,151.0186906,0,0.1252996
"66 Oxford St, Gateshead NSW 2290",-32.9783366,151.6835265,0,0.05
"197 Princes Hwy, Ulladulla NSW 2539",-35.3661842,150.4711849,1.35,0
"132 Maitland Road, Mayfield NSW 2304",-32.9017846,151.7419818,0,0.04123105
"35-37 Williwa St, PORTLAND NSW 2847",-33.3531737,149.9800464,1.1769177,1.287245
"270 Gipps Rd, KEIRAVILLE NSW 2500",-34.4147183,150.8751349,0.11,0.03
"65 Bowral Rd, Mittagong NSW 2575",-34.4525,150.4383185,0.58,0.4455334
"396-404 Forest Road, Hurstville NSW 2220",-33.9648828,151.0990431,0,0.05
"142 Marsh St Cnr Barney St, Armidale NSW 2350",-30.5168864,151.6676611,2.13,1.333604
"85 Muldoon Street, Taree NSW 2430",-31.8974702,152.4506035,1.62,0.1486607
"Northgate Ctr 224 Princess Hway, Fairy Meadow NSW 2519",-34.4034237,150.891736,0.11,0.01
"19 ? 30 Kelly St., Scone NSW 2337",-32.0399054,150.8653335,2.03771,1.259921
"23-29 Isabella Street, Wingham NSW 2429",-31.869001,152.376828,1.9135404,0.2302173
"670 New Canterbury Road (Corner Melford Street), Hurlstone Park NSW 2193",-33.905045,151.1300447,0,0.05385165
"521 Carrington Road, LONDONDERRY NSW 2753",-33.6450867,150.736231,0.15363073,0.5220153
"208 Byron Street, Inverell NSW 2360",-29.77059,151.115441,3.04,2.043624
"20 Waratah Street, Bendalong NSW 2539",-35.246506,150.5317491,2.04168,0.01
"101 MacQueen St, ABERDEEN NSW 2336",-32.1655489,150.890983,1.62,1.152562
"940 Pittwater Road & Hawkesbury Avenue, Dee Why NSW 2099",-33.7491481,151.2901723,0,0.01
"66 Captain Cook Drive, Caringbah NSW 2229",-34.0327784,151.123995,0,0.02
"158-162 Gregory Street, South West Rocks NSW 2431",-30.8997236,153.0412954,2.98,0.02236068
"90 Princes Highway, Milton NSW 2538",-35.3170868,150.4371123,1.3547442,0.04
"Lot 1 Great Western Highway (Cnr Rydal Rd), South Bowenfels NSW 2790",-33.5059052,150.1239386,0.6319495,1.118034
"76 Lascelles St, Braidwood NSW 2622",-35.4461188,149.8020965,2.6229265,0.4743416
"465 Pacific Hwy, Wyoming NSW 2250",-33.4093924,151.3500005,0.1,0.1019804
"10 George Street, Marulan NSW 2579",-34.7157869,150.001892,1.6956588,0.735527
"1049 Armidale Rd, NEMINGHA NSW 2340",-31.1240263,150.9906809,1.7235157,1.792345
"112 Rookwood (Cnr Brunker) Rds, Yagoona NSW 2199",-33.8985197,151.0370842,0,0.1341641
"298 Stewart St (Cnr Rocket St), Bathurst NSW 2795",-33.4194869,149.5665072,0.79,1.630828
"386 Pennant Hills Rd, Pennant Hills NSW 2120",-33.7392914,151.0680594,0,0.2154066
"303 Tweed Valley Way, South Murwillumbah NSW 2484",-28.330914,153.4017918,0.22,0.1676305
"1 Main St, Grenfell NSW 2810",-33.8943414,148.1580559,2.86,2.709686
"592-596 Old Northern Rd, Dural NSW 2158",-33.6942811,151.0312614,0.055803835,0.2505993
"49/51 Meninya St, Moama NSW 2731",-36.1112085,144.7549138,1.32,1.737383
"42 Lawrence Hargrave, Austinmer NSW 2515",-34.3004516,150.9388366,0.11,0
"44 Foster St, Lake Cargelligo NSW 2672",-33.299256,146.3700727,6.031847,4.522035
"632 Warringah Road, Forestville NSW 2087",-33.7600027,151.2143834,0,0.07071067
"9 Armidale Road, Coutts Crossing NSW 2460",-29.8282202,152.8914749,2.4425209,0.3635932
"9-11 Roberts Road, Greenacre NSW 2190",-33.8943463,151.0667049,0,0.1081665
"140 Adelaide St, Blayney NSW 2799",-33.5280371,149.2564612,1.6943011,1.847431
"2 Parkes St, Trundle NSW 2875",-32.9232565,147.7089275,4.93,3.507207
"Lot 12, 51 Pacific Highway, Viney Creek NSW 2324",-32.6153581,152.0799935,1.933887,0.07
"53 George Street, Singleton NSW 2330",-32.5618882,151.1748905,0.67,0.688186
"1-7 Buchanan St, Murwillumbah NSW 2484",-28.3268979,153.4093121,0.22,0.17
"1 Park St, GLOUCESTER NSW 2422",-32.0055851,151.9582503,2.4108672,0.5629387
"Lot 6 Princes Highway, Tomerong NSW 2540",-35.0500748,150.5764997,1.0306293,0.09999999
"518 Rocky Point Road, Sans Souci NSW 2219",-33.992469,151.1324083,NA,0.01
"Isabella St Cnr Primrose St, Wingham NSW 2429",-31.8690079,152.374259,1.9135404,0.2302173
"237 Union St Cnr Three Chain Rd, Lismore South NSW 2480",-28.8204918,153.2647394,0.56,0.2692582
"5885 Tweed ValleyWay, Mooball NSW 2483",-28.4418108,153.4916218,0.7890474,0.06
"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",-33.4939697,151.3207839,NA,0.03
"70 Vales Road, Mannering Park NSW 2259",-33.1523,151.5371922,NA,0.08062258
"325 Main Street, Lithgow NSW 2790",-33.4834663,150.1409544,0.66,1.109414
"611-615  Mimosa Street (Corner Forest Road), Bexley NSW 2207",-33.9525339,151.1155559,0,0.04
"3 Cudgery Street, Dorrigo NSW 2453",-30.3402653,152.7100932,3.096252,0.3453983
"126 Pacific Hwy, Swansea NSW 2281",-33.088127,151.6382615,NA,0.02236068
"69 Queen Street, Barraba NSW 2347",-30.3811713,150.6093872,3.93,2.401416
"73-75 Bulahdelah Way, Bulahdelah NSW 2423",-32.4097102,152.2105785,1.78,0.1697056
"461 Ocean Drive, Laurieton NSW 2443",-31.6437716,152.79778,1.6,0.02828427
"1 Ebor St, EBOR NSW 2453",-30.3980174,152.3531545,6.2830415,0.6791171
"6-8 Queen Elizabeth Dr, ARMIDALE NSW 2350",-30.5035046,151.6511207,2.13,1.344954
"72 Thorney Road, Fairfield West NSW 2165",-33.8736135,150.9241641,0,0.2385372
"17 South St, TELARAH NSW 2320",-32.7285053,151.5356625,0.05,0.3052867
"680 Great Western Hwy, FAULCONBRIDGE NSW 2776",-33.7054533,150.5284193,0,0.6708204
"378 Pacific Highway, Belmont North NSW 2280",-33.0227698,151.6642195,0,0.02236068
"17 Sandwych St, Wentworth NSW 2648",-34.1067114,141.9179934,3.0081944,3.080584
"360 Park Road, Regents Park NSW 2143",-33.8794032,151.0249055,0,0.1526434
"340 North Rocks Road, North Rocks NSW 2151",-33.7689695,151.030469,0,0.224722
"77 Medley St, Gulgong NSW 2852",-32.3667511,149.5323259,2.56,2.097236
"13-15 Doonside Rd, Doonside NSW 2767",-33.7655083,150.8695936,0,0.3466987
"2 Simeoni Drive, Goonellabah NSW 2480",-28.822773,153.3279459,0.56,0.2202272
"198 Great Western Highway, Hazelbrook NSW 2779",-33.7210055,150.4519926,0.09,0.7261542
"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",-34.6082192,150.2282839,1.5044053,0.5738466
"52 Lachlan St, Kempsey South NSW 2440",-31.0936185,152.837045,2.23,0.1565247
"47 Orana Road, Gwandalan NSW 2259",-33.136397,151.5813172,0.32,0.05099019
"Lot 451 Princes Hwy, East Lynne NSW 2536",-35.5709095,150.2643906,2.534903,0.07211103
"13-15 Summerland Way, Kyogle NSW 2474",-28.5855621,152.9879322,1.615223,0.5707889
"102 - 106 Wyong Road, Killarney Vale NSW 2261",-33.3672878,151.4649102,NA,0.02236068
"4 Davis Street, Currabubula NSW 2342",-31.2607922,150.737884,2.91893,1.876832
"3012 Sturt Highway, Alfredtown NSW 2650",-35.1609398,147.5122299,1.4602833,2.733807
"14319 Pacific Hwy, Nabiac NSW 2312",-32.0934312,152.3844886,2.2519948,0.1236932
"21 Ryde Rd, Pymble NSW 2073",-33.7519745,151.1439048,0,0.1341641
"74 Princess Highway, ULLADULLA NSW 2539",-35.3507915,150.4760062,1.35,0.01
"451 Nth Liverpool Rd, Bonnyrigg NSW 2177",-33.8942831,150.857951,0,0.2915476
"13-15 Pacific Hwy Cnr Costa Ave, Charmhaven NSW 2263",-33.2411496,151.4974539,0.053273395,0.07
"1 Coonamble Road (Warren Fuels), Warren NSW 2824",-31.6950878,147.8413285,4.927854,3.889087
"86 Kenthurst Road, Kenthurst NSW 2156",-33.6821972,151.010796,0.10506984,0.2640076
"Sturt Highway, Balranald NSW 2715",-34.6043824,143.277155,6.5128036,3.614485
"5 Casino Road, Junction Hill NSW 2460",-29.6450818,152.9268645,1.93,0.3785498
"Cnr Mitchell Hwy and Wheelers Lane, Dubbo NSW 2830",-32.2559354,148.6314256,2.1,2.929249
"1325 Gloucester Rd, Wingham NSW 2429",-31.8722208,152.3646132,1.850098,0.2332381
"Cnr Queen & Parliament Streets, Corowa NSW 2646",-33.8500363,151.0320518,0,0.156205
"472 Cabramatta Rd, MOUNT PRITCHARD NSW 2170",-33.8970376,150.9123508,0,0.2370654
"91 Glossop St, North St Marys NSW 2760",-33.7609528,150.7807238,0,0.4159327
"114 Tongarra Rd, Albion Park NSW 2527",-34.57042,150.7766306,0.15190797,0.09486832
