"Record ID","Catalog Number","Match Taxon Concept GUID","Scientific Name","Vernacular Name","Matched Scientific Name","Taxon Rank - matched","Vernacular Name - matched","Kingdom - matched","Phylum - matched","Class - matched","Order - matched","Family - matched","Genus - matched","Species - matched","Subspecies - matched","Institution Code","Collection Code","locality","Latitude - original","Longitude - original","geodetic Datum","Latitude - processed","Longitude - processed","Coordinate Uncertainty in Metres - parsed","Country - parsed","Collector","Year - parsed","Month - parsed","Event Date - parsed","Basis Of Record - original","Basis Of Record - processed","Sex","Taxon identification issue","Location Quality","Data Resource ID","Remoteness index","Distance - to coast","Occurrence status assumed to be present","Country inferred from coordinates","First of the month","Geodetic datum assumed WGS84","Name not recognised"
"07aed9d4-0996-4641-b05e-388c5ed53f6f","","","","","","","","","","","","","","","","","","278 Sandgate Road, Shortland NSW 2307","-32.8874441","151.6952094","","-32.8874441","151.6952094","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.08485281","true","true","true","true","true"
"07f0c964-a340-45ac-b0c9-1b5292aafe85","","","","","","","","","","","","","","","","","","Newell Highway, Boggabilla NSW 2409","-28.7311298","150.2724769","","-28.7311298","150.2724769","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","5.1713085","3.118878","true","true","true","true","true"
"07f7e05f-4011-417b-a61b-b645e792fc51","","","","","","","","","","","","","","","","","","52 Mitchell Street, Eden NSW 2551","-37.0652594","149.8989719","","-37.0652594","149.8989719","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","4.95","0.01","true","true","true","true","true"
"0800d108-e629-422d-a860-f62a1dfc2d20","","","","","","","","","","","","","","","","","","The Entrance Rd Cnr Bellevue Rd, Forresters Beach NSW 2260","-33.4091248","151.4618696","","-33.4091248","151.4618696","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.1","0.01","true","true","true","true","true"
"0801587a-fefd-4dff-8ad0-ef108b685e0b","","","","","","","","","","","","","","","","","","205 Ferguson St, GLEN INNES NSW 2370","-29.7345431","151.7288446","","-29.7345431","151.7288446","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","2.66","1.5003","true","true","true","true","true"
"080c960d-a88c-459b-ad4d-871e5470d837","","","","","","","","","","","","","","","","","","862 Hume Highway, Bass Hill NSW 2197","-33.9010513","150.9990874","","-33.9010513","150.9990874","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.1640122","true","true","true","true","true"
"0823feaf-21e7-41ac-af1c-6aa37c217d52","","","","","","","","","","","","","","","","","","2893 Nelson Bay Rd, Salt Ash NSW 2318","-32.7867076","151.9335751","","-32.7867076","151.9335751","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.45496523","0.03","true","true","true","true","true"
"0879e5f4-88a5-455a-9279-54de75eab558","","","","","","","","","","","","","","","","","","735 George Street, Bligh Park NSW 2756","-33.6364679","150.7838938","","-33.6364679","150.7838938","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.09533718","0.4738143","true","true","true","true","true"
"088071af-6766-4a46-94d9-d4146bd49656","","","","","","","","","","","","","","","","","","261-265 Princes Highway, Bulli NSW 2516","-34.335641","150.9132751","","-34.335641","150.9132751","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.11","0.01","true","true","true","true","true"
"08880920-a1db-4108-9d8a-83d2d8fe07ce","","","","","","","","","","","","","","","","","","81 Barton St, Kogarah NSW 2217","-33.9737945","151.1460919","","-33.9737945","151.1460919","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.01","true","true","true","true","true"
