POA,resident_population,seifa_score
5161,9786,967.1665566
5162,33428,952.1174971
5163,14159,905.5083174
5164,5141,816.8976602
5165,5273,911.0721025
5166,1943,890.2529476
5167,5253,975.1754386
5168,4738,915.2348879
5169,13916,967.3324448
5170,1130,987.4764422
5171,5714,1023.59672
5172,3920,1039.623233
5173,11804,945.6691764
5174,2556,950.64523
5201,1752,1025.580821
5202,598,974.6828507
5203,1013,963.1134643
5204,2350,936.9482425
5210,1737,1007.008084
5211,14457,950.1486935
5212,1967,959.4318262
5213,1071,982.4651481
5214,7784,932.8266147
5220,142,932.1844498
5221,216,896.7829187
5222,598,979.5805178
5223,3459,965.3682476
5231,1168,1059.879805
5232,470,1065.06258
5233,1385,1034.42664
5234,1302,1033.824187
5235,1935,982.0333426
5236,598,982.0581447
5237,74,869.9741386
5238,3704,912.9285156
5240,527,1054.998901
5241,2343,984.6135948
5242,1074,1037.932496
5243,919,1072.790013
5244,4309,1036.695815
5245,3433,1063.783748
5250,3106,1063.454367
5251,12693,997.0581829
5252,5795,1018.026831
5253,17879,878.6291309
5254,2266,968.8512539
5255,8518,988.3186949
5256,1121,924.3983231
5259,711,911.871771
5260,1794,865.2093818
5261,391,1025.336292
5262,532,1035.71849
5263,336,1062.265292
5264,1496,947.9853181
5265,818,1009.959245
5266,278,986.3992983
5267,2153,1005.503822
5268,2997,941.6911697
5269,275,944.3324216
5270,1015,1026.13408
5271,6723,960.3798156
5272,982,1043.641145
5275,2290,955.0759046
5276,1399,990.0005425
5277,2572,924.2658706
5278,523,926.1878804
5279,378,781.878378
5280,7466,919.4218664
5290,24913,909.0506201
5291,8538,1002.286487
5301,481,970.6872329
5302,844,977.8730069
5303,413,1016.259132
5304,559,929.1780234
5307,579,970.8138375
5308,229,969.4175636
5309,159,989.8268903
5311,586,971.1431309
5320,611,868.6325658
5321,442,901.8403235
5322,955,938.9371531
5330,3049,906.9097442
5331,642,935.4485302
5332,120,880.157844
5333,5604,936.3076193
5340,1334,964.1372098
5341,7479,895.4019327
5342,1155,955.9218715
5343,5104,885.5276055
5344,930,943.1071087
5345,3444,888.302392
5346,423,921.0855354
5350,438,1063.828276
5351,5620,1022.646968
5352,4962,1009.196517
5353,3874,974.1727628
5354,451,888.0523065
5355,7046,973.5913541
5356,635,943.0593999
5357,623,932.1726473
5360,1099,1030.946703
5371,1389,1009.985204
5372,1925,972.0434684
5373,3147,944.4432935
5374,1484,918.7003257
5381,335,903.5637714
5400,896,984.3869277
5401,875,939.0620184
5410,225,938.6011526
5411,309,933.6425799
5412,1208,941.1245285
5413,737,941.6101427
5414,251,1012.590228
5415,369,1056.324562
5416,157,952.5769278
5417,1761,954.2494925
5419,236,961.0688572
5421,232,841.3543055
5422,1938,832.455374
5431,838,979.9912148
5433,1456,945.9697059
5434,247,934.0421587
5440,493,1001.749998
5451,600,995.8563802
5452,450,1026.303879
5453,4526,993.9267784
5454,378,986.9474469
5460,633,924.1284781
5461,2566,941.1249741
5462,377,935.2409173
5464,413,968.6346744
5470,227,962.0836033
5472,261,953.6687498
5473,788,905.7920975
5480,791,970.3839843
5481,522,970.596884
5482,584,997.8210874
5483,406,996.9566086
5485,815,979.3971298
5490,178,1010.207689
5491,1723,973.801907
5495,520,898.9744756
5501,6684,960.2834999
5502,1649,971.0390721
5510,361,962.7857402
5520,619,869.3649821
5521,378,959.4723609
5522,1559,924.0743538
5523,1683,960.375582
5540,15245,870.8268133
5550,867,876.5782866
5552,86,739.4655487
5554,5206,929.717036
5555,517,997.7194744
5556,3669,877.2567458
5558,3996,917.2605938
5560,417,926.9485243
5570,839,933.2176093
5571,1582,923.7511144
5572,389,1037.952641
5573,2067,911.1048039
5575,2972,956.7561861
5576,844,919.3064692
5577,197,865.0986465
5580,436,975.4649155
5581,489,925.0481421
5582,544,921.3268789
5583,687,888.2252467
5600,7041,992.6757187
5601,165,699.6042598
5602,1067,939.169317
5603,226,921.9495681
5604,136,950.8602166
5605,1818,943.12099
5606,14083,931.1410609
5607,4591,995.8099962
5608,13847,836.81898
5609,1386,1034.83107
5630,219,1020.657473
5631,1045,984.7579901
5633,433,996.0211782
5640,971,976.1981127
5641,1145,1022.733447
5642,532,1059.172901
5650,301,1020.49523
5652,556,981.9699868
5654,357,991.2278215
5670,292,960.3614677
5680,2288,965.8742903
5690,4038,907.1382578
5700,11768,879.898659
5710,2951,991.1297438
5720,215,952.1371244
5722,594,879.0378903
5723,1694,869.1704582
5724,669,679.565795
5725,4713,1086.493834
5731,1141,967.3488209
5732,170,737.6302796
5734,165,619.5528185
7000,13454,1040.016262
7004,7170,1045.894106
7005,12633,1072.746364
7007,2931,1077.767187
7008,11826,1006.2697
7009,12350,911.2168683
7010,15871,874.5103344
7011,14425,901.1002668
7012,829,986.965196
7015,9907,1026.223689
7016,2674,813.5566672
7017,4729,1028.056041
7018,20074,985.1596223
7019,5491,825.167205
7020,2449,1070.594357
7021,2289,1032.285402
7022,835,995.2635436
7023,330,991.3887213
7024,460,1048.569933
7025,1848,1034.137431
7026,846,952.3633947
7027,372,854.7318689
7030,16797,851.2925264
7050,11770,1002.674162
7052,6734,1042.820452
7053,3508,1083.988566
7054,7960,1038.563435
7055,412,1011.546456
7109,7908,952.5258186
7112,2793,918.9375791
7113,1108,940.6331083
7116,2357,906.9257431
7117,763,900.3403447
7120,2007,879.665764
7140,10645,878.8348772
7150,2673,990.3633521
7155,984,1018.418519
7162,640,1047.435377
7163,238,1006.652227
7170,4691,1089.495882
7171,3011,965.6111899
7172,3152,938.8043176
7173,6198,938.0713038
7176,415,947.0544125
7177,469,898.8010775
7178,356,920.0971309
7179,338,932.9805626
7180,274,908.9383322
7182,251,887.2599159
7183,88,922.0464764
7184,768,860.2657152
7186,280,904.7704442
7190,3004,906.3217508
7209,420,937.1767582
7210,995,877.4686886
7211,426,938.8654586
7212,1835,981.0190955
7213,301,846.7657131
7214,653,828.9401602
7215,3294,909.2155019
7216,3395,885.5265913
7248,15409,851.7112709
7249,12311,946.4180146
7250,47228,968.7469613
7252,2270,1016.584822
7253,5097,827.1391283
7254,490,960.351174
7255,705,978.4409606
7256,1570,953.1103917
7257,65,676.7135274
7258,941,1064.908777
7259,457,938.230568
7260,3208,907.3087062
7261,204,821.9192671
7262,1709,944.3488706
7263,734,913.4328089
7264,681,865.6930034
7265,273,882.3510562
7267,879,981.1947221
7268,1061,976.4787528
7270,4106,903.9268703
7275,3053,983.5021098
7276,560,949.8106856
7277,5258,1028.72338
7290,2062,980.016227
7291,867,985.6779358
7292,689,979.6782056
7300,3046,973.0512694
7301,4029,929.2811317
7302,1774,935.8386617
7303,2334,948.7319172
7304,5864,928.0695636
7305,1236,885.7837731
7306,3947,924.4705641
7307,9248,945.6812607
7310,27164,909.3773758
7315,14292,924.8772251
7316,6022,959.9690706
7320,16712,898.0894148
7321,4682,956.6691798
7322,3980,904.0825248
7325,8549,924.6280391
7330,6748,921.1436192
7331,483,957.6143842
7467,1979,871.238186
7468,661,942.7137651
7469,930,884.9173317
7470,920,878.3439038
3000,20609,1029.883273
3002,4721,1126.075607
3003,3746,1088.317361
3004,7734,1116.170819
3005,690,1104.37155
3006,11301,1110.393779
3008,5092,1114.515518
3011,18043,979.6652871
3012,23125,973.3617421
3013,13772,1053.904964
3015,16177,1057.664247
3016,14734,1072.622573
3018,11777,1008.579783
3019,8187,838.6066932
3020,40535,888.105204
3021,51764,866.6912051
3022,2827,881.2422478
3023,55675,993.2741683
3024,17984,983.1452683
3025,11391,913.1037703
3026,87,684.9833381
3027,3229,1074.166695
3028,27767,961.9575248
3029,68421,996.645672
3030,77718,1021.6045
3031,17273,986.1485061
3032,25374,1036.10567
3033,13255,1019.300404
3034,10981,992.2359511
3036,5831,1073.952086
3037,46893,1011.877375
3038,28191,1022.267334
3039,13558,1064.703659
3040,23859,1074.244652
3041,11331,1074.80246
3042,14374,1009.217452
3043,17372,981.3206037
3044,24454,1018.067817
3045,140,1046.704817
3046,30798,949.2080783
3047,18993,805.406113
3048,18097,833.6363521
3049,8779,1007.540843
3051,11753,989.8868931
3052,4668,1077.671212
3053,13509,979.7868927
3054,8273,1090.089856
3055,13149,1025.760179
3056,22768,1047.084267
3057,8492,1059.875624
3058,31574,1004.406574
3059,11939,1062.941522
3060,12605,904.4341678
3061,5465,827.4562854
3063,672,1020.80284
3064,53153,964.8255572
3065,9435,986.8258512
3066,6463,937.2703571
3067,4913,1070.916533
3068,17244,1077.12459
3070,22929,1056.300904
3071,17420,1023.313035
3072,29921,982.5859323
3073,47644,939.4221579
3074,20331,884.8800878
3075,19864,885.0532424
3076,26335,973.7416436
3078,10535,1068.342746
3079,14863,1092.234987
3081,13440,911.3981894
3082,30521,1006.31175
3083,28060,1018.485409
3084,24272,1080.352943
3085,13731,1064.189964
3087,8983,1019.07948
3088,26445,1060.891562
3089,11529,1085.932418
3090,2105,1124.51312
3091,1511,1097.734577
3093,3773,1099.465711
3094,8758,1061.997285
3095,27631,1106.093759
3096,1950,1081.017887
3097,1292,1122.144954
3099,4879,1075.387311
3101,23882,1119.100597
3102,6010,1104.497105
3103,15293,1099.041798
3104,20328,1104.243923
3105,10877,1051.96972
3106,16477,1108.362384
3107,13152,1074.728995
3108,18372,1057.27187
3109,27039,1065.109466
3111,11795,1097.222413
3113,8474,1128.193781
3114,3713,1151.197368
3115,3833,1123.868266
3116,9111,1040.23901
3121,26115,1040.930996
3122,21180,1099.665146
3123,13108,1112.538564
3124,20004,1130.271521
3125,13165,1044.566159
3126,7846,1140.428529
3127,18069,1124.800826
3128,17369,1037.416417
3129,16057,1056.860701
3130,30402,1066.879993
3131,21013,1030.305183
3132,14822,1055.722785
3133,21334,1077.049721
3134,31123,1050.054213
3135,19025,1041.039926
3136,40958,1029.153203
3137,13092,1005.000213
3138,20708,1026.695695
3139,13554,1004.898717
3140,15657,1022.30734
3141,19144,1080.703589
3142,12873,1123.694222
3143,8761,1102.903486
3144,10311,1123.799493
3145,21326,1103.19489
3146,24943,1122.488185
3147,13651,1058.771139
3148,7822,1024.413343
3149,32058,1073.273903
3150,58316,1076.678574
3151,10132,1042.63752
3152,31246,1061.139544
3153,19674,990.1093965
3154,4232,1040.239595
3155,20836,993.6523352
3156,35638,1032.967295
3158,6966,1052.783244
3159,2569,1059.686509
3160,9091,1047.472415
3161,14573,1103.877469
3162,16431,1097.626644
3163,29531,1058.369877
3165,25911,1057.116573
3166,22336,1033.946013
3167,9129,1019.001167
3168,16895,999.8040564
3169,19111,960.0711163
3170,17658,1040.815953
3171,19766,876.9594887
3172,22362,965.417386
3173,19886,978.5192695
3174,35761,897.9052792
3175,47990,896.241077
3177,10237,844.1921353
3178,34796,1074.941484
3179,5891,1035.113854
3180,7138,1030.938963
3181,18258,1068.124017
3182,20630,1064.4935
3183,17930,1063.017525
3184,14638,1095.289502
3185,12200,1081.081899
3186,21246,1129.903759
3187,15831,1108.744273
3188,16879,1080.969858
3189,5289,1040.117986
3190,10268,1053.042804
3191,9334,1111.847718
3192,20285,1040.168262
3193,18787,1124.493945
3194,11663,1053.717806
3195,34113,1070.19902
3196,23602,1012.582314
3197,11181,1039.45547
3198,16037,963.6545647
3199,52668,982.4415447
3200,5633,807.6435697
3201,19098,957.8795338
3202,2772,1092.424277
3204,28214,1074.395
3205,9325,1050.111719
3206,10026,1100.763188
3207,14521,1084.26128
3211,1391,1025.88382
3212,14146,1013.285529
3214,23416,813.3139984
3215,19815,956.5952602
3216,52047,1024.07237
3217,1252,1088.060492
3218,12602,993.3187601
3219,20056,913.0633512
3220,15306,1048.075523
3221,7905,1039.657142
3222,12067,1000.803978
3223,6515,940.6335435
3224,10122,1009.526079
3225,3884,1049.918873
3226,12566,1037.041671
3227,4339,1075.119254
3228,14658,1080.512288
3230,2453,1031.000159
3231,1416,1049.073055
3232,1046,1018.412237
3233,1738,984.4461418
3235,371,1038.073524
3236,239,936.7232152
3237,480,975.4186351
3238,203,988.5411831
3239,382,952.0627973
3240,2079,1068.081418
3241,2240,952.8521455
3242,740,1009.246078
3243,636,1045.816859
3249,2905,1000.165067
3250,11781,916.1472672
3251,657,931.1065206
3254,383,958.9024971
3260,4459,948.893104
3264,2358,934.6349951
3265,2775,1009.314165
3266,3426,976.7257064
3267,290,1033.708284
3268,2551,1006.545763
3269,973,1030.987351
3270,141,953.5027481
3272,1665,959.5218347
3273,121,1059.897253
3274,352,995.9329744
3275,472,1020.9574
3276,515,1011.845738
3277,1887,1012.568189
3278,455,1019.895115
3280,29975,965.7214254
3281,1742,1051.340726
3282,2314,999.9753803
3283,942,1046.46588
3284,3087,997.8425995
3285,1255,1027.03784
3286,617,990.9330343
3287,434,1016.208748
3289,731,975.0565483
3292,311,994.9313618
3293,263,966.2019381
3294,753,1016.816115
3300,10095,960.1907886
3301,1646,1061.335262
3302,556,1006.650518
3303,418,987.3156825
3304,2464,923.5922121
3305,12634,938.8725006
3309,224,988.8488862
3310,368,941.2249672
3311,1768,916.8399386
3312,939,1013.17103
3314,772,1046.170804
3315,1650,955.6519196
3317,317,994.2202492
3318,975,928.0814152
3319,325,957.6490493
3321,1186,1028.058506
3324,561,932.3604142
3325,512,966.1554932
3328,1481,1019.480634
3329,315,1046.813455
3330,433,957.8118078
3331,4186,1032.473552
3332,948,998.2379107
3333,736,986.1539906
3334,492,981.1883376
3335,1761,912.4899255
3337,31922,948.3002988
3338,15798,936.3083067
3340,18008,994.16353
3341,1520,1037.80502
3342,3136,971.8019057
3345,1222,992.5584858
3350,54356,992.2003608
3351,7734,991.2010285
3352,14635,1016.414226
3355,13019,888.210574
3356,14339,898.0640333
3357,3233,1052.793174
3360,787,953.0397575
3361,925,969.9153152
3363,3293,951.7991506
3364,2028,1016.923281
3370,1656,892.0806913
3371,1204,919.9055397
3373,1805,908.9048973
3374,569,997.735839
3375,248,1012.761701
3377,8673,918.4950143
3378,328,1085.439722
3379,586,937.1084932
3380,6158,899.3637088
3381,976,1003.200752
3384,839,980.0810236
3385,592,991.012176
3387,332,1025.049036
3388,549,966.0019445
3390,992,938.3437524
3391,262,975.972574
3392,669,919.0104762
3393,2744,924.5920341
3395,642,995.4144706
3396,555,947.1665003
3400,14280,949.3682798
3401,4523,1039.312247
3407,333,981.6770829
3409,1073,1011.015863
3412,216,891.3951497
3413,252,1052.470154
3414,1660,899.3768121
3418,2799,954.7515271
3419,1071,962.0246791
3420,298,1022.81367
3423,633,878.2287878
3424,740,946.3712496
3427,2281,964.0709639
3428,653,1020.209577
3429,34558,1024.436645
3430,433,1029.742706
3431,3758,1081.258719
3433,320,1085.06168
3434,4427,1024.798293
3435,2710,1011.67019
3437,8697,1079.133603
3438,2379,1078.371942
3440,1851,1084.08348
3441,1320,1118.884609
3442,7187,1057.262792
3444,8472,985.6099371
3446,614,967.3074177
3447,463,972.6370286
3448,678,1005.911537
3450,6768,950.1765659
3451,4798,986.9228066
3453,1547,1010.333956
3458,1711,1001.62784
3460,2563,949.541165
3461,3952,990.4528364
3462,985,957.8760201
3463,2851,983.2735231
3464,1145,949.6291853
3465,8638,879.1911888
3467,1256,895.9726384
3468,237,934.1090992
3469,418,948.9496347
3472,1407,861.1729297
3475,299,900.6698974
3477,398,959.6014991
3478,3028,908.0075494
3480,1692,939.5578518
3482,455,1000.352676
3483,659,953.03381
3485,193,885.0814331
3490,1086,942.387862
3491,430,980.6061574
3494,638,935.6976373
3496,5837,917.012345
3498,5024,974.5314386
3500,30659,907.0786567
3501,1947,1009.806103
3505,4636,924.9388716
3507,415,1030.502737
3509,200,979.2312523
3512,555,1025.061458
3515,897,1005.043049
3516,758,965.7038545
3517,1507,899.1537618
3518,1299,882.1561258
3520,248,808.2856825
3521,732,966.5782516
3522,404,980.3193328
3523,3503,911.5901341
3525,1281,953.2551923
3527,786,924.7038118
3530,339,996.7273855
3531,321,979.2068047
3533,842,935.6680595
3537,1171,970.4046572
3540,360,957.5014779
3542,226,1007.418773
3544,334,992.7294999
3546,476,974.4655493
3549,3762,892.6353329
3550,40133,963.8384243
3551,24117,1039.129299
3555,18385,932.691564
3556,11175,892.9556014
3557,607,972.5632883
3558,969,925.4772812
3559,562,1004.019329
3561,4740,960.3604754
3562,284,953.8048826
3563,778,930.7915929
3564,15187,953.6610728
3566,523,942.66832
3567,617,970.6521515
3568,2809,956.5029948
3570,593,947.2625408
3571,323,981.1252711
3572,205,1012.057366
3573,511,978.4581338
3575,888,923.7127607
3579,5253,928.8705572
3580,769,886.8600818
3581,312,992.3788773
3584,1324,954.6217173
3585,10611,945.3043574
3586,748,999.7946797
3588,311,899.3924844
3589,370,1012.439554
3590,373,1015.580062
3591,272,1042.555195
3594,481,894.431436
3595,686,872.6876854
3596,145,902.8207246
3597,584,989.694428
3608,2307,939.932562
3610,1672,946.6030667
3612,1683,904.6176395
3614,755,1020.359717
3616,5069,956.2983923
3617,289,1010.705223
3618,679,925.6231424
3620,8032,935.8065231
3621,2194,930.7253168
3622,329,993.231292
3623,916,931.0933666
3624,591,931.6434615
3629,9173,906.5769773
3630,29556,907.9642704
3631,10160,1036.115348
3633,629,1036.412799
3634,1764,1015.393167
3635,640,974.665285
3636,5417,934.9125873
3637,676,984.682116
3638,2037,938.8059072
3639,515,881.2512597
3640,1144,988.2371323
3641,1074,925.9253336
3644,7026,915.4088642
3646,774,1018.340522
3649,435,937.3076683
3658,5829,959.564826
3659,788,1024.224336
3660,7422,904.8241201
3662,1154,1079.759443
3663,208,1050.281293
3664,1051,981.5755624
3666,4875,952.6535574
3669,1084,969.161105
3670,669,992.8299014
3672,10353,922.9925238
3673,1508,1017.430981
3675,1463,1019.629225
3677,17182,933.5061555
3678,6265,1035.276251
3682,660,1005.528996
3683,1637,965.268743
3685,2494,956.6028178
3687,890,934.37873
3688,1251,1019.40231
3690,30522,948.2606925
3691,8389,1048.804648
3694,582,1011.5679
3695,444,1034.102707
3697,595,1007.432163
3698,835,1029.471981
3699,1048,909.2645583
3700,1167,940.5743784
3701,1074,1014.640179
3705,411,996.6216514
3707,1708,953.3078755
3709,302,972.6404781
3711,256,968.8195752
3712,361,949.2406921
3713,981,910.0465852
3714,3251,969.0911693
3715,304,1010.043294
3717,2662,973.3083617
3719,547,1029.718188
3720,520,958.0358728
3722,4356,983.7611831
3723,2971,1010.201586
3725,348,1002.789283
3726,857,1018.709086
3727,363,989.1862012
3728,556,911.0572606
3730,8002,954.8938122
3732,430,959.7431522
3733,423,1014.294224
3735,516,986.4976767
3737,4254,935.8918348
3739,377,981.0302487
3740,950,991.7311972
3741,3074,988.3318522
3744,295,997.9336936
3746,230,937.9372822
3747,4231,996.9606481
3749,1852,1037.247266
3750,512,1028.728436
3751,337,994.5632682
3752,20878,1036.762854
3753,872,1039.999894
3754,17789,1079.440718
3755,299,1036.291245
3756,9244,1011.0444
3757,7972,1020.440541
3758,2132,1023.05663
3759,1161,1080.916075
3760,390,1076.984299
3761,1141,1064.00521
3763,1352,991.0614877
3764,7528,997.7935199
3765,6737,1042.772332
3766,1208,1074.303412
3767,1243,1067.176389
3770,3194,1032.414329
3775,3487,1050.291496
3777,10315,979.6768544
3778,472,984.316348
3779,221,976.9184701
3781,4392,1004.046121
3782,7774,1046.033577
3783,2155,1018.446904
3786,1531,1092.388886
3787,1155,1095.696491
3788,1651,1074.01714
3789,267,1073.588042
3791,1560,1076.668272
3792,1044,1083.350554
3793,3450,1013.07252
3795,1213,1032.48002
3796,9362,1028.516663
3797,3205,958.9173883
3799,6020,913.437611
3802,24568,1003.497557
3803,10170,948.1799066
3804,6703,1096.943723
3805,54480,1010.049396
3806,45541,1061.843707
3807,6790,1067.222134
3808,2977,1110.275026
3809,1760,1067.123135
3810,35311,985.2593513
3812,2263,1033.356726
3813,1096,1025.498232
3814,1922,1003.146176
3815,2922,1005.569467
3816,1973,962.7513863
3818,12092,969.1213202
3820,14080,981.9809376
3821,2562,1033.804481
3822,1043,1042.917439
3823,1783,994.0687881
3824,4639,987.2708503
3825,20328,895.5701545
3831,1453,1009.820929
3832,416,1001.033155
3833,320,912.8132818
3835,505,979.3883656
3840,16602,877.5470302
3842,4938,910.0099149
3844,27608,979.2493268
3847,2172,951.21378
3850,14260,960.4117674
3851,4948,968.8623636
3852,120,1054.810532
3854,1508,1033.70311
3856,915,979.4959328
3857,376,1013.990826
3858,2895,927.7852877
3859,910,992.3587556
3860,6967,957.719421
3862,3135,999.1986272
3864,393,961.4690589
3865,393,953.3137096
3869,1481,1004.226664
3870,1520,973.5802249
3871,2852,993.7821762
3873,445,1012.946911
3874,489,940.5402545
3875,16655,949.451577
3878,734,977.718263
3880,3801,954.7396867
3882,953,969.7337869
3885,1779,950.3482938
3886,443,958.9301662
3887,341,922.4432972
3888,3767,910.1767642
3889,286,892.0725224
3890,168,812.755796
3891,170,997.5529202
3892,1035,935.4796178
3895,174,985.787027
3896,420,949.6932127
3898,630,981.8037703
3900,251,959.9812189
3902,350,938.6497117
3903,624,929.458624
3904,1217,1004.1427
3909,7748,918.9770208
3910,21361,1025.83333
3911,3274,998.1163991
3912,14623,1013.102205
3913,3302,1020.996815
3915,9022,903.4467471
3916,589,1085.801149
3918,3381,1025.543369
3919,2841,951.6905471
3920,1085,1078.077226
3921,115,1007.007315
3922,6800,968.0900914
3923,674,1009.147681
3925,3010,995.734919
3926,3296,1065.635479
3927,1422,1071.609307
3928,468,1090.539138
3929,865,1072.807006
3930,17240,1116.124132
3931,22418,1004.500129
3933,1029,1087.722181
3934,17077,1077.493119
3936,9013,984.6510657
3937,1905,1085.187281
3938,2552,1019.503419
3939,13642,934.5915199
3940,4571,883.5873292
3941,11709,966.8733915
3942,2164,1013.537605
3943,1453,1043.86279
3944,443,1136.935614
3945,961,1015.67336
3950,4624,947.0319883
3951,928,1045.562611
3953,7303,984.7641795
3954,384,1047.78918
3956,2214,967.289677
3957,445,1013.504604
3958,495,1048.052279
3959,990,1014.442938
3960,2283,974.9660829
3962,1146,938.7415573
3965,179,905.2446972
3966,672,951.2631283
3971,4002,928.6025273
3975,11658,1054.024367
3976,23763,932.6509605
3977,67404,981.6367739
3978,1217,1030.86885
3979,668,1017.352166
3980,3069,985.4982644
3981,4262,964.5433864
3984,4753,911.600937
3987,1334,989.2482937
3988,899,999.1416907
3991,412,955.1925683
3992,605,965.680116
3995,9150,926.0461789
3996,4977,1011.413728
6000,9246,1065.05312
6003,2961,1033.585581
6004,8181,1075.599705
6005,5174,1072.726512
6006,8546,1079.918586
6007,6744,1106.611252
6008,13846,1103.74808
6009,16549,1138.949091
6010,15477,1117.749589
6011,8916,1146.093001
6012,8599,1087.418781
6014,18989,1116.851589
6015,6355,1164.297465
6016,9569,1062.435947
6017,4044,988.2352114
6018,34362,1086.719254
6019,20139,1090.386681
6020,20290,1118.404068
6021,19155,1039.625003
6022,4988,1052.822246
6023,15005,1121.760575
6024,13434,1067.421949
6025,29785,1086.391214
6026,22425,1095.999167
6027,42089,1074.505836
6028,20117,1115.084165
6029,2663,1130.912565
6030,37624,1034.839107
6031,11327,1069.143108
6032,213,1065.107307
6033,739,1051.926763
6035,4236,1007.415053
6036,10824,1061.573771
6037,2243,962.7155657
6041,1361,976.5681168
6042,81,923.1742364
6043,206,935.3514401
6044,1476,989.5968701
6050,14915,1098.730482
6051,12339,1022.739865
6052,10452,1052.747802
6053,13515,1037.365115
6054,19761,983.0250432
6055,12053,1040.835791
6056,37083,983.2381242
6057,16108,1034.848136
6058,11799,990.0725998
6059,22510,1043.835439
6060,21871,1018.999749
6061,33704,916.0543137
6062,31107,1014.74659
6063,13988,989.7524617
6064,30454,946.6668862
6065,52115,1076.680733
6066,18934,1014.607667
6067,130,695.2056775
6069,25345,1072.50105
6070,3516,1118.530193
6071,3516,1090.853106
6072,835,1086.81849
6073,3021,1051.634205
6074,950,1071.073609
6076,21502,1089.882739
6077,1529,1062.555523
6078,858,1088.270699
6081,4704,1086.0781
6082,3156,1048.898857
6083,3474,1077.054201
6084,6396,1042.219245
6100,13611,1060.755922
6101,14996,1030.538966
6102,13826,954.0678863
6103,8402,999.1823809
6104,13288,1000.448018
6105,13496,973.8769817
6107,36860,1002.408179
6108,22983,1010.763513
6109,10621,935.5930482
6110,34865,986.4737511
6111,22044,997.6914484
6112,40261,990.8397743
6121,2724,1083.66608
6122,9376,1054.513993
6123,1434,1010.482405
6124,1082,1017.061986
6125,2679,1039.011043
6126,496,1009.656847
6147,14826,985.8210297
6148,17406,1069.717907
6149,18621,1112.694421
6150,13255,1113.991858
6151,16464,1099.245016
6152,24368,1069.581675
6153,19041,1115.265361
6154,9669,1092.371705
6155,48039,1101.223743
6156,16023,1064.985964
6157,12952,1060.488179
6158,6925,1106.176871
6159,2723,1074.707866
6160,7660,1040.648821
6161,114,988.5740582
6162,10379,1016.560446
6163,46233,1003.266521
6164,47539,1075.289541
6165,119,942.0898563
6166,8198,1054.218515
6167,22502,948.8569969
6168,23467,939.5759384
6169,34335,986.0517255
6170,6613,1009.549553
6171,15869,1085.349463
6172,14087,1026.053275
6173,10420,1105.041778
6174,2174,1022.121693
6175,3009,1060.434921
6176,715,1056.898375
6180,3468,1042.015299
6181,495,1102.203414
6207,1080,1022.623988
6208,9612,967.7914565
6209,1836,957.2511512
6210,60935,967.4230278
6211,5557,1006.490322
6213,709,965.0177314
6214,357,978.5555873
6215,3583,940.7014796
6218,477,813.4014434
6220,4705,953.9916594
6221,440,995.2088953
6224,1214,932.606702
6225,9117,946.7303815
6226,621,1080.253311
6227,518,1024.222843
6229,511,1004.158682
6230,40618,987.7058108
6232,9418,1010.983299
6233,15772,1036.01314
6236,1950,1041.875162
6237,2552,1037.842128
6239,4054,986.5360216
6240,265,1055.266382
6244,1586,984.6212132
6251,437,977.119662
6253,561,983.9224084
6254,636,912.8238929
6255,3487,974.4926771
6256,210,1024.55236
6258,6323,939.3160598
6260,1533,978.5735012
6262,773,932.3880113
6271,2842,970.2790372
6275,1268,968.3212157
6280,23495,983.7822855
6281,5550,1058.945996
6282,1246,1086.148445
6284,1601,1055.459788
6285,7529,1015.111639
6286,584,1028.814724
6288,407,1012.204171
6290,1642,953.9750599
6302,3379,975.1820995
6304,1565,936.0136671
6306,937,947.5739456
6308,1608,941.1661825
6309,265,1003.890485
6311,601,987.0597316
6312,4931,953.4596547
6313,364,1012.513427
6315,1846,939.8134386
6316,417,1008.50617
6317,4183,908.7388804
6318,234,886.103507
6320,911,987.8203349
6321,268,869.5953842
6322,457,1005.496538
6323,988,936.8558199
6324,3026,948.3641869
6326,502,1006.983679
6327,294,1010.284168
6328,429,1020.047296
6330,32890,976.0497588
6333,5197,987.4619857
6335,839,963.7963313
6336,248,976.7525182
6337,485,1021.061494
6338,762,1041.754507
6341,277,1046.036925
6343,239,1076.657367
6346,730,975.3478588
6348,1397,1024.238632
6350,200,901.8037364
6352,407,1064.224526
6353,729,1021.144418
6355,859,1039.911786
6358,238,1051.925985
6359,521,1013.919982
6365,612,978.4024202
6367,282,870.1502122
6368,182,1078.806421
6369,633,962.5881741
6370,553,940.7316847
6373,236,1077.167185
6375,831,946.734488
6383,1042,929.8603691
6386,255,1016.647285
6390,2226,1024.910677
6391,912,1011.224319
6392,491,1003.962432
6393,383,1049.169017
6394,404,1060.430404
6395,1570,966.0665961
6396,354,986.5793963
6397,367,967.2028668
6398,564,944.807523
6401,7603,934.357911
6403,198,977.2541914
6405,267,949.8376383
6407,1038,988.4150445
6409,399,979.7668736
6410,1180,905.1425299
6413,149,1047.049246
6415,2888,958.886877
6418,718,946.3264374
6421,238,1029.078929
6423,276,984.5649884
6425,165,1031.889397
6426,1097,959.3285221
6429,1518,887.9077063
6430,23004,1030.679071
6431,678,642.6944782
6432,7722,955.4377093
6434,151,587.8431791
6436,178,789.4752611
6437,1293,1048.657695
6438,1213,895.9697807
6440,1095,819.9119524
